lemma	pos	en_word	en_definition	sentence	code	wn_definition	confidence
hikommen	VRB	to go	to have to be put	de Mëtteg gëtt de Sand geliwwert, wou soll dee genee hikommen ? 	HIKOMMEN1UNI3	be contained in	0.4331890940666199
hikréien	VRB	to manage	to succeed in doing	ouni deng Hëllef kréien ech dat doten nimools hin ! 	HIKREIEN1UNI1	be successful; achieve a goal	0.7351908683776855
Himmel	SUBST	heaven	kingdom of God	däi Wëlle soll geschéien, ewéi am Himmel , esou op der Äerd 	HIMMEL1UNI2	the abode of God and the angels	0.4802907705307007
himmelen	VRB	to bust	to break	d'Kanner haten hiert neit Spillgezei schonn no fënnef Minutte gehimmelt 	HIMMELEN1UNI1	break open or apart suddenly and forcefully	0.5814135074615479
Himmelfaart	SUBST	ascension	to heaven	verschidde Plazen erënneren um Elias seng Himmelfaart 	HIMMELFAART1UNI1	(Christianity) celebration of the Ascension of Christ into heaven; observed on the 40th day after Easter	0.3477407395839691
himmlesch	ADJ	heavenly	delightful	et ass eng himmlesch Rou an de Bierger 	HIMMLESCH1UNI1	relating to or inhabiting a divine heaven	0.19552336633205414
Hindernis	SUBST	obstruction	on a road	e blot Schëld mat engem wäisse Feil markéiert d'Richtung, wéi een en Hindernis muss ëmfueren 	HINDERNIS1UNI1	getting in someone's way	0.29249870777130127
Hindernis	SUBST	obstacle	difficulty	d'Sprooch ass heiansdo en Hindernis , fir sech an enger Gesellschaft ze integréieren 	HINDERNIS1UNI2	an obstruction that stands in the way (and must be removed or surmounted or circumvented)	0.1911195069551468
Hindu	SUBST	Hindu	female	meng Nopesch ass Hindu a kann dir gär eppes iwwer hir Relioun erzielen 	HINDU2UNI1	a native or inhabitant of Hindustan or India	0.2510952949523926
hippen	VRB	to limp	to walk with a limp	hien ass mat senger bluddeger Zéif an d'Buedzëmmer gehippt 	HIPPEN1UNI2	walk impeded by some physical limitation or injury	0.6393550038337708
hiriichten	VRB	to execute	to put to death	a munche Länner gi Verbriecher ëffentlech higeriicht 	HIRIICHTEN1UNI1	kill as a means of socially sanctioned punishment	0.5514079332351685
Hiriichtung	SUBST	execution	putting to death	op der grousser Plaz hate se schonn de Gaalge fir d'Hiriichtung opgestallt 	HIRIICHTUNG1UNI1	putting a condemned person to death	0.6837467551231384
historesch	ADJ	historical	related to history	hie beschreift a sengem Artikel déi historesch Hannergrënn vum Konflikt 	HISTORESCH1UNI1	of or relating to the study of history	0.6007140278816223
historesch	ADJ	historic	memorable	de Fall vum autoritäre Regimm war en historesche Moment 	HISTORESCH1UNI2	belonging to the past; of what is important or famous in the past	0.33253663778305054
historesch	ADJ	historic	from past times	an dësem Musée gëtt et eng grouss Kollektioun vun historesche Spillkaarten 	HISTORESCH1UNI3	belonging to the past; of what is important or famous in the past	0.53996342420578
Historikerin	SUBST	historian	female	meng Tatta schafft als Historikerin an engem Musée 	HISTORIKERIN1UNI1	a person who is an authority on history and who studies it and writes about it	0.12204794585704803
Hit	SUBST	hit	success	der jonker Band hiert neit Stéck war vun Ufank un e groussen Hit 	HIT1UNI1	a conspicuous success	0.6117955446243286
Hiweis	SUBST	tip	advice	d'Police huet en Hiweis kritt, datt an deem Café lusch Geschäfter lafen 	HIWEIS1UNI2	an indication of potential opportunity	0.17409341037273407
hiweisen	VRB	to point	in a direction	de Feil um Schëld ass esou verblatzt, datt een net weess, wou en hiweist 	HIWEISEN1UNI1	direct the course; determine the direction of travelling	0.5968295931816101
Hiwwel	SUBST	hill	high ground	uewen um Hiwwel steet eng ural Eech 	HIWWEL1UNI1	a local and well-defined elevation of the land	0.41542819142341614
Hocker	SUBST	stool	seat	de Mann souz beim Comptoir op engem Hocker 	HOCKER1UNI1	a simple seat without a back or arms	0.5624433755874634
Hoer	SUBST	hair	individual hair	meng Fra huet e friemt Hoer op mengem Paltong fonnt 	HOER1UNI1	filamentous hairlike growth on a plant	0.44198697805404663
Hoer	SUBST	hair	head of hair	hien huet kuerzt, brongt Hoer 	HOER1UNI2	filamentous hairlike growth on a plant	0.46010252833366394
Hoer	SUBST	hair	body hair	hien huet sech d'Hoer ënner den Äerm ewechgemaach 	HOER1UNI3	a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss	0.43081992864608765
Hoff	SUBST	effort	exertion	loosst mer nach en Hoff maachen! 	HOFF1UNI1	use of physical or mental energy; hard work	0.6247097849845886
Holmium	SUBST	holmium	chemical element	d'Element Holmium gehéiert zum Grupp vun de Lanthanoiden 	HOLMIUM1UNI1	a trivalent metallic element of the rare earth group; occurs together with yttrium; forms highly magnetic compounds	0.49049678444862366
Holz	SUBST	wood	material	fréier gouf bal nëmme mat Holz gehëtzt 	HOLZ1UNI1	the hard fibrous lignified substance under the bark of trees	0.2748018801212311
Holz	SUBST	wood	type of wood	d'Eechenholz ass méi en deiert Holz ewéi d'Bierkenholz 	HOLZ1UNI2	the hard fibrous lignified substance under the bark of trees	0.42905187606811523
Holzwuerm	SUBST	woodworm	infestation	an deem ale Stull ass den Holzwuerm 	HOLZWUERM1UNI1	a larva of a woodborer	0.48228344321250916
Homeopathin	SUBST	homeopath	female	meng Homeopathin huet mer e planzlecht Medikament proposéiert 	HOMEOPATHIN1UNI1	a practitioner of homeopathy	0.2791372239589691
Hond	SUBST	dog	animal	et soll een den Hond an d'Léngt huelen 	HOND1UNI1	a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times; occurs in many breeds	0.343561589717865
Hond	SUBST	dog	person	dee falschen Hond ass mech hannenerëm beschäisse gaangen! 	HOND1UNI2	someone who is morally reprehensible	0.39424845576286316
hondsmiserabel	ADJ	lousy	awful, ill	ech fille mech haut hondsmiserabel 	HONDSMISERABEL1UNI2	very bad	0.5184911489486694
Honduranerin	SUBST	Honduran	female	meng bescht Frëndin ass Honduranerin 	HONDURANERIN1UNI1	a native or inhabitant of Honduras	0.22179752588272095
hongereg	ADJ	miserable	pitifully little	si hunn hie fir e puer hongereg Su ëmbruecht 	HONGEREG1UNI3	contemptibly small in amount	0.6194788813591003
hoppelen	VRB	to hop	to move by jumping forward	eng brong Kanéngchen hoppelt iwwer d'Wiss 	HOPPELEN1UNI1	make a jump forward or upward	0.7018787264823914
Horaire	SUBST	timetable	in a school	eis Schoul huet en aneren Horaire kritt 	HORAIRE1UNI1	a schedule listing events and the times at which they will take place	0.156120166182518
Horaire	SUBST	timetable	for transport	ech weess den Horaire vum Bus net auswenneg 	HORAIRE1UNI2	a schedule of times of arrivals and departures	0.1766173094511032
horeg	ADJ	hairy	covered with hair	hien huet horeg Been 	HOREG1UNI1	having or covered with hair	0.7522096633911133
Hörer	SUBST	receiver	telephone	eisen Telefon ass net futti, mee den Hörer louch net richteg op 	HORER1UNI1	a person who receives something	0.2526712715625763
Horizont	SUBST	horizon	boundary at which earth and sky seem to meet	ech hunn dem Schëff nogekuckt, bis et um Horizont verschwonne war 	HORIZONT1UNI1	the line at which the sky and Earth appear to meet	0.8500195741653442
Horizont	SUBST	horizon	intellectual range	déi Rees huet mäin Horizont erweidert 	HORIZONT1UNI2	the range of interest or activity that can be anticipated	0.5132734179496765
Hotel	SUBST	hotel	business	wéi vill Hotelle mat iwwer 100 Better gëtt et hei am Land? 	HOTEL1UNI1	a building where travelers can pay for lodging and meals and other services	0.3262019157409668
Hotel	SUBST	hotel	building	wéinst engem Chantier konnt den Taxichauffer eis net virum Hotel erausloossen 	HOTEL1UNI2	a building where travelers can pay for lodging and meals and other services	0.3585313856601715
Hotelière	SUBST	hotelier	female	d'Hotelière wëllt hiren Hotel virun der Touristesaison renovéieren 	HOTELIERE1UNI1	an owner or manager of hotels	0.1774258315563202
Hotspot	SUBST	hotspot	epicentre	an Europa war Norditalien ee vun den éischten Hotspotte vun der Coronakris 	HOTSPOT1UNI1	a place of political unrest and potential violence	0.2976885139942169
Hotspot	SUBST	hotspot	for internet access	am Ausland sichen d'Touristen dacks no engem Hotspot , wann se wëllen an den Internet goen 	HOTSPOT1UNI2	a place of political unrest and potential violence	0.20673739910125732
Houfert	SUBST	pride	satisfaction	voller Houfert huet d'Bomi de Frëndinnen hiren Enkel virgestallt 	HOUFERT1UNI1	satisfaction with your (or another's) achievements	0.6308185458183289
Houseker	SUBST	Bogeyman	Knecht Ruprecht, Saint Nicholas' helper	wann s de dech net schécks, da bréngt den Houseker der eng Rutt! 	HOUSEKER1UNI1	an imaginary monster used to frighten children	0.1035911962389946
Housse	SUBST	cover	protection	meng Mamm huet nei Houssë fir d'Këssen um Kannapee kaaft 	HOUSSE1UNI1	a covering that serves to conceal or shelter something	0.4438779950141907
huddelen	VRB	to cheat	at a game	pass op, mäi Monni ass een, dee beim Kaartespill huddelt a fuddelt! 	HUDDELEN1UNI3	engage in deceitful behavior; practice trickery or fraud	0.13647858798503876
huelen	VRB	to take	to grab, to grasp	huel (der) e Stull, et sinn der genuch do! 	HUELEN1UNI1	get into one's hands, take physically	0.5299449563026428
huelen	VRB	to take	to accept	de Garçon wollt d'Drénkgeld net huelen 	HUELEN1UNI10	accept or undergo, often unwillingly	0.615005373954773
huelen	VRB	to take	measures	déi adequat Mesurë si geholl ginn , fir dat Schlëmmst ze verhënneren 	HUELEN1UNI12	ascertain or determine by measuring, computing or take a reading from a dial	0.4996897578239441
huelen	VRB	to take	a holiday, time	ech hunn am Summer dräi Woche Congé geholl 	HUELEN1UNI13	have with oneself; have on one's person	0.2951235771179199
huelen	VRB	to place	in a certain position	de Bauer huet d'Béischte virum Wanter an de Stall geholl 	HUELEN1UNI14	place somebody in a particular situation or location	0.5977756381034851
huelen	VRB	to take	to endure	hien huet dee Schicksalsschlag nach gutt geholl 	HUELEN1UNI17	experience or feel or submit to	0.48913654685020447
huelen	VRB	to take	medicine	hie muss all Muere Medikamenter huelen 	HUELEN1UNI2	get into one's hands, take physically	0.34299057722091675
huelen	VRB	to deliver	to assist in the birth of	Puppelcher, déi bei der Gebuert mat der Ventouse geholl ginn , hu meeschtens fir eng Zäit de Kapp verformt 	HUELEN1UNI28	cause to be born	0.5826132297515869
huelen	VRB	to take	to use, to employ	mir huelen de Bus fir op Esch 	HUELEN1UNI3	make use of or accept for some purpose	0.5156574249267578
huelen	VRB	to take	to negotiate, to cope with	déi Kéier kanns de net mat 80 huelen ! 	HUELEN1UNI4	to get into a position of having, e.g., safety, comfort	0.5067296028137207
huelen	VRB	to take	to choose	wat fir eng Tapéit huelt der? 	HUELEN1UNI5	pick out, select, or choose from a number of alternatives	0.5473712086677551
huelen	VRB	to take	to consider	dat kann een huelen , wéi ee wëllt 	HUELEN1UNI6	take into consideration for exemplifying purposes	0.35525596141815186
huelen	VRB	to take	to steal	pass op, datt keen der däi Portmonni hëlt ! 	HUELEN1UNI7	take into one's possession	0.46585527062416077
huelen	VRB	to take	to admit, to employ	fir déi Sektioun ginn all Joer nëmmen 20 Kandidate geholl 	HUELEN1UNI8	accept or undergo, often unwillingly	0.4705340564250946
huerelen	VRB	to howl	animal	däin Hond huet déi ganz Nuecht gehuerelt 	HUERELEN1UNI1	cry loudly, as of animals	0.3974788784980774
Humanistin	SUBST	humanist	female	als Humanistin gleeft si drun, datt all Mënsch soll selwer iwwer säi Liewe kënne bestëmmen, ouni dobäi aneren ze schueden 	HUMANISTIN1UNI1	a classical scholar or student of the liberal arts	0.20664861798286438
Humpen	SUBST	half-pint	draught beer	bestell mir en Humpe mat, wannechgelift! 	HUMPEN1UNI1	disparaging terms for small people	0.07423911988735199
hunn	VRB	to have	to own	mäi Schwoer huet dräi Autoen, e fiert awer nëmme mat engem 	HUNN1UNI1	have ownership or possession of	0.6544846296310425
hunn	VRB	to have	at one's disposal	hues du e Fixspoun, fir d'Käerz unzefänken? 	HUNN1UNI14	get something; come into possession of	0.39959150552749634
hunn	VRB	to have	a characteristic	dat Kand huet e gudde Charakter 	HUNN1UNI15	have as a feature	0.3808175325393677
hunn	VRB	to have	to be confronted with	virun zwee Méint hate mer schonn en änleche Fall 	HUNN1UNI19	be confronted with	0.9116188883781433
hunn	VRB	to have	to experience	mir haten all Dag gutt Wieder an eiser Vakanz 	HUNN1UNI20	cause to be born	0.4774022698402405
hunn	VRB	to have	to be in touch with, to be involved with	hutt dir nach ëmmer Kontakt mat ärer Famill an Amerika? 	HUNN1UNI4	have a personal or business relationship with someone	0.5357859134674072
hunn	VRB	to have	to feel	ech hat eng barbaresch Péng am Zant! 	HUNN1UNI5	cause to be born	0.49277374148368835
hunn	VRB	to have	an illness	d'Cheffin kënnt haut net schaffen, well se d'Gripp huet 	HUNN1UNI6	suffer from; be ill with	0.5693724155426025
hunn	VRB	to have	through a relationship	fréier haten d'Leit gewéinlech méi Kanner ewéi haut 	HUNN1UNI7	have a personal or business relationship with someone	0.4611550569534302
Huwwel	SUBST	plane	tool	d'Messer vun dengem Huwwel muss geschlaff ginn 	HUWWEL1UNI1	a carpenter's hand tool with an adjustable blade for smoothing or shaping wood	0.49600619077682495
Hypnotiseurin	SUBST	hypnotist	female	ech si gespaant, ob d'Hypnotiseurin mech an Trance versat kritt 	HYPNOTISEURIN1UNI1	a person who induces hypnosis	0.17963284254074097
Hypochonderin	SUBST	hypochondriac	female	als Hypochonderin ass meng Mamm stänneg am Leed, se kéint eng schlëmm Krankheet hunn 	HYPOCHONDERIN1UNI1	a patient with imaginary symptoms and ailments	0.16351254284381866
Iddi	SUBST	idea	inspiration	hien huet ëmmer gutt Iddien 	IDDI1UNI1	a personal view	0.3079376518726349
Iddi	SUBST	idea	thought, mental impression	dat ass bei him eng fix Iddi ginn 	IDDI1UNI2	the content of cognition; the main thing you are thinking about	0.5848610997200012
Iddi	SUBST	idea	opinion, belief	hie steet zu sengen Iddien 	IDDI1UNI3	a personal view	0.5532264709472656
Idealistin	SUBST	idealist	female	déi Idealistin gesäit d'Wierklechkeet esou, wéi se sollt sinn, amplaz wéi se ass 	IDEALISTIN1UNI1	someone guided more by ideals than by practical considerations	0.09630046784877777
identifizéieren	VRB	to identify	to establish, to recognize	d'Läich ass op Fotoen identifizéiert ginn 	IDENTIFIZEIEREN1UNI1	recognize as being; establish the identity of someone or something	0.6685476899147034
Identifizéierung	SUBST	identification	recognition	no der Explosioun war keng eendeiteg Identifizéierung vun de gëftege Substanze méiglech 	IDENTIFIZEIERUNG1UNI1	the process of recognizing something or someone by remembering	0.511008083820343
Identifizéierung	SUBST	identification	empathy	de Regisseur wëllt d'Identifizéierung vum Publikum mat den Acteure verhënneren 	IDENTIFIZEIERUNG1UNI2	the attribution to yourself (consciously or unconsciously) of the characteristics of another person (or group of persons)	0.3306831121444702
Identitéit	SUBST	identity	personal details	ier ech an d'Gebai eragelooss gouf, ass meng Identitéit iwwerpréift ginn 	IDENTITEIT1UNI1	the individual characteristics by which a thing or person is recognized or known	0.30930522084236145
Identitéit	SUBST	identity	characteristics	d'Geschicht, d'Kultur an d'Sprooch ginn als Deeler vun enger nationaler Identitéit ugesinn 	IDENTITEIT1UNI2	the individual characteristics by which a thing or person is recognized or known	0.5749368071556091
Idiotin	SUBST	idiot	female	ech si mer virkomm wéi eng Idiotin , wéi mäi Feeler mer bewosst ginn ass 	IDIOTIN1UNI1	a person of subnormal intelligence	0.2043459713459015
ierflech	ADJ	hereditary	genetically transmitted	dës Krankheet ass ierflech 	IERFLECH1UNI1	occurring among members of a family usually by heredity	0.5238965749740601
iergendanzwousch	ADV	somewhere	in some place	nondikass, iergendanzwousch muss dee verfluchte Brëll dach leien! 	IERGENDANZWOUSCH1UNI1	in or at or to some place; ; (`someplace' is used informally for `somewhere')	0.5223649740219116
ierwen	VRB	to inherit	property	mir hunn zwou Bauplaze geierft 	IERWEN2UNI1	obtain from someone after their death	0.25533193349838257
ierwen	VRB	to inherit	a quality, a characteristic	hien huet de Charakter vu sengem Papp geierft 	IERWEN2UNI2	receive by genetic transmission	0.1269812434911728
Iesel	SUBST	donkey	animal	den Iesel erkennt een u senge laangen Oueren 	IESEL1UNI1	domestic beast of burden descended from the African wild ass; patient but stubborn	0.45363426208496094
Iesel	SUBST	donkey	fool	du (dommen) Iesel ! 	IESEL1UNI2	domestic beast of burden descended from the African wild ass; patient but stubborn	0.12033537030220032
Iessen	SUBST	meal	lunch, dinner	nom Iesse si mir e groussen Tour trëppele gaangen 	IESSEN1UNI2	the food served and eaten at one time	0.5242811441421509
Iessen	SUBST	diet	eating habits	d'Regierung lancéiert eng Campagne fir méi e gesond Iessen 	IESSEN1UNI4	the act of restricting your food intake (or your intake of particular foods)	0.4704509973526001
Iessläffel	SUBST	tablespoon	content	kuerz virum Zerwéiere kann een d'Zooss mat engem Iessläffel Moschter verfeineren 	IESSLAFFEL1UNI2	a spoon larger than a dessert spoon; used for serving	0.16074633598327637
iewescht	ADJ	upper	in position, in place	mäi Brudder huet mir déi iewescht Lëps bluddeg geschloen 	IEWESCHT1UNI1	higher in place or position	0.6599720120429993
iewescht	ADJ	upper	in a hierarchy	an der ieweschter Karriär ass eng Plaz fräi 	IEWESCHT1UNI2	superior in rank or accomplishment	0.4706401526927948
Ikon	SUBST	icon	devotional image	an den orthodoxe Kierchen hänke wäertvoll Ikonen 	IKON1UNI1	a conventional religious painting in oil on a small wooden panel; venerated in the Eastern Church	0.5171913504600525
Ikon	SUBST	icon	leading figure	déi kierzlech verstuerwe Sängerin war eng Ikon vun der Popmusek 	IKON1UNI2	a conventional religious painting in oil on a small wooden panel; venerated in the Eastern Church	0.19792130589485168
Ikon	SUBST	icon	graphic symbol	du muss zweemol op déi Ikon do klicken, fir dat Dokument opzemaachen 	IKON1UNI3	(computer science) a graphic symbol (usually a simple picture) that denotes a program or a command or a data file or a concept in a graphical user interface	0.632049024105072
Illusioun	SUBST	illusion	false hope	maach dir keng Illusiounen ! 	ILLUSIOUN1UNI1	something many people believe that is false	0.3565084636211395
Illustratioun	SUBST	illustration	picture	d'Illustratiounen am Buch sinn all vun deem selwechte Kënschtler 	ILLUSTRATIOUN1UNI1	a visual representation (a picture or diagram) that is used make some subject more pleasing or easier to understand	0.25507068634033203
Illustratioun	SUBST	illustrations	pictures accompanying a text	d'Illustratioun vun der Broschür ass vun enger Agence gemaach ginn 	ILLUSTRATIOUN1UNI2	artwork that helps make something clear or attractive	0.3600015938282013
Illustratioun	SUBST	illustration	example	als Illustratioun vu senger Theorie huet hien eis e puer Beispiller ginn 	ILLUSTRATIOUN1UNI3	showing by example	0.57778400182724
illustréieren	VRB	to illustrate	with pictures	dëst Buch gouf vun engem bekannte Grafiker illustréiert 	ILLUSTREIEREN1UNI1	supply with illustrations	0.43915247917175293
illustréieren	VRB	to illustrate	with examples	d'Professesch huet d'Theorie mat e puer Beispiller illustréiert 	ILLUSTREIEREN1UNI2	clarify by giving an example of	0.6266342401504517
Image	SUBST	image	public persona	mat sengem sozialen Engagement wëllt de Rockstar säin Image opbesseren 	IMAGE1UNI1	(Jungian psychology) a personal facade that one presents to the world	0.4150443971157074
Imaginatioun	SUBST	imagination	creativity	dat Kand huet vill Imaginatioun ! 	IMAGINATIOUN1UNI1	the ability to deal resourcefully with unusual problems	0.3776073157787323
Imitatioun	SUBST	imitation	copy	deng Auer ass eng bëlleg Imitatioun 	IMITATIOUN1UNI2	something copied or derived from an original	0.5258792042732239
imitéieren	VRB	to imitate	a person, an animal	ech hat e Kolleeg, dee konnt all eis Proffen imitéieren 	IMITEIEREN1UNI1	reproduce someone's behavior or looks	0.1658768355846405
Imkerin	SUBST	beekeeper	female	ech kafe mäin Hunneg bei enger Imkerin um Maart 	IMKERIN1UNI1	a farmer who keeps bees for their honey	0.23699040710926056
Immatrikulatioun	SUBST	registration	of a vehicle	wou ass de Büro vun der Immatrikulatioun fir d'Autoen? 	IMMATRIKULATIOUN1UNI1	a document certifying an act of registering	0.1987641453742981
immatrikuléieren	VRB	to register	a vehicle	wou muss ech higoen, fir mäin Auto immatrikuléieren ze loossen? 	IMMATRIKULEIEREN1UNI1	be aware of	0.15218272805213928
Immigrantin	SUBST	immigrant	female	d'Immigrantin léiert Lëtzebuergesch an Owescoursen 	IMMIGRANTIN1UNI1	a person who comes to a country where they were not born in order to settle there	0.18886102735996246
immobiliséieren	VRB	to immobilize	a limb	nom Accident huet säi gebrachent Bee missen immobiliséiert ginn 	IMMOBILISEIEREN1UNI1	to hold fast or prevent from moving	0.2669425308704376
immun	ADJ	immune	to infection	verschidde Leit si vu Gebuert un immun géint d'Malaria 	IMMUN1UNI1	relating to the condition of immunity	0.4693337082862854
immun	ADJ	immune	from legal action	a ville Länner sinn d'politesch Mandatairen immun 	IMMUN1UNI2	secure against	0.2338988035917282
Immunitéit	SUBST	immunity	to infection	deen neie Vaccin garantéiert d'Immunitéit géint e puer Krankheeten 	IMMUNITEIT1UNI1	(medicine) the condition in which an organism can resist disease	0.3893130123615265
Immunitéit	SUBST	immunity	from legal action	wéinst hirer parlamentarescher Immunitéit kann déi Politikerin net viru Geriicht ugeklot ginn 	IMMUNITEIT1UNI2	an act exempting someone	0.3347763419151306
Impakt	SUBST	impact	effect	déi demografesch Evolutioun huet en direkten Impakt op d'Ekonomie 	IMPAKT1UNI2	a forceful consequence; a strong effect	0.4974634051322937
Imperativ	SUBST	imperative	verb form	an den Tabelle vum LOD fënnt een all d'Verben am Infinitiv, am Indicatif, am Conditionnel an am Imperativ 	IMPERATIV1UNI1	some duty that is essential and urgent	0.26281091570854187
Impfung	SUBST	vaccine	dose	den Apdikter huet nach genuch Impfunge géint d'Gripp am Frigo leien 	IMPFUNG1UNI2	immunogen consisting of a suspension of weakened or dead pathogenic cells injected in order to stimulate the production of antibodies	0.10940282791852951
importéieren	VRB	to import	into a country	eise Kéis gëtt direkt aus der Schwäiz importéiert 	IMPORTEIEREN1UNI1	bring in from abroad	0.39704567193984985
importéieren	VRB	to import	digital data	wéi kann ech déi Donnéeën an eis Datebank importéieren ? 	IMPORTEIEREN1UNI2	transfer (electronic data) into a database or document	0.5319744944572449
impregnéieren	VRB	to waterproof	to soak	mäi Reemantel muss frësch impregnéiert ginn 	IMPREGNEIEREN1UNI1	make watertight	0.3500986099243164
impressionéieren	VRB	to impress	to cause admiration	säin Optrëtt huet eis alleguer impressionéiert 	IMPRESSIONEIEREN1UNI1	impress positively	0.43981027603149414
Impressionistin	SUBST	Impressionist	female	ech hu mer e Konschtwierk vun enger bekannter Impressionistin geleescht 	IMPRESSIONISTIN1UNI1	a painter who follows the theories of Impressionism	0.1716940999031067
Impressioun	SUBST	impression	impact, memory	seng Ausso huet eng grouss Impressioun gemaach 	IMPRESSIOUN1UNI1	a clear and telling mental image	0.41059115529060364
Impressioun	SUBST	impression	feeling, opinion	d'Schwéierleit hunn eng gutt Impressioun vun hirer neier Schnauer 	IMPRESSIOUN1UNI2	a clear and telling mental image	0.4764508903026581
Imprimante	SUBST	printer	device	déi schwaarz Kartusch an der Imprimante misst gewiesselt ginn 	IMPRIMANTE1UNI1	a machine that prints	0.42884090542793274
Impuls	SUBST	impulse	stimulus	vun eiser Jugend koume staark Impulser fir eng besser Naturschutzpolitik 	IMPULS1UNI1	an instinctive motive	0.390581339597702
Impuls	SUBST	impulse	urge	du däerfs dengem éischten Impuls net noginn 	IMPULS1UNI2	an instinctive motive	0.530223548412323
Inauguratioun	SUBST	inauguration	opening ceremony	et ware vill Gäscht op der Inauguratioun vun der neier Schoul 	INAUGURATIOUN1UNI1	the ceremonial induction into a position	0.36349400877952576
inauguréieren	VRB	to inaugurate	a building, a monument	déi nei Schoul ass vun eiser Ministesch inauguréiert ginn 	INAUGUREIEREN1UNI1	be a precursor of	0.22259557247161865
indemniséieren	VRB	to indemnify	financially	déi betraffe Bierger goufe vun hirer Assurance indemniséiert 	INDEMNISEIEREN1UNI1	secure against future loss, damage, or liability; give security for	0.23396751284599304
Indemnitéit	SUBST	indemnity	financial	wéinst deem miserabele Summer kréien d'Baueren eng Indemnitéit 	INDEMNITEIT1UNI1	a sum of money paid in compensation for loss or injury	0.3500819802284241
Inderin	SUBST	Indian	female	meng bescht Frëndin ass Inderin 	INDERIN1UNI1	a native or inhabitant of India	0.2652305066585541
Index	SUBST	index	alphabetical list	hannen am Buch ass en Index mat den Uertschaften, déi am Text virkommen 	INDEX1UNI1	an alphabetical listing of names and topics along with page numbers where they are discussed	0.5682104229927063
indiskreet	ADJ	indiscreet	indelicate	ass et indiskreet ze froen, wou Dir dee schéine Mantel kaaft hutt? 	INDISKREET1UNI1	lacking discretion; injudicious	0.24586966633796692
indiskreet	ADJ	indiscreet	loose-tongued	dem Dokter seng Sekretärin däerf net indiskreet sinn 	INDISKREET1UNI2	lacking discretion; injudicious	0.34327051043510437
Indium	SUBST	indium	chemical element	d'Element Indium gehéiert zum Grupp vun de Metaller 	INDIUM1UNI1	a rare soft silvery metallic element; occurs in small quantities in sphalerite	0.5577385425567627
Individuum	SUBST	individual	despicable person	schaf mer dat Individuum aus dem Haus! 	INDIVIDUUM1UNI1	a human being	0.3423693776130676
Indoneesierin	SUBST	Indonesian	female	meng bescht Frëndin ass Indoneesierin 	INDONEESIERIN1UNI1	a native or inhabitant of Indonesia	0.28688743710517883
Industrie	SUBST	industry	economic sector	mir brauchen eng Rei Investitiounen, fir eis Industrie ze stabiliséieren 	INDUSTRIE1UNI1	the people or companies engaged in a particular kind of commercial enterprise	0.5834063291549683
Industrie	SUBST	industry	industrial branch	déi cheemesch Industrie lancéiert eng nei Sensibilisatiounscampagne 	INDUSTRIE1UNI2	the people or companies engaged in a particular kind of commercial enterprise	0.38923320174217224
Industriell	SUBST	industrialist	female	déi jonk Industriell huet nei Iddie fir hir Branche 	INDUSTRIELL2UNI1	someone who manages or has significant financial interest in an industrial enterprise	0.08657509088516235
infekt	ADJ	revolting	unappetizing	d'Fleesch, dat mir de Mëtteg zerwéiert kruten, war infekt 	INFEKT1UNI1	highly offensive; arousing aversion or disgust	0.38315317034721375
infiltréieren	VRB	to infiltrate	an organization	e puer Agente vum Geheimdéngscht hunn d'Terrororganisatioun infiltréiert 	INFILTREIEREN1UNI2	enter a group or organization in order to spy on the members	0.39896631240844727
Infirmière	SUBST	nurse	female	all Moie kënnt eng Infirmière mir de Verband frëschmaachen 	INFIRMIERE1UNI1	a woman who is the custodian of children	0.28456833958625793
infizéieren	VRB	to infect	with a disease	de Schüler huet déi ganz Klass mat senger Gripp infizéiert 	INFIZEIEREN1UNI1	communicate a disease to	0.584792971611023
infizéieren	VRB	to catch	an infection	ech hu mech an der Vakanz mat engem Virus infizéiert 	INFIZEIEREN1UNI2	suffer from the receipt of	0.3270496129989624
Informantin	SUBST	informer	female	d'Police huet zënter Kuerzem eng nei Informantin am Drogemilieu 	INFORMANTIN1UNI1	one who reveals confidential information in return for money	0.14109128713607788
Infraktioun	SUBST	violation	breach of law	de Chauffer huet, wéinst diversen Infraktiounen , säi Fürerschäin ofgeholl kritt 	INFRAKTIOUN1UNI1	an act that disregards an agreement or a right	0.5468235015869141
Ingenieurin	SUBST	engineer	female	als Ingenieurin am Bauwiesen huet meng Frëndin scho vill Projete geleet 	INGENIEURIN1UNI1	the operator of a railway locomotive	0.2500975728034973
inhaléieren	VRB	to inhale	to breathe in a medication	wéinst menger Sinusite muss ech reegelméisseg inhaléieren 	INHALEIEREN1UNI2	draw deep into the lungs in by breathing	0.6205310821533203
Inhalt	SUBST	content	of a container	den Inhalt vun deene Fässer ass gëfteg 	INHALT1UNI1	the amount that can be contained	0.5595449805259705
Inhalt	SUBST	content	of a text	den Inhalt vun dengem Exposé muss iwwerschafft ginn 	INHALT1UNI2	what a communication that is about something is about	0.2415560483932495
Initiatioun	SUBST	initiation	introduction	fir eng éischt Initiatioun an d'Philosophie recommandéieren ech Iech dëst Buch 	INITIATIOUN1UNI1	the act of starting something for the first time; introducing something new	0.42464491724967957
