lemma	pos	en_word	en_definition	de_word	de_definition	fr_word	fr_definition	sentence	code	wn_definition_en	confidence_en	wn_definition_de	confidence_de	wn_definition_fr	confidence_fr
haushéich	ADJ	resounding	victory, defeat	haushoch	Niederlage, Sieg	écrasant	défaite, victoire	mat esou enger haushéijer Nidderlag hat kee gerechent 	HAUSHEICH1UNI2	characterized by resonance	0.09779199957847595				
haut	ADV	today	this present day	heute	am heutigen Tage	aujourd'hui	en ce jour	ech hunn haut Gebuertsdag 	HAUT1UNI1	on this day as distinct from yesterday or tomorrow	0.4174097776412964				
haut	ADV	today	nowadays	heute	heutzutage	aujourd'hui	de nos jours	dovu schwätzt haut kee méi 	HAUT1UNI2	on this day as distinct from yesterday or tomorrow	0.2621046304702759				
Haut	SUBST	skin	human tissue	Haut	Organ	peau	organe	ech wéilt, ech hätt esou eng reng Haut ! 	HAUT2UNI1	body covering of a living animal	0.5290400981903076			body covering of a living animal	0.5290400981903076
Haut	SUBST	skin	thin layer	Haut	dünne Schicht, dünne Hülle, dünne Schale	peau	fine pellicule, fine enveloppe	als Kand hat ech d'Haut op der waarmer Mëllech net gär 	HAUT2UNI2	an outer surface (usually thin)	0.5258983969688416				
Haut	SUBST	skin	animal skin, hide, fur	Haut	Fell	peau	pelage	ech loossen d'Hait vun eise Schof ëmmer gierwen 	HAUT2UNI3	body covering of a living animal	0.6916536092758179			the dressed skin of an animal (especially a large animal)	0.77777099609375
Hautdoktesch	SUBST	dermatologist	female	Hautärztin		dermatologue	femme	ech loosse meng Schéinheetsflecken all Joer vu menger Hautdoktesch kontrolléieren 	HAUTDOKTESCH1UNI1	a doctor who specializes in the physiology and pathology of the skin	0.14265426993370056				
havaréiert	ADJ	wrecked	ship, aircraft	havariert		avarié	qui a subi une avarie	den Equipage vum havaréierte Schëff ass mat Hëllef vun Helikopteren evakuéiert ginn 	HAVAREIERT1UNI1	destroyed in an accident	0.21686357259750366				
Heed	SUBST	pagan	non-believer	Heide	Ungläubige(r)	païen	infidèle	an der Zäit sinn d'Missionaren an d'ganz Welt gezunn, fir d'Heeden ze bekéieren 	HEED1UNI1	a person who does not acknowledge your god	0.5704167485237122	jemand, der nicht an die Existenz eines Gottes glaubt	0.6260700225830078		
Heel	SUBST	hoe	tool	Hacke	Gartengerät	houe		du muss de Buedem mam Heel lasskappen, ier s de mat der Schëpp bäikënns 	HEEL1UNI1	a tool with a flat blade attached at right angles to a long handle	0.5007913708686829				
Heelmëttel	SUBST	cure		Heilmittel	Arzneimittel	remède		d'Wëssenschaft fuerscht ëmmer nach no engem Heelmëttel géint Aids 	HEELMETTEL1UNI1			ein Medikament oder eine Therapie, die eine Krankheit heilt oder Schmerzen lindert	0.5278224349021912		
Heem	SUBST	home	house	Heim	Zuhause	maison	domicile	d'Koppel huet sech hiert neit Heem richteg schéin ageriicht 	HEEM2UNI1	housing that someone is living in	0.4781886041164398			a large and imposing house	0.5718051195144653
Heem	SUBST	home	institution	Heim	Anstalt	foyer	institution	d'Elteren hunn hire schwierege Bouf an en Heem gedoen 	HEEM2UNI2	an institution where people are cared for	0.589561939239502				
Heemecht	SUBST	native country		Heimat	Geburtsland	patrie		de Schrëftsteller huet seng Heemecht aus politesche Grënn verlooss 	HEEMECHT1UNI1			das Land, in dem Sie geboren wurden	0.6425876617431641		
Heemechtshaus	SUBST	childhood home	the house where one was born	Elternhaus	Gebäude	maison natale		meng Kanner geséiche gär mäin Heemechtshaus 	HEEMECHTSHAUS1UNI1					home symbolized as a part of the fireplace	0.5147075653076172
heemesch	ADJ	native	animal, plant	heimisch	Tier, Pflanze	indigène	animal, plante	d'Kängurue sinn an Australien heemesch 	HEEMESCH1UNI1	as found in nature in the elemental form	0.29016202688217163				
Heeschefra	SUBST	beggar	female	Bettlerin		mendiante	personne	ech ginn der Heeschefra , déi ëmmer virum Supermarché sëtzt, allkéiers e puer Su 	HEESCHEFRA1UNI1	a pauper who lives by begging	0.20964255928993225				
heeschen	VRB	to mean	to signify	heißen	bedeuten	signifier	avoir pour signification	wat heescht dat do? 	HEESCHEN1UNI2	mean or intend to express or convey	0.4457467794418335				
heeschen	VRB	to mean	to imply, to be a sign of	heißen	zur Folge haben, ankündigen	signifier	impliquer, présager	bass de der bewosst, wat dat heescht ? 	HEESCHEN1UNI4	mean or intend to express or convey	0.6085638999938965				
heeschen	VRB	to say	to be said, to be written	heißen	gesagt werden, geschrieben stehen	être dit		an der Gebrauchsanweisung heescht et, d'Kaffismaschinn soll eemol am Mount entkallekt ginn 	HEESCHEN1UNI7	utter aloud	0.47151800990104675				
heeschen	VRB	to beg	for food or money	betteln	um Almosen bitten	mendier		virun der Gare stoungen e puer Sans-abrien ze heeschen 	HEESCHEN2UNI1	make a solicitation or entreaty for something; request urgently or persistently	0.2716149091720581	zum Betteln bringen	0.6136844754219055		
Heet	SUBST	head	of lettuce, of cabbage	Kopf	Salatkopf, Kohlkopf	tête	d'une salade, d'un chou	mir musse Geméis kafen, et ass just nach een Heet Zalot am Frigo 	HEET1UNI1	a dense cluster of flowers or foliage	0.25712063908576965				
hefteg	ADJ	violent	intense	heftig		vif		mat esou enger hefteger Reaktioun hat kee gerechent 	HEFTEG1UNI1	marked by extreme intensity of emotions or convictions; inclined to react violently; fervid	0.4110000729560852				
hei	ADV	here	in this place	hier	an diesem Ort	ici	en cet endroit-ci	hei stoung fréier eng Kapell 	HEI1UNI1	in or at this place; where the speaker or writer is	0.4934082627296448				
hei	ADV	here	in this case	hier	in diesem Fall	ici	dans ce cas	hei handelt et sech ëm eng kriddeleg Fro 	HEI1UNI2	in this circumstance or respect or on this point or detail	0.4204551577568054				
héich	ADJ	high	from top to bottom	hoch	vertikal ausgedehnt	haut (de)	étendu en hauteur	wat ass dat en héicht Haus! 	HEICH1UNI1	(literal meaning) being at or having a relatively great or specific elevation or upward extension (sometimes used in combinations like `knee-high')	0.299315869808197	in die vertikale Richtung.	0.7032683491706848		
héich	ADJ	high	high-ranking	hoch	hochrangig	haut	éminent	hie war e Geléierte vun héijem Rang 	HEICH1UNI2	standing above others in quality or position	0.5561134219169617	an einer Stelle über dem aktuellen Niveau.	0.5025303363800049		
héich	ADJ	high	above average	hoch	beträchtlich	haut	considérable	d'Präisser vum Gold sinn am Ament zimmlech héich 	HEICH1UNI4	greater than normal in degree or intensity or amount	0.38788077235221863				
héich	ADJ	high	sound	hoch	Klang, Ton	haut	son	mäi Bopa héiert déi héich Téin net méi 	HEICH1UNI5	used of sounds and voices; high in pitch or frequency	0.4134761095046997				
héich	ADJ	high	in altitude	hoch	in der Höhe, in die Höhe	haut	en altitude, en hauteur	déi héich Wolleken do brénge kee Reen 	HEICH1UNI7	(literal meaning) being at or having a relatively great or specific elevation or upward extension (sometimes used in combinations like `knee-high')	0.428003191947937	in die vertikale Richtung.	0.5234677195549011		
héichrechnen	VRB	to estimate	to calculate	hochrechnen		estimer	calculer	eise Comptabel huet d'Depensen héichgerechent 	HEICHRECHNEN1UNI1	judge tentatively or form an estimate of (quantities or time)	0.40513649582862854				
Héichrechnung	SUBST	estimate	calculation	Hochrechnung		estimation	calcul	wa mir den Héichrechnunge gleewe kënnen, dann huet eis Partei d'Wale gewonnen 	HEICHRECHNUNG1UNI1	an approximate calculation of quantity or degree or worth	0.5581248998641968			problem solving that involves numbers or quantities	0.5175548791885376
Héichschoul	SUBST	college	institution	Hochschule	Bildungseinrichtung	université	institution	fir dech op där Héichschoul anzeschreiwen, brauchs de eng Iwwersetzung vun dengem Diplom 	HEICHSCHOUL1UNI1	an institution of higher education created to educate and grant degrees; often a part of a university	0.5105076432228088	Institution der höheren Bildung	0.7777759432792664	a large and diverse institution of higher learning created to educate for life and for a profession and to grant degrees	0.5266581773757935
Héichschoul	SUBST	college	building	Hochschule	Gebäude	université	bâtiment	virun der Héichschoul hu Membere vun enger Sekt Flyere verdeelt 	HEICHSCHOUL1UNI2	a complex of buildings in which an institution of higher education is housed	0.43874233961105347				
Héicht	SUBST	height	vertical measurement	Höhe	vertikale Ausdehnung	hauteur	étendue verticale	mooss emol d'Héicht vum Dësch! 	HEICHT1UNI1	the vertical dimension of extension; distance from the base of something to the top	0.5748734474182129	die vertikale Dimension der Ausdehnung; Abstand von der Basis von etwas bis zur Spitze	0.6796352863311768	the vertical dimension of extension; distance from the base of something to the top	0.5748732089996338
Héicht	SUBST	height		Höhe	im Verhältnis zum Meeresspiegel	hauteur		an deenen Héichten ass d'Loft méi dënn 	HEICHT1UNI2			Höhe insbesondere über dem Meeresspiegel oder über der Erdoberfläche	0.6014941334724426		
Héicht	SUBST	extent	economic	Höhe	Größe, Ausmaß	hauteur	économique	beim Bau vum Tunnel war d'Héicht vun de Käschten net virauszegesinn 	HEICHT1UNI4	the distance or area or volume over which something extends	0.1088959127664566				
Héichwaasser	SUBST	flood		Hochwasser	Überflutung	crue		d'Leit, déi laanscht de Floss wunnen, hate vill Schued duerch d'Héichwaasser 	HEICHWAASSER1UNI1			der Vorgang des Überschwemmens; das Überfließen bis zum Überlaufen	0.7176990509033203		
héieren	VRB	to hear	to perceive acoustically	hören	akustisch wahrnehmen	entendre	percevoir par l'ouïe	wéinst dem Kaméidi huet keen héieren , wat de Riedner gesot huet 	HEIEREN1UNI1	perceive (sound) via the auditory sense	0.8157868385314941	(Geräusche) über den Hörsinn wahrnehmen	0.73774254322052	hear, usually without the knowledge of the speakers	0.5093949437141418
héieren	VRB	to hear	to be told	hören	erfahren	entendre dire		ech hunn héieren , du géifs an d'Ausland plënneren 	HEIEREN1UNI2	get to know or become aware of, usually accidentally	0.2978817820549011				
héieren	VRB	to hear	to perceive sound	hören		entendre	percevoir les sons	schwätz méi haart, ech héieren net méi gutt! 	HEIEREN1UNI3	perceive (sound) via the auditory sense	0.8648693561553955				
heihin	ADV	here	to this place	hierhin		ici	vers cet endroit	komm emol heihin , ech muss der eppes soen! 	HEIHIN1UNI1	to this place (especially toward the speaker)	0.45630502700805664				
héijer	ADJ	higher	in rank	höher	höherrangig	de haut rang		d'Biergerinitiativ huet sech direkt un eng héijer Instanz adresséiert 	HEIJER1UNI1	standing above others in quality or position	0.43633145093917847				
heikel	ADJ	delicate	tricky	heikel		délicat	difficile	d'Stierfhëllef ass nach ëmmer en heikelt Theema 	HEIKEL1UNI1	difficult to handle; requiring great tact	0.3142380118370056				
Heilpraktikerin	SUBST	healer	female	Heilpraktikerin		guérisseuse (reconnue)		meng Heilpraktikerin kennt sech gutt aus an der Homeopathie 	HEILPRAKTIKERIN1UNI1	a person skilled in a particular type of therapy	0.2084200084209442				
Héiss	SUBST	knuckle	of meat	Haxe		jarret	morceau de boucherie	ech hu mer eng Héiss mat Sauermous bestallt 	HEISS1UNI1	a joint of a finger when the fist is closed	0.1554100215435028				
héissen	VRB			marschieren	schnell gehen	marcher d'un pas décidé		mir sinn ouni Kaart duerch de Bësch gehéisst an hunn eis verlaf 	HEISSEN1UNI1			veranlassen zu marschieren oder im Marschtempo zu gehen	0.5732064247131348		
Heizkierper	SUBST	radiator	for heating	Heizkörper		radiateur	de chauffage	deen alen Heizkierper gëtt net richteg waarm, mir mussen d'Loft erausloossen 	HEIZKIERPER1UNI1	heater consisting of a series of pipes for circulating steam or hot water to heat rooms or buildings	0.4572000801563263				
Helium	SUBST	helium	chemical element	Helium	chemisches Element	hélium	élément chimique	d'Element Helium gehéiert zum Grupp vun den Eedelgasen 	HELIUM1UNI1	a very light colorless element that is one of the six inert gasses; the most difficult gas to liquefy; occurs in economically extractable amounts in certain natural gases (as those found in Texas and Kansas)	0.40850985050201416				
hell	ADJ	light	full of light	hell	lichtdurchflutet, von Licht erfüllt	clair	lumineux	et ass ze hell heibannen, ech kréien de Kapp wéi 	HELL1UNI1	psychologically light; especially free from sadness or troubles	0.4881646931171417	durchlässig für Licht	0.7153409123420715		
hell	ADJ	light	pale	hell	Farbe, Klang	clair	couleur, son	hien huet wonnerschéin hell Aen 	HELL1UNI2	very thin and insubstantial	0.36954766511917114				
hell	ADJ	bright	clever	klug		malin		pass op, dat do ass en helle Borscht! 	HELL1UNI3	splendid	0.4064399003982544				
Hellechtsméchesch	SUBST	matchmaker	female	Ehevermittlerin		entremetteuse		meng Frëndin wëllt ëmmer nees Hellechtsméchesch fir mech spillen 	HELLECHTSMECHESCH1UNI1	someone who arranges (or tries to arrange) marriages for others	0.17719709873199463				
Hëllef	SUBST	help	assistance	Hilfe	Beistand, Unterstützung	aide	assistance, secours	mat denger Hëllef komme mer gutt virun 	HELLEF1UNI1	a means of serving	0.3384118378162384				
Hëllef	SUBST	aid	financial support	Hilfe	finanzielle Unterstützung	aide	assistance financière	mat geziilten Hëllefe soll deenen äermste Leit ënner d'Äerm gegraff ginn 	HELLEF1UNI2	money to support a worthy person or cause	0.5371100902557373	Geld oder Informationen für ein Projekt zur Verfügung stellen	0.5036342740058899		
Hëllef	SUBST	help	person	Hilfskraft		aide	personne	mir brauchen nach eng Hëllef an der Kichen 	HELLEF1UNI3	a person who contributes to the fulfillment of a need or furtherance of an effort or purpose	0.29575079679489136				
hëllefen	VRB	to help	to assist	helfen	beistehen, behilflich sein	aider	apporter son concours (à)	hie steet do, näischt ze maachen, amplaz ze hëllefen 	HELLEFEN1UNI1	give help or assistance; be of service	0.610994815826416	stützen und stärken	0.6504378318786621	be of help, as in a particular situation of need	0.6486846208572388
hëllefen	VRB	to help	to be helpful, to be effective	helfen	nützlich sein, wirksam sein	aider		däi Commentaire huet eis gehollef , d'Problematik ze verstoen 	HELLEFEN1UNI2	give help or assistance; be of service	0.626575231552124	von Nutzen sein	0.7576062083244324	be of help, as in a particular situation of need	0.630769670009613
Hëllefsmëttel	SUBST	aid	resource	Hilfsmittel	bei einer Aufgabe	aide	ressource	an dësem Examen ass just en eesproochegen Dictionnaire als Hëllefsmëttel zougelooss 	HELLEFSMETTEL1UNI1	a resource	0.8456145524978638				
Helleg	SUBST	saint	female	Heilige		sainte		bei eis am Duerf steet virun der Kierch eng grouss Statu vun enger Helleger 	HELLEG2UNI1	person of exceptional holiness	0.23957563936710358				
Hellegeschäin	SUBST	halo	of a holy person	Heiligenschein		auréole	dans l'imagerie religieuse	op Biller gëtt de Jesus dacks mat engem Hellegeschäin duergestallt 	HELLEGESCHAIN1UNI1	an indication of radiant light drawn around the head of a saint	0.4326883554458618				
Helm	SUBST	helmet		Helm	Kopfbedeckung	casque		et ass verbueden, ouni Helm mam Moto ze fueren 	HELM1UNI1			eine schützende Kopfbedeckung aus hartem Material, die Schlägen standhält	0.6919897794723511		
Hengscht	SUBST	stud	man	Hengst	Mann	étalon	homme	mäin neie Lover ass e richtegen Hengscht 	HENGSCHT1UNI2	a man who is virile and sexually active	0.24121038615703583				
Henker	SUBST	hangman	executioner	Henker		bourreau	exécuteur	de Mäerder krut am Film vum Henker de Stréck ëm den Hals geluecht 	HENKER1UNI1	an executioner who hangs the condemned person	0.6801159977912903			an executioner who hangs the condemned person	0.6801160573959351
Hënner	SUBST	bottom	buttocks	Hintern		derrière		setz dech op däin Hënner an da mucks de dech net méi! 	HENNER1UNI1	the fleshy part of the human body that you sit on	0.45823532342910767				
hënnescht	ADJ	back	at the rear	hintere		arrière		eist Sekretariat ass am hënneschte Gebai 	HENNESCHT1UNI1	located at or near the back of an animal	0.5316025018692017				
Hënneschten	SUBST	bottom	buttocks	Hintern		derrière		wann s de dech net schécks, kriss de den Hënneschte gefeet! 	HENNESCHTEN1UNI1	the fleshy part of the human body that you sit on	0.45823532342910767				
hermeetesch	ADJ	hermetic	airtight	hermetisch		hermétique	étanche	dës Fläsch huet en hermeetesche Verschloss 	HERMEETESCH1UNI1	completely sealed; completely airtight	0.8034229278564453			completely sealed; completely airtight	0.8034229278564453
Herrschaft	SUBST	reign	of a monarch	Herrschaft	Regentschaft	règne	d'un souverain	e bekannten Historiker huet eng Chronik iwwer d'Herrschaft vun deem Keeser geschriwwen 	HERRSCHAFT1UNI1	royal authority; the dominion of a monarch	0.6727272272109985			the dignity or rank or position of a king	0.5643230080604553
herrschen	VRB			herrschen	vorhanden sein	régner	se faire sentir	am Advent herrscht ëmmer eng festlech Atmosphär an der Stad 	HERRSCHEN1UNI2			in Schach halten	0.5617001056671143		
Herrscherin	SUBST	ruler	female	Herrscherin		souveraine		déi verstuerwen Herrscherin war bei hirem Vollek net immens beléift 	HERRSCHERIN1UNI1	a person who rules or commands	0.15785402059555054				
hëtzeg	ADJ	hot-headed		hitzig	impulsiv, heftig	impulsif		mäi Cousin ass en hëtzege Kärel 	HETZEG1UNI1			kräftig und lebhaft	0.5706579685211182		
hëtzen	VRB	to heat	a room, a home	heizen	einen Raum, eine Wohnung	chauffer	une pièce, une habitation	et ass net einfach, en Haus ze hëtzen , dat schlecht isoléiert ass 	HETZEN1UNI1	provide with heat	0.31655406951904297				
Hëtzt	SUBST	heat	temperature	Wärme	Temperatur	chaleur	d'un corps	eisen neien Uewen hält d'Hëtzt besser ewéi deen alen 	HETZT1UNI3	the presence of heat	0.4969920516014099	das Vorhandensein von Wärme	0.5248824954032898		
Heuchlerin	SUBST	hypocrite	female	Heuchlerin		(femme) hypocrite		elo mécht déi Heuchlerin jo net, wéi wa mir bescht Frëndinne wieren! 	HEUCHLERIN1UNI1	a person who professes beliefs and opinions that he or she does not hold in order to conceal his or her real feelings or motives	0.13717898726463318				
Hickecht	SUBST	gang	group of friends	Schar	Bande, Anhang	ribambelle	de personnes	mir waren an eiser Strooss zu enger ganzer Hickecht Kanner 	HICKECHT1UNI1	an informal body of friends	0.6658424735069275				
Hickecht	SUBST	litter	of an animal	Wurf	eines Tiers	portée	d'un animal	d'Wëll Sau ass mat hirer Hickecht am Bësch verschwonnen 	HICKECHT1UNI2	the offspring at one birth of a multiparous mammal	0.42412620782852173				
hidden	VRB	to tend	animals	hüten	beaufsichtigen	garder	surveiller	als Bouf hunn ech missen d'Kéi hidden 	HIDDEN1UNI1	have care of or look after	0.15678586065769196	über etwas wachen	0.5681496858596802		
Hielecht	SUBST	sett		Bau	von Tieren	terrier		den Dachs a seng Kleng sëtzen an der Hielecht 	HIELECHT1UNI2			die Behausung von wilden Tieren	0.5280929207801819		
Hielenner	SUBST	elderberries		Holunder	Holunderbeeren	baies de sureau		mir hu Gebeess mat Hielenner aus menger Mamm hirem Gaart gekacht 	HIELENNER1UNI2			beerenartige Frucht eines Holunders, die z. B. für Weine und Gelees verwendet wird	0.7013212442398071		
Hiem	SUBST	shirt		Hemd	Oberhemd	chemise	vêtement	stiech däin Hiem an d'Box! 	HIEM1UNI1			Kleidungsstück, das man am Oberkörper trägt	0.5852339863777161		
Hiemchen	SUBST	vest	underwear	Unterhemd		maillot de corps		ech dinn all Dag e frësche Kalzong an e frëscht Hiemchen un 	HIEMCHEN1UNI1	a collarless men's undergarment for the upper part of the body	0.3992621898651123				
hier	ADV	here	to this place	hierhin		ici	vers ici	hier kommen ech net méi erëm 	HIER1UNI1	to this place (especially toward the speaker)	0.45630502700805664				
Hier	SUBST	brains	food	Hirn	Speise	cervelle	mets	mir hu gëschter am Restaurant Hiere giess 	HIER2UNI1	mental ability	0.3398488759994507				
Hiereschlag	SUBST	stroke	cerebrovascular accident	Schlaganfall		attaque cérébrale		no sengem Hiereschlag war hien eng Säit geläämt 	HIERESCHLAG1UNI1	a sudden loss of consciousness resulting when the rupture or occlusion of a blood vessel leads to oxygen lack in the brain	0.5861756801605225				
Hieselter	SUBST	hazel	tree	Haselnussstrauch		noisetier		mir hunn en décken Hieselter am Gaart stoen 	HIESELTER1UNI1	Australian tree grown especially for ornament and its fine-grained wood and bearing edible nuts	0.5293095707893372				
hiewen	VRB	to raise	to a higher level	heben	auf ein höheres Niveau	relever		den Niveau vum Waasser an der Schleis ass ëm zwee Meter gehuewe ginn 	HIEWEN1UNI2	raise the level or amount of something	0.549789547920227	heben oder anheben	0.6229300498962402		
hiewen	VRB	to cut	a pack of cards	abheben	beim Kartenspiel	couper	au jeu de cartes	u wiem ass et fir ze hiewen ? 	HIEWEN1UNI8	divide a deck of cards at random into two parts to make selection difficult	0.42245978116989136				
hiféieren	VRB	to go	path, road	hinführen	Weg, Straße	mener	chemin, route	weess de, wou déi Strooss hiféiert ? 	HIFEIEREN2UNI1	follow a certain course	0.42805877327919006				
hifueren	VRB	to drive	to a place	hinfahren		aller	conducteur, véhicule	wou fiert den Noper esou spéit nach hin ? 	HIFUEREN1UNI1	move into a desired direction of discourse	0.37919849157333374				
higehéieren	VRB	to belong	to be kept	hingehören		se ranger	avoir sa place	wou gehéieren d'Tasen hin ? 	HIGEHEIEREN1UNI1	be owned by; be in the possession of	0.41438472270965576				
higoen	VRB	to go	to a certain place	hingehen	an einen bestimmten Ort	aller	à un certain endroit	ech hu mech verlaf a weess net, wou ech soll higoen 	HIGOEN1UNI1	change location; move, travel, or proceed, also metaphorically	0.5295727252960205				
higoen	VRB	to go	path, road	hinführen	Weg, Straße	mener	chemin, route	komm, mir gi kucken, wou dee Wee higeet ! 	HIGOEN1UNI2	follow a certain course	0.42805877327919006				
hikommen	VRB	to go	to have to be put	hinkommen	hingetan werden	être mis		de Mëtteg gëtt de Sand geliwwert, wou soll dee genee hikommen ? 	HIKOMMEN1UNI3	be contained in	0.4331894516944885				
hikréien	VRB	to manage	to succeed in doing	hinkriegen		réussir	mener à bien	ouni deng Hëllef kréien ech dat doten nimools hin ! 	HIKREIEN1UNI1	be successful; achieve a goal	0.7351909875869751			to gain with effort	0.6221883296966553
Himmel	SUBST	heaven	kingdom of God	Himmel	Himmelreich	ciel	royaume des cieux	däi Wëlle soll geschéien, ewéi am Himmel , esou op der Äerd 	HIMMEL1UNI2	the abode of God and the angels	0.48029083013534546				
himmelen	VRB	to bust	to break	kaputtmachen		ruiner		d'Kanner haten hiert neit Spillgezei schonn no fënnef Minutte gehimmelt 	HIMMELEN1UNI1	break open or apart suddenly and forcefully	0.5814133882522583				
Himmelfaart	SUBST	ascension	to heaven	Himmelfahrt		montée aux cieux		verschidde Plazen erënneren um Elias seng Himmelfaart 	HIMMELFAART1UNI1	(Christianity) celebration of the Ascension of Christ into heaven; observed on the 40th day after Easter	0.3477408289909363				
himmlesch	ADJ	heavenly	delightful	himmlisch	wundervoll	divin		et ass eng himmlesch Rou an de Bierger 	HIMMLESCH1UNI1	relating to or inhabiting a divine heaven	0.19552336633205414				
Hindernis	SUBST	obstruction	on a road	Hindernis	Verkehrshindernis	obstacle (à la circulation)		e blot Schëld mat engem wäisse Feil markéiert d'Richtung, wéi een en Hindernis muss ëmfueren 	HINDERNIS1UNI1	getting in someone's way	0.2924985885620117				
Hindernis	SUBST	obstacle	difficulty	Hindernis	Schwierigkeit	obstacle	difficulté	d'Sprooch ass heiansdo en Hindernis , fir sech an enger Gesellschaft ze integréieren 	HINDERNIS1UNI2	an obstruction that stands in the way (and must be removed or surmounted or circumvented)	0.1911194622516632				
Hindernislaf	SUBST	steeplechase	discipline	Hindernislauf	Disziplin	steeple	discipline sportive	den Hindernislaf ass eng Disziplin an der Liichtathleetik 	HINDERNISLAF1UNI1	a footrace of usually 3000 meters over a closed track with hurdles and a water jump	0.1371610462665558				
Hindernislaf	SUBST	steeplechase	race	Hindernislauf	Rennen, Veranstaltung	steeple	course, événement	beim Hindernislaf ass eng Leeferin am Waassergruef ëmgeknéckst 	HINDERNISLAF1UNI2	a horse race over an obstructed course	0.3660435676574707				
Hindu	SUBST	Hindu	female	Hindu		hindoue		meng Nopesch ass Hindu a kann dir gär eppes iwwer hir Relioun erzielen 	HINDU2UNI1	a native or inhabitant of Hindustan or India	0.2510952651500702				
hippen	VRB	to limp	to walk with a limp	hinken	humpeln	boiter	se déplacer en boitant	hien ass mat senger bluddeger Zéif an d'Buedzëmmer gehippt 	HIPPEN1UNI2	walk impeded by some physical limitation or injury	0.6393551230430603			walk impeded by some physical limitation or injury	0.6393551230430603
hiriichten	VRB	to execute	to put to death	hinrichten		exécuter	un condamné	a munche Länner gi Verbriecher ëffentlech higeriicht 	HIRIICHTEN1UNI1	kill as a means of socially sanctioned punishment	0.5514078140258789				
Hiriichtung	SUBST	execution	putting to death	Hinrichtung		exécution	d'un condamné	op der grousser Plaz hate se schonn de Gaalge fir d'Hiriichtung opgestallt 	HIRIICHTUNG1UNI1	putting a condemned person to death	0.6837467551231384				
historesch	ADJ	historical	related to history	historisch	geschichtlich	historique	qui concerne l'histoire, attesté par l'histoire	hie beschreift a sengem Artikel déi historesch Hannergrënn vum Konflikt 	HISTORESCH1UNI1	of or relating to the study of history	0.6007137894630432	mit einer illustren Vergangenheit	0.5132451057434082	important in history	0.6417367458343506
historesch	ADJ	historic	memorable	historisch	bedeutungsvoll	historique	mémorable	de Fall vum autoritäre Regimm war en historesche Moment 	HISTORESCH1UNI2	belonging to the past; of what is important or famous in the past	0.33253681659698486				
historesch	ADJ	historic	from past times	historisch	von früher	historique	d'antan	an dësem Musée gëtt et eng grouss Kollektioun vun historesche Spillkaarten 	HISTORESCH1UNI3	belonging to the past; of what is important or famous in the past	0.5399634838104248			belonging to the past; of what is important or famous in the past	0.5399634838104248
Historikerin	SUBST	historian	female	Historikerin		historienne		meng Tatta schafft als Historikerin an engem Musée 	HISTORIKERIN1UNI1	a person who is an authority on history and who studies it and writes about it	0.12204782664775848				
Hit	SUBST	hit	success	Hit		succès (commercial)		der jonker Band hiert neit Stéck war vun Ufank un e groussen Hit 	HIT1UNI1	a conspicuous success	0.6117955446243286				
Hiweis	SUBST	tip	advice	Hinweis	Tipp	indication	tuyau	d'Police huet en Hiweis kritt, datt an deem Café lusch Geschäfter lafen 	HIWEIS1UNI2	an indication of potential opportunity	0.17409363389015198	ein leichter Hinweis	0.5938549637794495		
hiweisen	VRB	to point	in a direction	hinweisen	eine Richtung anzeigen	pointer vers	montrer vers	de Feil um Schëld ass esou verblatzt, datt een net weess, wou en hiweist 	HIWEISEN1UNI1	direct the course; determine the direction of travelling	0.5968296527862549				
Hiwwel	SUBST	hill	high ground	Hügel	Anhöhe	colline		uewen um Hiwwel steet eng ural Eech 	HIWWEL1UNI1	a local and well-defined elevation of the land	0.4154282212257385				
Hochzäit	SUBST	marriage		Hochzeit	Trauung	mariage		haut waren dräi Hochzäiten op der Gemeng 	HOCHZAIT1UNI1			die Zeremonie oder das Sakrament der Ehe	0.5600521564483643		
Hocker	SUBST	stool	seat	Hocker		tabouret		de Mann souz beim Comptoir op engem Hocker 	HOCKER1UNI1	a simple seat without a back or arms	0.5624435544013977				
Hoer	SUBST	hair	individual hair	Haar	einzelnes Kopfhaar	cheveu		meng Fra huet e friemt Hoer op mengem Paltong fonnt 	HOER1UNI1	filamentous hairlike growth on a plant	0.4419870972633362				
Hoer	SUBST	hair	head of hair	Haar	Gesamtheit der Haare	cheveux	chevelure	hien huet kuerzt, brongt Hoer 	HOER1UNI2	filamentous hairlike growth on a plant	0.4601025879383087				
Hoer	SUBST	hair	body hair	Haar	Körperhaar	poil		hien huet sech d'Hoer ënner den Äerm ewechgemaach 	HOER1UNI3	a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss	0.4308202266693115				
Hoff	SUBST	effort	exertion	Ruck	Anstrengung	effort	au travail (physique)	loosst mer nach en Hoff maachen! 	HOFF1UNI1	use of physical or mental energy; hard work	0.6247100830078125			use of physical or mental energy; hard work	0.6247100830078125
Holmium	SUBST	holmium	chemical element	Holmium	chemisches Element	holmium	élément chimique	d'Element Holmium gehéiert zum Grupp vun de Lanthanoiden 	HOLMIUM1UNI1	a trivalent metallic element of the rare earth group; occurs together with yttrium; forms highly magnetic compounds	0.4904966354370117				
