lemma,pos,en_word,en_definition,de_word,de_definition,fr_word,fr_definition,sentence,code,wn_definition_en,confidence_en,wn_definition_de,confidence_de,wn_definition_fr,confidence_fr,wn_definition,definition_language,confidence,lux_definition,gloss_with_example,gloss_without_example
Urologie,SUBST,urology,branch of medicine,Urologie,Fachgebiet,urologie,spécialité médicale,deem neien Direkter vun der Klinick seng Spezialitéit ass d'Urologie ,UROLOGIE1UNI1,the branch of medicine that deals with the diagnosis and treatment of disorders of the urinary tract or urogenital system,0.6779149770736694,,,the branch of medicine that deals with the diagnosis and treatment of disorders of the urinary tract or urogenital system,0.6779149770736694,the branch of medicine that deals with the diagnosis and treatment of disorders of the urinary tract or urogenital system,English,0.6779149770736694,"Dat medezinescht Fachgebitt, dat sech mat der Diagnos an der Behandlung vu Stéierungen vun den Harnweeër oder vum urogenitalen System beschäftegt.","Medezinesch Disziplin, déi sech mat de Krankheete vun den Harnweeër (Niere, Harnleeder, Blas, Harnröhre) an de männlechen Geschlechtsorganer (z. B. Prostata, Hoden) befaasst; och d’Behandlung an d’Chirurgie dovun.","Medizinesche Fachberäich, deen d’Krankheeten an d’Funktioune vun den Harnweeër an den Nieren souwéi d’männlech Genitalorganer ënnersicht a behandelt."
ustrengend,ADJ,exhausting,,anstrengend,,fatigant,,no deem ustrengenden Dag sinn d'Kanner doudmidd an d'Bett gefall ,USTRENGEND1UNI1,producing exhaustion,0.6484243273735046,,,producing exhaustion,0.6484243273735046,producing exhaustion,English,0.6484243273735046,Erschöpfung verursaachend,"""ustrengend"" bedeit vill Energie a Kraaft erfuerdernd, kierperlech oder geeschteg uspaant; eppes wat een midd mécht.","Eppes, wat vill Ustrengung erfuerdert, kierperlech oder geeschteg uspaant, dacks midd mécht oder uschlauchend ass."
utopesch,ADJ,utopian,,utopisch,,utopique,,"et ass utopesch ze mengen, et kéint een de Mars koloniséieren ",UTOPESCH1UNI1,of or pertaining to or resembling a utopia,0.7442368865013123,,,of or pertaining to or resembling a utopia,0.7442370057106018,of or pertaining to or resembling a utopia,English,0.7442368865013123,"zu enger Utopie gehéierend, dozou bezunn oder ähnlech wéi eng Utopie","Utopesch bedeit onrealistesch oder net ëmsetzbar; eppes, wat nëmmen an enger idealiséierter Fantasie funktionéiere géif an an der Realitéit wuel net méiglech ass.","Eng Iddi oder Virstellung, déi onrealistesch oder nëmme schwéier an der Realitéit ëmzesetze ass; ze idealistesch geduecht."
uwuessen,VRB,to grow back on,to become reattached,anwachsen,festwachsen,s'attacher,par un processus de guérison,"ech hat mer d'Këppche vum Fanger hallef erofgeschnidden, mee se ass erëm ugewuess ",UWUESSEN1UNI1,,,wachsen oder sich anlagern durch Anwachsen,0.6658903360366821,,,wachsen oder sich anlagern durch Anwachsen,German,0.6658903360366821,"wuessen oder sech usetzen, andeems eppes duerch Zouwuess derbäikënnt",Nochmal un d’Kierper festwuesse bzw. erëm zesummewuessen; sech erëm unhaften (z. B. wann eppes of- oder ageschnidde war an d’Gewëss erëm zesummewuesst).,"Verb: eppes/een zousätzlech iessen, dacks e klenge Snack nom Haaptmoolzecht oder tëschent de Moolzechten; Appetit mat engem Bëssi stillen."
Vëlosfuerer,SUBST,cyclist,,Radfahrer,,cycliste,,dat flaacht Hannerland ass e Paradäis fir d'Vëlosfuerer ,VELOSFUERER1UNI1,a person who rides a bicycle,0.6507141590118408,"eine Person, die ein Fahrrad fährt",0.6337668299674988,,,a person who rides a bicycle,English,0.6507141590118408,"eng Persoun, déi e Vëlo fiert","Eng Persoun, déi mam Vëlo fiert; e Cyclist.","Persoun déi mam Vëlo fiert; Cyclist, dacks am Stroosseverkéier oder am Sport ënnerwee."
Vëlosketten,SUBST,bicycle chain,,Fahrradkette,,chaîne de vélo,,du muss deng Vëlosketten emol eng Kéier schmieren ,VELOSKETTEN1UNI1,,,"Kette, die die Kraft von den Pedalen auf das Hinterrad eines Fahrrads überträgt",0.6684548854827881,,,"Kette, die die Kraft von den Pedalen auf das Hinterrad eines Fahrrads überträgt",German,0.6684548854827881,"Eng Kett, déi d’Kraaft vun de Pedallen op d’Hannerad vun engem Vëlo weidergëtt","D’Vëloskett ass dee metallene Kett, deen d’Kraaft vum Pedalléieren op d’Zännrieder iwwerdreift, fir de Vëlo virunzebewegen; si muss reegelméisseg gespäichert a propper gehale ginn, z. B. andeems een se schméiert.","Eng mechanesch Ketten um Vëlo, déi d’Kraaft vum Pedallager op d’Ritzelen an d’Hënnerrad iwwerdroen, fir de Vëlo virunzebeweegen; se besteet aus eenzelne Glidder a muss regelméisseg gebotzt a geschmiert ginn."
Vendeur,SUBST,shop assistant,,Verkäufer,Beruf,vendeur,professionnel,de Vendeur ass d'Wueren hannenaus an den Depot siche gaangen ,VENDEUR1UNI1,,,,,a salesperson in a store,0.6489722728729248,a salesperson in a store,English,0.6489722728729248,"eng Persoun, déi an engem Geschäft Wuer verkeeft",Persoun déi Wueren oder Déngschter verkeeft; Verkeefer an engem Geschäft oder Betrib.,Persoun déi Wueren oder Servicer verkeeft; Verkeefer/in an engem Buttek oder allgemeng am Handel.
Vendeuse,SUBST,shop assistant,,Verkäuferin,,vendeuse,professionnelle,"d'Vendeuse huet iwwerpréift, ob nach genuch Produiten op Stock sinn ",VENDEUSE1UNI1,,,,,a salesperson in a store,0.6489722728729248,a salesperson in a store,English,0.6489722728729248,"eng Persoun, déi an engem Geschäft verkeeft","Weiblech Verkeeferin an engem Geschäft; Persoun, déi Wueren un d’Clienten verkeeft.","Weiblech Verkeeferin; Fra, déi Wueren oder Déngschter verkaf."
Veranstaltung,SUBST,event,"function, gathering",Veranstaltung,Ereignis,manifestation,événement,"et hate sech esou wéineg Leit ugemellt, datt d'Veranstaltung ofgeblose gouf ",VERANSTALTUNG1UNI1,,,"Ein Ereignis, das veranstaltet wird.",0.7584711313247681,,,"Ein Ereignis, das veranstaltet wird.",German,0.7584711313247681,"En Evenement, dat organiséiert gëtt.","Eng organiséiert Aktivitéit oder Evenement (z. B. Concert, Konferenz, Ausststellung), déi zu enger bestëmmter Zäit a Plaz stattfonnt an u Public oder eng bestëmmte Grupp geriicht ass.","Eng organiséiert Aktivitéit oder Event, bei deem Leit sech fir e bestëmmte Zweck zesummefannen (z. B. Concert, Konferenz, Ausstellong oder Fest), mat festgeluegter Zäit, Plaz a Programm."
verbéien,VRB,to bend,"to become bent, to become twisted",sich verbiegen,,se tordre,,de Guidon vu mengem Moto hat sech beim Accident verbéit ,VERBEIEN1UNI2,,,,,"to move in a twisting or contorted motion, (especially when struggling)",0.6057273149490356,"to move in a twisting or contorted motion, (especially when struggling)",English,0.6057273149490356,sech an enger verdréiter oder verkrëmmter Beweegung beweegen (besonnesch wann een sech wiert),„verbéien“ bedeit eppes (normalerweis aus Metall oder anere steife Material) duerch Drock oder Kraaft aus senger gerader Form an eng gebéit oder verzunn Form bréngen; sech verformen oder krumm ginn.,"Verb (transitiv an reflexiv): eppes oder sech selwer an eng aner Form drécken oder kräizen, sou datt et net méi riicht ass; béien, krëmmen. Beispill: D’Metallstang verbéien / Ech verbéien mech fir ënner dem Dësch duerchzekommen."
Verbesserung,SUBST,improvement,,Verbesserung,Besserung,amélioration,changement en mieux,d'Gewerkschaft fuerdert eng Verbesserung vun den Aarbechtsbedéngungen ,VERBESSERUNG1UNI1,the act of improving something,0.6452152132987976,eine Veränderung zum Besseren; Fortschritt in der Entwicklung,0.669628381729126,,,the act of improving something,English,0.6452152132987976,"d'Aktioun, eppes besser ze maachen","Noun: Eng Ännerung oder Upassung, déi eppes besser mécht; d’Erhéijung vun der Qualitéit, Effizienz oder Zoustand. Beispiel: Eng Verbesserung vun den Aarbechtsbedéngungen heescht, datt d’Konditioune fir d’Beschäftegt méi gerecht, sécher oder komfortabel ginn.","Akt vum Bessermaachen oder Resultat dovun: eng Ännerung, déi eppes méi gutt, méi effizient oder méi qualitativ mécht."
Verbriechen,SUBST,crime,,Verbrechen,,crime,,d'Police mécht kee Lien tëschent deenen zwee Verbriechen ,VERBRIECHEN1UNI1,,,"(Strafrecht) eine Handlung, die strafbar ist; in der Regel eine böse Tat",0.7187682390213013,,,"(Strafrecht) eine Handlung, die strafbar ist; in der Regel eine böse Tat",German,0.7187682390213013,"(Strofrecht) eng Handlung, déi strofbar ass; an der Reegel eng béis Dot",E Gesetzesverstouss oder eng schwéier illegal Handlung; e kriminellen Akt.,"E Verbriechen ass eng schwéier Strofdot, déi géint d’Gesetz verstéisst an normalerweis mat enger héijer Prisongsstrof bestrooft gëtt; et ëmfaasst z. B. Doten wéi Mord, Raub oder Vergewaltegung."
Verdacht,SUBST,suspicion,,Verdacht,,soupçon,suspicion,"d'Police huet e Verdacht , wien den Abriecher kéint sinn ",VERDACHT1UNI1,the state of being suspected,0.6094285249710083,"der Zustand, verdächtigt zu werden",0.6383110284805298,,,the state of being suspected,English,0.6094285249710083,"den Zoustand, datt een vun anere Leit ugesi gëtt, eppes kéint gemaach ze hunn oder an eppes verwéckelt ze sinn","Gefill oder Iddi, datt eppes net an der Rei ass oder datt eng Persoun eppes falsches gemaach huet, ouni datt et schonn beweist ass.","Gefill oder Meenung, datt eppes Onreechtes oder Eellegt kéint geschéien oder geschitt sinn, ouni datt et scho fest Beweiser dofir ginn; d’Vermuddung, datt eng Persoun oder Situatioun net ganz propper ass."
verdéiwen,VRB,to develop,,vertiefen,sich eingehender beschäftigen mit,approfondir,examiner,"mir hunn elo keng Zäit, fir dat Theema ze verdéiwen ",VERDEIWEN1UNI2,create by training and teaching,0.6053828001022339,vergrößern oder intensivieren,0.6124989986419678,,,create by training and teaching,English,0.6053828001022339,schafen duerch Formatioun an Enseignement,"verdéiwen heescht eppes méi déifgräifend behandelen oder sech méi intensiv domadder auserneesetzen; e Sujet net nëmme usträichen, mee an d’Detailer agoen.","- méi déif maachen oder ginn: eppes intensivéieren oder an d’Déift bréngen (zum Beispill Wëssen, Gefiller, Versteesdemech)
- sech méi grëndlech mat eppes auserneesetzen: an e Sujet méi déif agoen oder et detailléiert exploréieren"
verdonsten,VRB,to evaporate,,verdunsten,,s'évaporer,se vaporiser,"wéi d'Sonn erëm erauskoum, ass de Pull séier verdonst ",VERDONSTEN1UNI1,cause to change into a vapor,0.6451762914657593,,,,,cause to change into a vapor,English,0.6451762914657593,"verursaachen, datt eppes an Damp iwwergeet","Verdonsten bedeit, duerch Hëtzt a Loftstroum lues a lues zu Damp ginn an esou verschwannen; z. B. eng Fiichtegkeet oder eppes Naasst dréchent, well d’Waasser verdonst.","– (Chemie/Physik) De Prozess, bei deem eng Flëssegkeet oder e Feststoff direkt a Gas iwwergeet an dobäi Hëtzt un d’Ëmwelt ofgëtt; och allgemeng: lues a lues verschwannen oder sech verflüchtegen."
verdrängen,VRB,to repress,to inhibit,verdrängen,aus dem Bewusstsein,refouler,"rejeter, refuser de voir","hie gouf depressiv, well en seng Problemer jorelaang verdrängt hat ",VERDRANGEN1UNI2,block the action of,0.6053319573402405,,,,,block the action of,English,0.6053319573402405,d'Wierkung vun eppes blockéieren,"Eppes (Ongenehmes, Erënnerungen oder Gefiller) bewosst oder onbewosst zeréckdrécken an net zouloossen, fir et net mussen ze spieren oder domat ze beschäftegen.","Eppes oder een aus enger Plaz, Erënnerung oder Funktioun erausdrécken an duerch eppes anescht ersetzen; och am psychesche Sënn onerwënscht Gedanke/Erënnerungen onbewosst zeréckdrécken."
verdrësslech,ADJ,gloomy,,verdrießlich,,déprimant,,wat hu mer dëse Wanter verdrësslecht Wieder! ,VERDRESSLECH1UNI2,depressingly dark,0.7309669852256775,,,,,depressingly dark,English,0.7309669852256775,bedréckend däischter,"beschreift e Gefill oder en Zoustand vu Leed, Missstëmmung oder Onzefriddenheet; och fir eppes, wat trist, dréckt, onheemlech oder stëmmungstrüb ass (z. B. verdrësslecht Wieder = trist, naass-kal a stëmmungdréckend Wieder)","Beschreift e Gefill oder eng Situatioun, déi langweileg, monoton, demotivéierend oder depriméierend ass; eppes, dat engem op d’Nerven geet an d’Laun dréckt."
Verfeelung,SUBST,misdemeanor,,Verfehlung,,manquement,,de Verwaltungsrot wërft dem Direkter eng Rei Verfeelunge vir ,VERFEELUNG1UNI1,a crime less serious than a felony,0.6439704895019531,,,,,a crime less serious than a felony,English,0.6439704895019531,"Eng Stroftat, déi manner schwéier ass wéi e Verbriechen.","E Feeler oder eng Mëssplazéierung am Handelen oder an der Entscheedung, dacks am juristeschen oder administrativen Kontext; eng Verstouss géint Reegele, Pflichten oder Prozeduren.","Gefill vu Verloscht, Leere oder Onzefriddenheet, dacks duerch Heemwee, Nostalgie oder eng onbestëmmt, melancholesch Sehnsucht no eppes/vergaangen Zäiten ausgeléist."
verhaften,VRB,to arrest,,verhaften,festnehmen,arrêter,appréhender,bei der Razzia konnt d'Police e puer Dealere verhaften ,VERHAFTEN1UNI1,take into custody,0.6422715187072754,anlocken und festsetzen,0.6659420132637024,,,take into custody,English,0.6422715187072754,een an Haft huelen,"Eenzescht ënner Arrest huelen; eng Persoun offiziell festhuelen an an d’Policegewahrsam setzen, well si verdächtegt oder beschëllegt gëtt, eng Strofdot gemaach ze hunn.","Eenzeschen oder festhuelen duerch d’Police oder Autoritéiten, normalerweis well eng Persoun verdächtegt gëtt eng Stroftat gemaach ze hunn."
Verhalt,SUBST,memory,ability to remember,Gedächtnis,Erinnerungsvermögen,mémoire,faculté de mémorisation,fir säin Alter huet mäi Grousspapp nach e ganz gudde Verhalt ,VERHALT1UNI1,something that is remembered,0.6842623949050903,"die Fähigkeit, sich an vergangene Ereignisse zu erinnern",0.7168999910354614,the power of retaining and recalling past experience,0.6631277799606323,something that is remembered,English,0.6842623949050903,"Eppes, un dat ee sech erënnert.","Zoustänn oder allgemeng Gesondheetszoustand vum Kierper, besonnesch wéi ee kierperlech drop ass; kierperlech Form.","Beweegung oder Handlung, dacks am Sënn vum oppakllen, erwähnen oder mat eppes ëmgoen; kann och e Verbalsubstantiv vu “verhalen” sinn (d’Verhalle, d’Manéier wéi ee sech behält)."
verierwen,VRB,to leave to,,vererben,,laisser à,,"deen ale Jonggesell huet wëlles, dem Déierenasyl säi ganzt Verméigen ze verierwen ",VERIERWEN1UNI1,,,vererbt werden von,0.8344693183898926,,,vererbt werden von,German,0.8344693183898926,vu … geierft ginn,"eng Persoun an engem Testament als Nofolger asetzen an hirem/ sengem Nomëttel (Geld, Besëtz) iwwerdroen; duerch Testament hannerloossen/vermachen","Verierwen heescht eppes duerch Ierfschaft kréien oder weiderginn; et kann och bedeiten, Eegenschaften, Charakterzich oder Rechter vun Elteren oder Virgänger ze iwwerhuelen."
Verkënnegung,SUBST,announcement,public statement,Verkündung,,proclamation,,d'Medie waarden ongedëlleg op d'Verkënnegung vum Urteel ,VERKENNEGUNG1UNI1,a formal public statement,0.8408149480819702,,,the formal act of proclaiming; giving public notice,0.6003686189651489,a formal public statement,English,0.8408149480819702,eng formell ëffentlech Ausso,"Formell oder offiziell Bekanntmaachung vun enger wichteger Noriicht oder Entscheedung; d’Akt, eppes ëffentlech matzedeelen oder ze proclaméieren.","Formell a offiziell Matdeelung oder Bekanntmaachung, dacks vun enger Autoritéit oder enger Institutioun, duerch déi eppes ugekënnegt oder festgehalen gëtt."
verkierperen,VRB,to embody,,verkörpern,symbolisieren,représenter,,déi Statu verkierpert d'Iddi vun der Fräiheet ,VERKIERPEREN2UNI1,represent in bodily form,0.6797278523445129,,,,,represent in bodily form,English,0.6797278523445129,an enger kierperlecher Form duerstellen,"Eppes symbolesch oder bildlech duerstellen oder verkierperen; eng Iddi, Eegenschaft oder Wäert a Form oder Gestalt manifestéieren, sou datt et an engem Objet oder enger Persoun erkennbar gëtt.","Als konkret oder sichtbar maachen; eppes symboliséieren oder representéieren, sou datt eng abstrakt Iddi, Eegenschaft oder Wäert an enger Persoun, engem Objet oder engem Bild Ausdrock fënnt."
verlageren,VRB,to shift,,verlagern,,déplacer,,um Moto muss ee säi Gewiicht an de Kéiere richteg verlageren ,VERLAGEREN1UNI1,make a shift in or exchange of,0.6914449334144592,,,,,make a shift in or exchange of,English,0.6914449334144592,eng Verrécklung maachen oder eppes auswiesselen,"eppes vun enger Plaz op eng aner Plaz verréckelen oder ëmverdeelen; am Kontext vum Fueren: säi Kierper- oder Gewiichtsschwéierpunkt adaptéieren, fir Gläichgewiicht an Kontroll ze halen (z. B. an de Kéieren um Moto)","Eppes oder sech selwer op eng aner Plaz, an en anere Beräich oder an en anere Kontext verréckelen oder transferéieren; d’Schwéierpunkt/Last vun engem Thema, Prozess oder Aktivitéit op eng aner Positioun verleeën."
verlauden,VRB,to intimate,,durchblicken lassen,,laisser entendre,,"d'Beamte krute verbueden, eppes iwwer de Skandal verlauden ze loossen ",VERLAUDEN1UNI1,,,zu verstehen geben,0.7138699293136597,,,zu verstehen geben,German,0.7138699293136597,ze verstoen ginn,– informell oder duerch d’Kuliss verroden oder verbreeden; onoffiziell Informatioune weiderginn oder leake lassen (oft ouni Autorisatioun),"Verlauden heescht, eppes duerch Lauschteren oder Opfänke vu Gespréicher a geheime Quelle weiderzeginn oder auszeplauderen; meeschtens am Sënn vu indiskret oder onautoriséiert Informatioune verroden."
verléieren,VRB,to lose,"to suffer a loss, to be deprived of",verlieren,einbüßen,perdre,se voir privé de,ech hu meng Eltere fréi verluer ,VERLEIREN1UNI2,miss from one's possessions; lose sight of,0.6080797910690308,,,,,miss from one's possessions; lose sight of,English,0.6080797910690308,eppes net méi bei sech hunn; eppes net méi gesinn,"verléieren: eppes net méi hunn oder net méi fannen; eppes aus den Hänn ginn oder eppes/eng Persoun duerch Doud, Ofstand oder Ëmstänn net méi bei sech hunn. Beispill: “ech hu meng Eltere fréi verluer” heescht, datt een seng Elteren a jonke Joren duerch den Doud net méi huet.","Eppes net méi hunn oder net méi fannen, wat een virdru hat; och am abstrakte Sënn: seng Rou, Gedold, Hoffnung, Zäit oder en Duerchbléck opginn oder net behalen; och géint en Géigner ënnerleeën."
Verletzung,SUBST,violation,,Verletzung,"Verstoß, Missachtung",violation,atteinte,dat neit Reglement ass eng Verletzung vun eise Grondrechter ,VERLETZUNG1UNI2,,,"eine Handlung, die eine Vereinbarung oder ein Recht missachtet",0.6981005668640137,,,"eine Handlung, die eine Vereinbarung oder ein Recht missachtet",German,0.6981005668640137,"eng Handlung, déi en Ofkommes oder e Recht net respektéiert","Ewechhuele oder Verstouss géint Reegelen, Gesetzer oder Rechter; en Ugrëff op eppes, dat geschützt soll sinn (hei: d’Grondrechter).","E Broch oder Beschiedegung vum Kierper oder vu Rechter, déi entsteet duerch en Accident, Gewalt oder Verstouss géint Reegelen; kann kierperlech (Wonn, Rëss, Verstauchung) oder juristesch/moralesch Schued bedeiten."
vermëschen,VRB,to mix (up),to confuse,vermischen,"durcheinander bringen, vermengen",mélanger,confondre,"him gëtt virgehäit, dat Berufflecht mat deem Private vermëscht ze hunn ",VERMESCHEN1UNI3,,,"bewirken, dass (etwas) mit (etwas anderem) vermischt wird",0.6908537745475769,,,"bewirken, dass (etwas) mit (etwas anderem) vermischt wird",German,0.6908537745475769,"bewierken, datt (eppes) mat (eppes anescht) vermengt gëtt","– zesummebréngen oder ouni kloer Trennung durcheinandermëschen; Saachen aus verschiddene Beräicher (z. B. Berufflecht a Privatliewen) op eng Manéier vermengen, datt d’Grenze verwëschen.","Vermëschen: e puer Saachen oder Substanzen zesummendoen, sou datt se sech ënnerenee vermengen an net méi gutt eenzel ze ënnerscheeden sinn; och iwwerdroën: Saachen oder Begrëffer anenees bréngen an doduerch verwiesselen."
Vernetzung,SUBST,linking,in a network,Vernetzung,,mise en réseau,,et ass eng Vernetzung vun deene verschiddenen Institutioune virgesinn ,VERNETZUNG1UNI1,,,"Zustand, verbunden zu sein",0.6534782648086548,,,"Zustand, verbunden zu sein",German,0.6534782648086548,"Zoustand, verbonnen ze sinn","Zesummeknëppung oder Verbannung vu Persounen, Gruppen oder Organisatiounen, fir datt se ënnerenee Kontakt hunn an zesummeschaffen; d’Opbaue vun engem Netz vu Verbindunge.","Vernetzung: De Prozess oder Zoustand, bei deem Elementer, Persounen oder Systemer iwwer Verbindunge mateneen gekoppelt ginn, fir Informatiounen, Ressourcen oder Funktiounen effizient auszetauschen an zesummenzeschaffen."
verpachten,VRB,to lease (out),,verpachten,,affermer,,mäi Bop huet all seng Stécker a Wise verpacht ,VERPACHTEN1UNI1,,,,,hold under a lease or rental agreement; of goods and services,0.6187701225280762,hold under a lease or rental agreement; of goods and services,English,0.6187701225280762,ënner engem pacht- oder locatiounskontrakt halen; vu gidder a servicer,"Eppes (z. B. Land, Wisen oder Rechter) net verkafen, mee fir eng bestëmmten Zäit géint eng fix Tax/Canon un en anere ginn, deen et notze däerf.","Eppes (z. B. e Stéck Land, e Geschäft oder en Objet) fir eng bestëmmte Zäit géint eng regelméisseg Bezuelung (Pacht) un eng aner Persoun ofginn; en Pachtvertrag ofschléissen."
verschleieren,VRB,to cover up,,verschleiern,"verbergen, verstecken",voiler,"une idée, un sentiment, un état de fait","de Beschëllegten huet mat alle Mëttele versicht, d'Wouerecht ze verschleieren ",VERSCHLEIEREN1UNI2,,,verborgen oder versteckt werden oder sein Licht auslöschen lassen,0.6675899028778076,,,verborgen oder versteckt werden oder sein Licht auslöschen lassen,German,0.6675899028778076,verbuer oder verstoppt ginn oder säi Liicht ausgoe loossen,"eppes bewosst verstoppen oder onkloer maachen, fir datt d’Wourecht net erauskënnt; eppes vernebele/verdecken duerch Täuschung oder Duercherneenmaachen","Eppes bewosst onkloer maachen oder verstoppen, fir d’Wourecht, d’Identitéit oder déi richteg Bedeitung ze verbergen; eppes iwwerdecken oder kaschéieren."
verschlëmmeren,VRB,to deteriorate,,sich verschlimmern,,s'aggraver,,d'Verkéierssituatioun verschlëmmert sech vu Joer zu Joer ,VERSCHLEMMEREN1UNI2,become worse or disintegrate,0.6581226587295532,den Gesundheitszustand verschlechtern,0.6092997789382935,deteriorate in health,0.6927192211151123,become worse or disintegrate,English,0.6581226587295532,méi schlëmm ginn oder zerfalen,"méi schlëmm ginn, sech negativ entwéckelen oder verschäerfen; en Zoustand, deen sech mat der Zäit verschlechtert",Verb: eppes méi schlëmm oder méi schlecht maachen; sech negativ entwéckelen oder en Zoustand verschlechteren.
verschotert,ADJ,intimidated,,verschüchtert,,intimidé,,dat klengt Meedche souz ganz verschotert am Eck vum Sall ,VERSCHOTERT1UNI1,,,"furchtsam oder ängstlich gemacht, z.B. durch Drohungen",0.647707462310791,,,"furchtsam oder ängstlich gemacht, z.B. durch Drohungen",German,0.647707462310791,"verängschtegt oder ängschtlech gemaach, z. B. duerch Bedreeungen","beschämt, verängschtert an zréckgezunn wierkend; esou datt een onsécher a kleng mécht, wéi een dee sech an en Eck zeréckzitt an net opfälleg wëll sinn",Mat enger décker Schicht vu Schotter bedeckt; mat Kies/Schotter befestegt (z. B. eng verschotert Strooss oder Opriicht).
verschwenden,VRB,to waste,,verschwenden,,gaspiller,,"mir passen op, datt mer kee Waasser am Haus verschwenden ",VERSCHWENDEN1UNI1,run off as waste,0.6613948941230774,"unnötig viele Mittel, Ressourcen einsetzen; etwas erfolglos, sinnlos, planlos, unrationell aufwenden; vergeuden",0.6124118566513062,,,run off as waste,English,0.6613948941230774,oflafen a fir näischt verlueren goen,"Eppes onnéideg oder ze vill benotzen an domat Ressourcën, Zäit oder Suen verléieren; net spuersam oder effizient domat ëmginn.","Eppes onnéideg verbrauchen oder ausginn, esou datt et verluer geet oder keen Notz méi huet; Zäit, Suen oder Ressourcen onbeduecht verpulveren."
verstoen,VRB,to understand,to interpret,verstehen,"deuten, auffassen",comprendre,interpréter,"d'Leit hate Problemer, fir déi nei Schëlter richteg ze verstoen ",VERSTOEN1UNI2,make sense of a language,0.6110925674438477,,,get the meaning of something,0.6973193287849426,make sense of a language,English,0.6110925674438477,eng Sprooch erfaassen,"eppes am Sënn erfassen oder begräifen; de Bedeitungsgehalt vun engem Ausdrock, enger Situatioun oder enger Handlung richteg interpretéieren (mental veraarbechten an nachvollzéien)","- eppes am Sënn begräifen oder d’Bedeitung erfaassen; mental nachvollzéien
- eng Sprooch, Ausso oder Situatioun richteg interpretéieren
- empathesch mat engem/enger sinn an d’Gefiller oder d’Lag vun aner Leit nachempfannen"
verstoen,VRB,to understand,,verstehen,begreifen,comprendre,,"ech hu laang gebraucht, ier ech déi Reegel verstanen hat ",VERSTOEN1UNI9,be understanding of,0.6651116609573364,,,,,be understanding of,English,0.6651116609573364,Verständnis hunn fir,"– eppes begräifen oder eppes mental erfassen; d’Bedeitung, de Sënn oder d’Zesummenhäng vun eppes richteg a bewosst asinn.","Verbum dat heescht eppes begräifen, den Inhalt oder d'Sënn erkennen; eppes richteg interpretéieren oder nochecken."
verstuerwen,ADJ,deceased,,verstorben,,défunt,,déi jonk Wittfra huet hirem verstuerwene Mann net laang nogetrauert ,VERSTUERWEN1UNI1,dead,0.918348789215088,,,dead,0.918348789215088,dead,English,0.918348789215088,dout,"Adjektiv/Partizip Perfekt vu „verstierwen“: gestuerwen, net méi am Liewen; gebraucht fir eng Persoun ze beschreiwen, déi dout ass (z. B. „hire verstuerwene Mann“ = hiren Mann, deen gestuerwen ass).","Veraltte Form vu „verstorwen“: stierwen, den Doud erleiden; gëtt dacks am Sënn vu „hien/si ass verstuerwen“ gebraucht."
Verteidegung,SUBST,defence,"protection, safeguarding",Verteidigung,Sicherung,défense,"garantie, protection, sauvegarde",verschidde Länner hunn sech zesummegedoe fir d'Verteidegung vu gemeinsamen Interessen ,VERTEIDEGUNG1UNI2,protection from harm,0.7654507160186768,,,protection from harm,0.7654507160186768,protection from harm,English,0.7654507160186768,Schutz géint Schued,"Moossname an Handlungen, déi geholl ginn, fir eppes oder een ze schützen an ze verdeedegen; dacks am militäreschen oder politeschen Kontext fir d’Sécherheet an d’Interesse vun engem Land oder enger Grupp ze erhalen.","Akt vun Ofwier oder Schutz géint en Ugrëff oder Virwërf; och d’Preparatiounen, Mëttelen an Strategien, fir sech selwer, eng Persoun, eng Iddi oder e Land ze schützen."
vertraulech,ADJ,confidential,,vertraulich,geheim,confidentiel,,vertraulech Dokumenter däerfen net a friem Hänn geroden ,VERTRAULECH1UNI1,,,"(von Informationen), die im Vertrauen oder im Geheimen gegeben werden",0.6055061221122742,,,"(von Informationen), die im Vertrauen oder im Geheimen gegeben werden",German,0.6055061221122742,"(vun Informatiounen), déi am Vertrauen oder am Geheimen matgedeelt ginn","Beschreift eppes, dat nëmme fir eng limitéiert Persounenzuel bestëmmt ass an net soll weiderginn oder verroden ginn; geheim oder diskret ze behandelen.","Eppes, wat nëmme fir eng kleng, berechtegt Persounenkrees bestëmmt ass an net weiderginn oder verëffentlecht däerf ginn; geheim a mat Diskretioun ze behandelen."
Veruechtung,SUBST,contempt,,Verachtung,,mépris,,seng Schrëfte si gepräägt vun Haass a Veruechtung ,VERUECHTUNG1UNI1,lack of respect accompanied by a feeling of intense dislike,0.6490201950073242,,,lack of respect accompanied by a feeling of intense dislike,0.6490201950073242,lack of respect accompanied by a feeling of intense dislike,English,0.6490201950073242,"Mangel u Respekt, begleet vun engem Gefill vu staarker Ofneigung.","Staarkt Gefill vu Geringschätzung an Oflehnung géintiwwer enger Persoun oder Saach, dacks mat Spott oder Déifschätzung verbonnen.","Staarke Geréngschätzung oder Oflehnung vis‑à‑vis enger Persoun oder Saach, dacks mat Verachtung, Hohn oder moralescher Ofstouss verbonnen."
