lemma	pos	en_word	en_definition	sentence	code	wn_definition	confidence	lux_definition
kréinen	VRB	to crown	a monarch	de Kinnek gëtt d'nächst Woch gekréint 	KREINEN1UNI1	the Crown (or the reigning monarch) as the symbol of the power and authority of a monarchy	0.6369830369949341	d'Monarchie (oder de regéierende Monarch) als Symbol fir d'Muecht an d'Autoritéit vun enger kinneklecher Herrschaft
Krëppeng	SUBST	stuff	belongings	ech hunn deen ale Krëppeng op den Tipp gefouert 	KREPPENG1UNI1	informal terms for personal possessions	0.6676928997039795	Ëmgangssproochlech Wieder fir perséinlech Géigestänn.
Kristall	SUBST	crystal	glassware	ech hunn de Kristall zeréck an d'Vitrinn gestallt 	KRISTALL2UNI2	glassware made of quartz	0.7137163877487183	Glasgeschir aus Quarz gemaach
Kritik	SUBST	criticism	disapproval	ech weess, datt ech soss näischt ewéi Kriticke vun dir ze erwaarden hunn 	KRITIK1UNI1	disapproval expressed by pointing out faults or shortcomings	0.6072080135345459	Ausdrock vun Onzefriddenheet, andeems Feeler oder Schwächten ervirgehuewe ginn.
Kritik	SUBST	review	critical appraisal	deen neie Film huet ganz gutt Kriticke kritt 	KRITIK1UNI2	appraise critically	0.8524632453918457	kritesch beurteelen
kritiséieren	VRB	to criticize	to find fault with	hien ass stänneg amgaang, déi aner Leit ze kritiséieren 	KRITISEIEREN1UNI1	find fault with; express criticism of; point out real or perceived flaws	0.7811633348464966	Feeler bei eppes oder engem fannen; Bemierkungen iwwer Schwächten oder Mängel ausdrécken; op wierklech oder vermeintlech Feeler hiweisen.
Krop	SUBST	poker	fire iron	hien huet mam Krop am Feier gestëppelt 	KROP1UNI3	fire iron consisting of a metal rod with a handle; used to stir a fire	0.6888973712921143	Eiseninstrument mat engem Grëff, dat benotzt gëtt fir am Feier ze stëppelen.
Kroun	SUBST	crown	of a monarch	dem Kinnek seng Kroun ass aus puerem Gold 	KROUN1UNI1	the Crown (or the reigning monarch) as the symbol of the power and authority of a monarchy	0.6869089603424072	de Monarch als Symbol fir d'Muecht an d'Autoritéit vun enger Monarchie
Kroun	SUBST	crown	of a monarch	dir fält scho keng Zack aus der Kroun , wann s de eis hëllefs! 	KROUN1UNI1_EGS	the Crown (or the reigning monarch) as the symbol of the power and authority of a monarchy	0.6869089603424072	de Monarch als Symbol fir d'Muecht an d'Autoritéit vun enger Monarchie
Kroun	SUBST	crown	of a tree	d'Kueben hunn hir Näschter an der Kroun vum ale Käschtebam gebaut 	KROUN1UNI2	the upper branches and leaves of a tree or other plant	0.6626755595207214	Déi iewescht Äscht a Blieder vun engem Bam oder enger anerer Planz.
Kroun	SUBST	krone	unit of money	ënner anerem gëtt a Schweden, an Norwegen an an Dänemark mat Kroune bezuelt 	KROUN1UNI4	the basic unit of money in Denmark	0.6552553772926331	D'Haaptgeldunitéit an Dänemark.
krozelen	VRB	to doodle	to sketch	de Schüler huet net nogelauschtert an déi ganzen Zäit Männercher gekrozelt 	KROZELEN1UNI2	an aimless drawing	0.6096294522285461	eng Zeechnung ouni e bestëmmten Zweck
Krupp	SUBST	croup	rump, hindquarters	d'Päerd huet e wäisse Fleck op der Krupp 	KRUPP1UNI1	the part of an animal that corresponds to the human buttocks	0.6099359393119812	den hënneschten Deel vun engem Déier, deen dem mënschlechen hënneschten Deel entsprécht
Kuck	SUBST	look	expression	wat hues du fir eng däischter Kuck op där Foto! 	KUCK1UNI1	convey by one's expression	0.6307560205459595	Mat sengem Gesiichtsausdrock vermëttelen.
Kuel	SUBST	coal	red-hot piece of coal	e Kuel aus dem Kamäin huet mer e Lach an den Teppech gebrannt 	KUEL2UNI1	a hot fragment of wood or coal that is left from a fire and is glowing or smoldering	0.6955035924911499	E waarmt Stéck Holz oder Kuel, dat nom Feier iwwreg bleift an nach gloust oder glëmmt.
Kuel	SUBST	coal	red-hot piece of coal	hie sëtzt ewéi op Kuelen 	KUEL2UNI1_EGS	a hot fragment of wood or coal that is left from a fire and is glowing or smoldering	0.6955035924911499	E waarmt Stéck Holz oder Kuel, dat nom Feier iwwreg bleift an nach gliddert oder liicht brennt.
Kutsch	SUBST	carriage	horse-drawn	fir eis Hochzäit gi mir an enger Kutsch mat véier wäisse Päerd an d'Kierch gefouert 	KUTSCH1UNI2	a vehicle with wheels drawn by one or more horses	0.6858298778533936	E Gefier mat Rieder, dat vun engem oder méi Päerd gezu gëtt.
Laach	SUBST	laugh	way of laughing	et kennt een hien direkt u senger Laach erëm 	LAACH1UNI1	a facial expression characteristic of a person laughing	0.6843017935752869	e Gesiichtsausdrock, deen typesch ass, wann eng Persoun sech amuséiert oder freedeg ass
laatschen	VRB	to shuffle	to drag one's feet	eisen Noper laatscht owes ëmmer an de Schlappen duerch d'Strooss 	LAATSCHEN1UNI1	walk by dragging one's feet	0.7609500288963318	goen an dobäi d'Féiss um Buedem nozeien
lafen	VRB	to run	to move by running	du kanns méi séier lafen ewéi ech 	LAFEN1UNI1	the act of running; traveling on foot at a fast pace	0.7272074222564697	d'Handlung sech séier ze Fouss virun ze beweegen; sech séier ze Fouss fortbeweegen
lafen	VRB	to run	to move by running	hie leeft fir all Bobbo bei den Dokter 	LAFEN1UNI1_EGS	the act of running; traveling on foot at a fast pace	0.7272074222564697	d'Handlung sech séier ze Fouss fortzebeweegen; sech séier ze Fouss virubeweegen
lafen	VRB	to run	a race	bass du schonn eng Kéier e Marathon gelaf ? 	LAFEN1UNI7	compete in a race	0.8006486892700195	bei enger Course géint anerer untrieden
Läffel	SUBST	spoon	item of cutlery	de Puppelche kritt d'Iesse mam Läffel 	LAFFEL1UNI1	a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food	0.6080646514892578	E Stéck Besteck mat enger flaacher, ronner Schuel un engem Grëff, dat benotzt gëtt fir Iessen ëmzeréieren, ze zerwéieren oder opzeschëppen.
Lager	SUBST	camp	temporary accommodation	d'Arméi huet hiert Lager no un der Grenz opgeschloen 	LAGER1UNI4	temporary lodgings in the country for travelers or vacationers	0.7037010192871094	Zäitweis Ënnerkonft um Land fir Reesender oder Vakanzegäscht.
Land	SUBST	country	territory	eist Land huet Grenze mat dräi anere Länner 	LAND1UNI1	the territory occupied by a nation	0.6528609395027161	D'Gebitt, dat vun enger Natioun besat gëtt.
Landepist	SUBST	runway	airstrip	d'Landepist um Flughafe soll verlängert ginn 	LANDEPIST1UNI1	a strip of level paved surface where planes can take off and land	0.6212889552116394	Eng laang, flaach, befestegt Fläch, wou Fligeren starte kënnen an erofkommen.
Längt	SUBST	length	extent, measure	den Tunnel huet eng Längt vun 900 Meter 	LANGT1UNI1	the property of being the extent of something from beginning to end	0.6075479388237	D'Eegenschaft, wéi wäit eppes sech vun engem Ufank bis zum Enn erstreckt.
Längt	SUBST	length	extent, measure	dee Bouf huet eng schéi Längt 	LANGT1UNI1_EGS	the property of being the extent of something from beginning to end	0.6075479388237	D'Eegenschaft, wéi wäit eppes sech vun engem Ufank bis zum Enn erstreckt.
langweilen	VRB	to bore	to cause boredom	ech wëll dech net mat Detailer langweilen 	LANGWEILEN1UNI1	cause to be bored	0.8444908261299133	maachen, datt een sech net méi interesséiert oder dass engem d'Zäit ze laang gëtt
Lännerei	SUBST	estates	landed property	d'Famill huet e groussen Deel vun hire Lännereie verkaaft 	LANNEREI1UNI1	extensive landed property (especially in the country) retained by the owner for his own use	0.7664455771446228	Grouss Grondbesëtz (besonnesch um Land), deen dem Proprietär fir säin eegene Gebrauch virbehale bleift.
Lanz	SUBST	lance	weapon	am Rittersall si mëttelalterlech Lanzen ausgestallt 	LANZ1UNI1	a long pointed rod used as a tool or weapon	0.6114850044250488	E laange spatzen, staangefërmege Géigestand, deen als Geschir oder Waff benotzt gëtt.
Lanz	SUBST	lance	weapon	eise Chef brécht eng Lanz fir dee Projet 	LANZ1UNI1_EGS	a long pointed rod used as a tool or weapon	0.6114850044250488	E laange spatzen, staangefërmege Géigestand, deen als Geschir oder Waff benotzt gëtt.
läschen	VRB	to quench	thirst	Waasser ass nach ëmmer dat Bescht, fir den Duuscht ze läschen 	LASCHEN1UNI3	satisfy (thirst)	0.6519098281860352	engem säin Duuscht stëllen
lauden	VRB	to ring	a bell	d'Koschtesch huet d'Klacke gelaut 	LAUDEN1UNI1	make (bells) ring, often for the purposes of musical edification	0.6228758692741394	Klacken oder schellen, dacks fir musikalesch Zwecker.
Läufer	SUBST	runner	rug	meng Mamm huet de Läufer aus dem Gank an d'Botz ginn 	LAUFER1UNI1	a long narrow carpet	0.6524780988693237	En laangen, schmuelen Teppech.
leaken	VRB	to leak	confidential information	Deeler vum geheime Rapport goufe geleakt 	LEAKEN1UNI1	unauthorized (especially deliberate) disclosure of confidential information	0.6137387752532959	Onerlaabt (besonnesch absichtlech) Weidergi vu vertraulechen Informatiounen
leeden	VRB	to lead	to be in charge of	hie leet zënter Kuerzem eng nei Entreprise 	LEEDEN1UNI2	be in charge of	0.8579955697059631	d'Verantwortung hunn iwwer
leeden	VRB	to conduct	a choir, a musical ensemble	mir sichen en neien Dirigent, fir eise Chouer ze leeden 	LEEDEN1UNI3	lead musicians in the performance of	0.6234747171401978	Museker wärend enger Opféierung dirigéieren
Leeder	SUBST	ladder	unravelled fabric	ech war de ganzen Owend genéiert, well ech eng Leeder am Collant hat 	LEEDER1UNI2	a row of unravelled stitches	0.6725704073905945	eng Rei mat opgeléiste Maschen
leeën	VRB	to lay	in a certain place, in a certain position	hien huet mir den Aarm ëm d'Schëllere geluecht , fir mech ze tréischten 	LEEEN1UNI2	have a place in relation to something else	0.683914303779602	Eng Plaz hunn am Bezuch op eppes anescht.
leeën	VRB	to lay	eggs	eis Pëlle fänken un, (Eeër) ze leeën 	LEEEN1UNI4	lay eggs	0.7274523377418518	Eeër maachen
Leefer	SUBST	bishop	chess piece	dee schwaarze Leefer beweegt sech nëmmen op deene schwaarze Felder 	LEEFER1UNI2	(chess) a piece that can be moved diagonally over unoccupied squares of the same color	0.6071315407752991	(echecs) eng Figur, déi sech diagonal iwwer fräi Felder vun der selwechter Faarf beweege kann
legal	ADJ	legal	permitted by law	d'Firma huet net mat legale Mëttele geschafft, fir dee Kontrakt ze kréien 	LEGAL1UNI1	allowed by official rules	0.6433120369911194	erlaabt duerch offiziell Reegelen
leiden	VRB	to suffer	to be in pain	de Patient huet vill gelidden 	LEIDEN1UNI1	feel pain or be in pain	0.7299119234085083	Péng spieren oder Péng hunn
léien	VRB	to lie	to tell lies	well de Bouf gelunn hat , krut en eng Woch keen Täschegeld 	LEIEN1UNI1	tell an untruth; pretend with intent to deceive	0.6246072053909302	eppes soen, wat net wouer ass; eppes virmaachen, fir een ze täuschen
léien	VRB	to lie	to tell lies	hie litt ewéi gedréckt ! 	LEIEN1UNI1_EGS	tell an untruth; pretend with intent to deceive	0.6246072053909302	eppes soen, wat net wouer ass; eppes virmaachen, fir een ze täuschen
leien	VRB	to lie	to be situated	d'Schlëssele leien am ënneschten Tirang 	LEIEN2UNI3	be located or situated somewhere; occupy a certain position	0.7926369905471802	Op enger bestëmmter Plaz sinn oder sech op enger Plaz befannen.
leien	VRB	to lie	to be situated	an der Vakanz leien d'Kanner de ganzen Dag op der Strooss 	LEIEN2UNI3_EGS	be located or situated somewhere; occupy a certain position	0.7926369905471802	Op enger bestëmmter Plaz sinn oder sech op enger Plaz befannen.
leieren	VRB	to drone	to speak in a monotone	ech verdroen net, wann d'Kanner beim Liese leieren 	LEIEREN1UNI1	talk in a monotonous voice	0.761003315448761	mat enger eenheetlecher, langweileger Stëmm schwätzen
léieren	VRB	to learn	to gain knowledge	eisen Eelste léiert liicht 	LEIEREN2UNI3	gain knowledge or skills	0.6329638361930847	Wëssen oder Fäegkeeten kréien.
Léierin	SUBST	teacher	female primary teacher	virun der Stonn huet d'Léierin d'Hefter verdeelt 	LEIERIN1UNI1	a person whose occupation is teaching	0.615108072757721	Eng Persoun, déi als Beruff huet, anere Leit eppes bäizebréngen.
Leitung	SUBST	line	telephone connection	ech verstinn dech net gutt, well et stänneg an der Leitung kréckelt 	LEITUNG1UNI1	a telephone connection	0.8728706240653992	eng Telefonsverbindung
Léiw	SUBST	Leo	sign of the zodiac	de Léiw ass eent vun den zwielef Stärenzeechen 	LEIW1UNI2	a zodiacal constellation in northern hemisphere between Cancer and Virgo	0.6193366050720215	Eng Stärebild um Himmel op der nërdlecher Hemisphär, tëscht de Stärebiller Kriibs a Jongfra.
Lektioun	SUBST	lesson	warning, deterrent	deng Blamage soll der eng Lektioun sinn! 	LEKTIOUN1UNI2	punishment intended as a warning to others	0.6458642482757568	Strof déi als Warnung fir anerer geduecht ass
Lektür	SUBST	reading	act of reading	bei der Lektür vun engem spannende Krimi kann ech mech am beschten entspanen 	LEKTUR1UNI1	written material intended to be read	0.6379199028015137	Schrëftlech Texter, déi geduecht sinn, fir gelies ze ginn.
liesen	VRB	to read	a text	ech liese grad e spannend Buch 	LIESEN1UNI1	something that is read	0.6050920486450195	eppes, wat ee liest
liesen	VRB	to read	to decipher, to interpret	am éischte Joer Solfège léiert een Noute liesen 	LIESEN1UNI2	interpret something that is written or printed	0.6686905026435852	eppes wat geschriwwen oder gedréckt ass, de Sënn dovunner verstoen an erkläert kréien
liesen	VRB	to read	to decipher, to interpret	hatt ka Gedanke liesen 	LIESEN1UNI2_EGS	interpret something that is written or printed	0.6686905026435852	eppes wat geschriwwen oder gedréckt ass, de Sënn dovunner verstoen an erkläert kréien
liesen	VRB	to read	to be able to read	mäi klenge Brudder léiert liesen 	LIESEN1UNI4	to hear and understand	0.6480453610420227	héieren an verstoen
Liewen	SUBST	life	living things, existence	um Mound ass nach kee Liewe fonnt ginn 	LIEWEN1UNI1	living things collectively	0.6820831298828125	d'Gesamtheet vun alle Liewewiesen
Liewen	SUBST	life	living things, existence	et ass ee senges Liewens net méi sécher! 	LIEWEN1UNI1_EGS	living things collectively	0.6820831298828125	d'Gesamtheet vun alle Liewewiesen
liewen	VRB	to live	to be alive	ären Hond gesäit schlecht aus, ech mengen, dee lieft net méi laang 	LIEWEN2UNI1	possessing life	0.623942494392395	Lieweg sinn oder Liewen hunn
liewen	VRB	to live	to be alive	et lieft een nëmmen eng Kéier! 	LIEWEN2UNI1_EGS	possessing life	0.623942494392395	Lieweg sinn oder Liewen hunn
liewen	VRB	to live	to reside	seng Famill lieft an engem klengen Duerf an de Bierger 	LIEWEN2UNI3	inhabit or live in; be an inhabitant of	0.6798710227012634	Op enger Plaz wunnen oder do doheem sinn; Awunner vun enger Plaz sinn.
Liewenslaf	SUBST	CV	curriculum vitae	am Virstellungsgespréich wollt de Personalchef méi iwwer mäi Liewenslaf wëssen 	LIEWENSLAF1UNI1	a summary of your academic and work history	0.6696885228157043	eng Zesummefaassung vun dengen Etüden an Aarbechtserfarungen
liewensnoutwendeg	ADJ	vital	essential to life	Waasser ass fir de Mënsch liewensnoutwendeg 	LIEWENSNOUTWENDEG1UNI1	performing an essential function in the living body	0.6262422204017639	eng Funktioun erfëllend, déi fir de Kierper onbedéngt néideg ass
liichten	VRB	to shine	to illuminate, to light	liicht emol mat der Täscheluucht heihin! 	LIICHTEN1UNI2	emit light; be bright, as of the sun or a light	0.6779400110244751	Liicht ofginn; hell sinn, wéi d'Sonn oder eng Luucht.
Limitatioun	SUBST	limitation	restriction	d'Awunner fuerdere méi eng streng Limitatioun vun der Vitess an hirer Cité 	LIMITATIOUN1UNI1	the quality of being limited or restricted	0.7103269100189209	D'Eegenschaft, ageschränkt oder begrenzt ze sinn
Linn	SUBST	line	telephone connection	gedëllegt Iech wannechgelift, all eis Linne sinn am Moment besat! 	LINN1UNI3	a telephone connection	0.8728706240653992	eng Telefonsverbindung
Literatur	SUBST	literature	writing, artistic work	de Roman ass dee Genre Literatur , deen ech am léifsten hunn 	LITERATUR1UNI1	creative writing of recognized artistic value	0.7016716599464417	Kreatiiv geschriwwen Texter mat unerkanntem artistesche Wäert.
Literaturwëssenschaft	SUBST	literature	literary study	eise Fils huet Literaturwëssenschaft studéiert 	LITERATURWESSENSCHAFT1UNI1	the humanistic study of a body of literature	0.6972725987434387	D'geeschteswëssenschaftlech Analys vun literareschen Texter.
Lizenz	SUBST	licence	permit, official permission	hien huet eng Lizenz ugefrot, fir däerfen Alkohol ze verkafen 	LIZENZ1UNI1	a legal document giving official permission to do something	0.6720360517501831	En offiziell Erlaabnes, déi engem erlaabt, eppes ze maachen.
Lobby	SUBST	lobby	entrance hall	mir hu Rendez-vous mat eisem Guide an der Lobby 	LOBBY1UNI2	a large entrance or reception room or area	0.703307032585144	E groussen Entrées- oder Empfangsberäich
Loft	SUBST	air	sky, off the ground	hie ballert an d'Loft , fir d'Kréien ze verjoen 	LOFT1UNI2	the region above the ground	0.6006556153297424	d'Géigend iwwer dem Buedem
Loft	SUBST	air	sky, off the ground	dee Plang hänkt nach an der Loft 	LOFT1UNI2_EGS	the region above the ground	0.6006556153297424	d'Géigend iwwer dem Buedem
Loge	SUBST	box	in a theatre	mäi Papp hat am Theater eng Loge reservéiert 	LOGE1UNI1	private area in a theater or grandstand where a small group can watch the performance	0.6983312368392944	Ofgetrennte Beräicher am Theater oder op enger Tribün, wou eng kleng Grupp d'Opféierung kucke kann.
lueden	VRB	to load	to fill	si waren zu zwee, fir den Unhänger ze lueden 	LUEDEN1UNI1	fill or place a load on	0.6117107272148132	Eppes mat enger Laascht fëllen oder eng Laascht op eppes leeën.
Luucht	SUBST	light	illumination	bei den Noperen ass nach Luucht 	LUUCHT1UNI2	an illuminated area	0.672324001789093	eng beliichte Plaz
maachen	VRB	to make	to cause to become	déi Nouvelle huet mech trauereg gemaach 	MAACHEN1UNI6	make or cause to be or to become	0.8406488299369812	bewierken oder dozou féieren, datt eppes ass oder gëtt
maachen	VRB	to put	to place	maach d'Saachen an d'Mall! 	MAACHEN1UNI7	put into a certain place or abstract location	0.6268428564071655	Op eng bestëmmt Plaz oder op eng abstrakt Plaz setzen.
Maansmënsch	SUBST	man	male person	an deem Bistro sinn nëmme Maansleit 	MAANSMENSCH1UNI1	a male subordinate	0.6941369771957397	E männlech Persoun, déi ënner engem aneren schafft oder engem aneren ënnersteet.
Maasselter	SUBST	maple	wood	eisen neie Schaf ass aus Maasselter 	MAASSELTER1UNI2	wood of any of various maple trees; especially the hard close-grained wood of the sugar maple; used especially for furniture and flooring	0.6080300807952881	Holz vu verschiddenen Aarte vun Ahornen; besonnesch dat haart, dichtfaseregt Holz vum Zockerahorn; gëtt virun allem fir Miwwelen a Buedembeläg benotzt.
Makeup	SUBST	make-up	use of make-up	meng Schwëster geet ni ouni dezente Makeup aus dem Haus 	MAKEUP2UNI1	cosmetics applied to the face to improve or change your appearance	0.6232057213783264	Kosmetesch Produkter, déi een op d'Gesiicht opdroe kann, fir d'Ausgesi ze verbesseren oder ze veränneren.
Makeup	SUBST	make-up	cosmetics	ech kafe mäi Makeup an der Parfümerie 	MAKEUP2UNI3	cosmetics applied to the face to improve or change your appearance	0.6950075626373291	Kosmetesch Produkter, déi een op d'Gesiicht opdroe kann, fir d'Ausgesi ze verbesseren oder ze veränneren.
Mandat	SUBST	mandate	authority	du hues kee Mandat , fir dat doten ze maachen 	MANDAT1UNI1	assign authority to	0.6022314429283142	Eng Persoun oder Institutioun mat enger bestëmmter Aufgab oder Verantwortung beoptragen.
Mandat	SUBST	mandate	authority	du hues kee Mandat , fir dat doten ze maachen 	MANDAT2UNI1	assign authority to	0.6022314429283142	Eng Persoun oder Institutioun mat enger bestëmmter Aufgab oder Kompetenz beoptragen.
manipuléieren	VRB	to manipulate	to influence	mat sengem Gerieds huet hie vill Leit kënne manipuléieren 	MANIPULEIEREN1UNI2	control (others or oneself) or influence skillfully, usually to one's advantage	0.6098093390464783	aner Leit oder sech selwer op eng geschéckt Manéier beaflossen oder steieren, meeschtens fir en eegene Virdeel erauszezéien
Mann	SUBST	man	male person	d'Toilettë fir Männer a Frae si getrennt 	MANN1UNI1	a male subordinate	0.6941369771957397	E männlech Persoun, déi ënner engem aneren schafft oder engem aneren ënnersteet.
Mann	SUBST	man	male person	hie stellt säi Mann ! 	MANN1UNI1_EGS	a male subordinate	0.6941369771957397	E männlech Persoun, déi ënner engem aneren schafft oder engem aneren ënnersteet.
mann	ADV	little	barely enough, not much	d'Iesse war gutt, mee et war e bësse mann 	MANN3UNI1	not much	0.6418495774269104	net vill
männlech	ADJ	masculine	grammatical gender	am Lëtzebuergesche gëtt et Substantiven, déi esouwuel männlech ewéi och weiblech sinn 	MANNLECH1UNI2	of grammatical gender	0.9097581505775452	vum grammatesche Geschlecht
Manöver	SUBST	manoeuvres	military exercise	am Laf vum Manöver waren d'Zaldoten extreeme Situatiounen ausgesat 	MANOVER1UNI1	a military training exercise	0.9079247713088988	eng militäresch Trainingsübung
Manuskript	SUBST	manuscript	written by hand	an der Bibliothéik leie Manuskripter aus dem 12. Joerhonnert 	MANUSKRIPT1UNI1	handwritten book or document	0.7417823076248169	Handgeschriwwent Buch oder Dokument
Maquette	SUBST	model	small-scale representation	an der Ausstellung ginn d'Maquettë vu verschiddene Buergen a Schlässer gewisen 	MAQUETTE1UNI1	representation of something (sometimes on a smaller scale)	0.7732459902763367	Duerstellung vun eppes (heiansdo a méi klengem Moossstab)
Maquillage	SUBST	make-up	cosmetics	wéinst menger empfindlecher Haut huelen ech kee bëllege Maquillage 	MAQUILLAGE1UNI1	cosmetics applied to the face to improve or change your appearance	0.6950075626373291	Produkter, déi een op d'Gesiicht opdroe kann, fir d'Ausgesi ze verbesseren oder ze veränneren.
Maquillage	SUBST	make-up	facial enhancement	der Braut hire Maquillage ass wierklech gelongen 	MAQUILLAGE1UNI2	cosmetics applied to the face to improve or change your appearance	0.6720392107963562	Produkter, déi een op d'Gesiicht opdroe kann, fir d'Ausgesi ze verbesseren oder ze veränneren.
markéieren	VRB	to act	to behave like	du hues haut erëm den Dabo markéiert 	MARKEIEREN1UNI2	behave in a certain manner; show a certain behavior; conduct or comport oneself	0.6300616264343262	Sech op eng bestëmmten Aart a Weis verhalen; e gewësst Behuelen weisen; sech op eng gewëssen Aart opféieren.
markéieren	VRB	to show	to be noticeable	däi Slip markéiert ënner där enker Box 	MARKEIEREN1UNI3	make visible or noticeable	0.7468724846839905	Siichtbar oder opfälleg maachen
Marsch	SUBST	walk	way of walking	et erkennt een dech scho vu Wäitem un dengem Marsch 	MARSCH1UNI2	manner of walking	0.8931243419647217	Aart a Weis wéi ee geet
marschéieren	VRB	to march	to walk quickly	mir sinn haut fënnef Stonne laang marschéiert 	MARSCHEIEREN1UNI1	walk fast, with regular or measured steps; walk with a stride	0.6379646062850952	séier goen, mat gläichméissege Schrëtt; mat engem feste Rhythmus goen
Maschinerie	SUBST	machinery	machines collectively	esoulaang d'Maschinerie duerhält, bleift d'Millen a Betrib 	MASCHINERIE1UNI1	machines or machine systems collectively	0.7042327523231506	Maschinnen oder Systemer vu Maschinnen zesummen.
matlafen	VRB	to run	a foot race	well ech mäi Knéi wéi hunn, weess ech net, ob ech de Marathon ka matlafen 	MATLAFEN1UNI1	a race run on foot	0.9015167951583862	e Cours, bei deem ee leeft
matspillen	VRB	to play	to participate as a player	wann s de wëlls matspillen , muss de dech un d'Reegelen halen! 	MATSPILLEN1UNI1	participate in games or sport	0.67372065782547	bei Spiller oder Sportaktivitéite matmaachen
matspillen	VRB	to play	to participate as a player	bei deem Kouhandel spillen ech net mat ! 	MATSPILLEN1UNI1_EGS	participate in games or sport	0.67372065782547	bei Spiller oder Sportaktivitéite matmaachen
matspillen	VRB	to act	to participate as an actor	hien huet an deem Theaterstéck matgespillt 	MATSPILLEN1UNI2	play a role or part	0.6328799724578857	eng Roll oder eng Figur duerstellen
matzielen	VRB	to count	to be taken into account	fir d'Moyenne zielen déi zwee Fächer net mat 	MATZIELEN1UNI2	take account of	0.7179168462753296	berécksiichtegen
Medezinner	SUBST	doctor	medical	um Kongress waren nëmme Medezinner 	MEDEZINNER1UNI1	give medical treatment to	0.6795105934143066	eng medezinesch Behandlung ginn
Meedchen	SUBST	girl	female person	wat ass dat e léift Meedchen ! 	MEEDCHEN1UNI1	a youthful female person	0.7217766046524048	eng weiblech Persoun am jonken Alter
meilewäit	ADV	miles	very far	an der Wüüst louchen d'Tankstelle meilewäit auserneen 	MEILEWAIT1UNI1	a large distance	0.7326252460479736	eng grouss Distanz
meilewäit	ADV	miles	very far	eis Meenunge leie meilewäit auserneen 	MEILEWAIT1UNI1_EGS	a large distance	0.7326252460479736	eng grouss Distanz
méisproocheg	ADJ	multilingual	knowing several languages	Lëtzebuerg war schonn ëmmer e méisproochegt Land 	MEISPROOCHEG1UNI1	using or knowing more than one language	0.8835117816925049	wann een zwou oder méi Sprooche schwätzt oder versteet
Meloun	SUBST	melon	fruit	kann ech nach e Stéck Meloun kréien, wannechgelift? 	MELOUN1UNI1	any of various fruit of cucurbitaceous vines including: muskmelons; watermelons; cantaloupes; cucumbers	0.60228431224823	Eng Uebst vu verschiddene Rankplanzen aus der Kürbisfamill, wéi zum Beispill Zocker-, Waasser- oder Cantaloupe-Zorten an och Kornischongen.
Memoire	SUBST	memory	ability to remember	mäi Brudder huet eng ganz gutt Memoire 	MEMOIRE2UNI1	something that is remembered	0.6842622756958008	eppes, un dat ee sech erënnert
mënschlech	ADJ	human	characteristic of humans	sech ieren ass mënschlech ! 	MENSCHLECH1UNI1	characteristic of humanity	0.868301272392273	typesch fir d'Mënschen
Menü	SUBST	menu	list of dishes	mir haten eis knapps gesat, du koum de Garçon scho mat de Menüen 	MENU1UNI2	a list of dishes available at a restaurant	0.8394664525985718	eng Lëscht mat Platen, déi ee sech an engem Restaurant ka bestellen
Menüskaart	SUBST	menu	list of dishes	mir haten eis knapps gesat, du koum de Garçon scho mat de Menüskaarten 	MENUSKAART1UNI1	a list of dishes available at a restaurant	0.8394664525985718	eng Lëscht mat Platen, déi ee sech an engem Restaurant ka bestellen
Message	SUBST	message	communication	et huet ee mer e Message op mäi Repondeur geschwat 	MESSAGE1UNI1	what a communication that is about something is about	0.6809123754501343	dat, ëm wat et an enger Kommunikatioun geet
mëssbrauchen	VRB	to misuse	to put to wrong use	du hues mäi Vertraue mëssbraucht 	MESSBRAUCHEN1UNI1	improper or excessive use	0.6169103384017944	net ubruecht oder iwwerdriwwent Benotzen
Messer	SUBST	blade	cutting edge of a tool, cutting part of a machine	d'Messer vun der Méimaschinn ass stompeg 	MESSER1UNI2	the flat part of a tool or weapon that (usually) has a cutting edge	0.7655496001243591	Dee flaachen Deel vun engem Geschir oder enger Waff, deen normalerweis eng schaarf Kant huet.
metallesch	ADJ	metallic	resembling metal	fënns de net, datt d'Waasser e metallesche Goût huet? 	METALLESCH1UNI1	containing or made of or resembling or characteristic of a metal; ; ; - Ambrose Bierce	0.6025999784469604	aus engem Material gemaach, dat wéi Metall ausgesäit oder sech esou ufillt, oder Eegeschafte vun engem Metall huet
Mëttel	SUBST	product	chemical substance	ech hu scho mat verschiddene Mëttele probéiert, mee ech kréien de Fleck net eraus 	METTEL1UNI4	a chemical substance formed as a result of a chemical reaction	0.6946099996566772	eng chemesch Substanz, déi duerch eng chemesch Reaktioun entsteet
Mëttelfeld	SUBST	midfield	of a sports pitch	nëmme wéineg Attacke vum Géigner sinn iwwer d'Mëttelfeld erauskomm 	METTELFELD1UNI1	(sports) the middle part of a playing field (as in football or lacrosse)	0.6256213188171387	(sportlech) den zentrale Beräich vum Spillterrain (wéi zum Beispill am Fussball oder Lacrosse)
Migratioun	SUBST	migration	immigration, emigration	Migratioun , Ëmwelt a Sécherheet waren d'Haapttheeme vun der Walcampagne 	MIGRATIOUN1UNI1	the movement of persons from one country or locality to another	0.703166127204895	d'Beweegung vu Leit vun engem Land oder enger Géigend an en anert Land oder eng aner Géigend
