lemma	pos	en_word	en_definition	sentence	code	wn_definition	confidence	lux_definition
Kontakt	SUBST	contact	communication	ech hu scho jorelaang kee Kontakt méi mat mengem Papp 	KONTAKT1UNI3	a communicative interaction	0.6571329236030579	eng kommunikativ Interaktioun
Kontrakt	SUBST	contract	legal agreement	de Kontrakt leeft automatesch virun, wann en net gekënnegt gëtt 	KONTRAKT1UNI1	engage by written agreement	0.6658014059066772	engagéieren duerch schrëftlech Ofkommes
Kontrast	SUBST	contrast	dissimilarity	wat d'Liewensqualitéit ubelaangt, gëtt et grouss Kontraster tëschent deene verschiddene Länner 	KONTRAST1UNI1	the opposition or dissimilarity of things that are compared; ,	0.6815319061279297	d ' Géigestëmmung oder d ' Ongläichheet vun de Saachen , déi vergläichbar sinn;
kontrolléieren	VRB	to check	to verify, to inspect	all Muere ginn am Zuch d'Billjeeë kontrolléiert 	KONTROLLEIEREN1UNI2	the act of inspecting or verifying	0.804323673248291	d'Aktioun vun der Inspektioun oder der Verifikatioun
Kooperatioun	SUBST	cooperation	collaboration	d'Kooperatioun tëschent den Autoritéite muss nei gereegelt ginn 	KOOPERATIOUN1UNI1	the practice of cooperating	0.6851092576980591	d'Praxis vun der Zesummenaarbecht
kopéieren	VRB	to copy	to make a duplicate	kanns de mir déi puer Säiten hei kopéieren ? 	KOPEIEREN1UNI2	reproduce or make an exact copy of	0.6018316745758057	Reproduzéieren oder eng exakt Kopie vun
Korrespondent	SUBST	correspondent	reporter	hie schafft als Korrespondent fir eng auslännesch Zeitung 	KORRESPONDENT1UNI1	a journalist employed to provide news stories for newspapers or broadcast media	0.6770558953285217	e Journalist, dee fir d'Zeitungen oder d'Sendungsmedien Neiegkeeten verschafft
Korrespondenz	SUBST	correspondence	exchange of letters	d'Korrespondenz tëschent deenen zwee Schrëftsteller gëtt elo publizéiert 	KORRESPONDENZ1UNI1	communication by the exchange of letters	0.8606905937194824	Kommunikatioun duerch Bréifwiessel
Korrespondenz	SUBST	connection	transport	no Hallefnuecht kriss de keng Korrespondenz méi fir heem 	KORRESPONDENZ1UNI2	shifting from one form of transportation to another	0.6542248725891113	vun enger Form vum Transport op eng aner ze wiesselen
Kostüm	SUBST	suit	set of clothes	deng Krawatt passt absolut net bei däi Kostüm ! 	KOSTUM1UNI1	a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color	0.6161444187164307	e Set vun Kleeder (normalerweis mat engem Jackett an Hosen oder Rock) fir Bauschlof, all aus dem selwechte Stoff an der selwechter Faarf
Kostüm	SUBST	costume	stage clothes, fancy dress	de Clown hat e faarwege Kostüm un, deen em zéngmol ze weit war 	KOSTUM1UNI2	the attire worn in a play or at a fancy dress ball	0.7543290853500366	d'Kleedung, déi an engem Stéck oder bei engem Luxus-Kleedball gedroen gëtt
Kouhandel	SUBST	horse-trading	bargaining	op dee Kouhandel loossen ech mech net an! 	KOUHANDEL1UNI1	negotiate with much give and take	0.6976990699768066	verhandelen mat villen Gëft a Huelt
Kraaft	SUBST	strength	physical strength, energy	ech hunn d'Kraaft net, fir dee Piano ze réckelen 	KRAAFT1UNI1	the property of being physically or mentally strong	0.6789590120315552	d'Eegeschafte vu kierperlecher oder geeschteger Kraaft
krabbelen	VRB	to crawl	to go on hands and knees, to move slowly	de Bëbee fänkt schonn un ze krabbelen 	KRABBELEN1UNI1	a slow mode of locomotion on hands and knees or dragging the body	0.6897186040878296	eng lues Bewegung op Hänn a Knéien oder de Kierper zéien
Krack	SUBST	crack	fracture, flaw	et ass e Krack am Glas 	KRACK2UNI2	a blemish resulting from a break without complete separation of the parts	0.7009114623069763	e Feeler, deen duerch e Bruch ouni vollstänneg Trennung vun de Deeler entstinn
Kräiz	SUBST	cross	graphical mark	hien huet mat zwee Kräizer ënnerschriwwen 	KRAIZ1UNI2	a marking that consists of lines that cross each other	0.6405971050262451	eng Markéierung, déi aus Linnen besteet, déi sech kreesen
Kräiz	SUBST	cross	graphical mark	ech hunn e Kräiz iwwer mäi Projet gemaach! 	KRAIZ1UNI2_EGS	a marking that consists of lines that cross each other	0.6405971050262451	eng Markéierung, déi aus Linnen besteet, déi sech kreesen
Kräiz	SUBST	cross	religious symbol	de Paschtouer mécht dem Kand e Kräiz op d'Stier 	KRAIZ1UNI5	a representation of the structure on which Jesus was crucified; used as an emblem of Christianity or in heraldry	0.6671057939529419	eng Representatioun vun der Struktur, op där de Jesus gekräizegt gouf; als Emblem vum Chrëschtentum oder an der Heraldik benotzt
Kräiz	SUBST	cross	religious symbol	du hues e Kräiz op der Stier! 	KRAIZ1UNI5_EGS	a representation of the structure on which Jesus was crucified; used as an emblem of Christianity or in heraldry	0.6671057939529419	eng Representatioun vun der Struktur, op där de Jesus gekräizegt gouf; als Emblem vum Chrëschtentum oder an der Heraldik benotzt
Krämpchen	SUBST	cramp	muscle cramp	ech krut beim Schwammen e Krämpchen an d'Wued 	KRAMPCHEN1UNI1	suffer from sudden painful contraction of a muscle	0.6972591876983643	leiden un enger plötzlecher schmerzhafter Kontraktioun vun engem Muskel
Krämpes	SUBST	trouble	difficulty	bei deem Virtrag hat ech Krämpes , fir alles matzekréien 	KRAMPES1UNI1	a source of difficulty	0.600501537322998	eng Quell vu Schwieregkeeten
Krawall	SUBST	racket	noise, uproar	wat ass dat fir e Krawall uewenop? 	KRAWALL1UNI2	a loud and disturbing noise	0.6072062253952026	e laangen an störenden Toun
Krawatt	SUBST	tie	necktie	fir déi Festivitéit muss de eng Krawatt undoen! 	KRAWATT1UNI1	neckwear consisting of a long narrow piece of material worn (mostly by men) under a collar and tied in knot at the front	0.6694093942642212	Halsbekleidung besteet aus engem laange schmuele Stéck Stoff, dat (meeschtens vu Männer) ënner engem Halsband gedroe gëtt an an engem Knot virun der Halsbett gebonne gëtt
krazen	VRB	to scratch	to cause an itch	ech dinn dee Pullover net méi un, well e kraazt 	KRAZEN1UNI4	scrape or rub as if to relieve itching	0.7041941285133362	schrauwen oder reiben, wéi wann et Jucken erliichtert
krazen	VRB	to scratch	to cause an itch	wat déi Drëpp kraazt ! 	KRAZEN1UNI4_EGS	scrape or rub as if to relieve itching	0.7041941285133362	schrauwen oder reiben, wéi wann et Jucken erliichtert
Kredit	SUBST	credibility	trustworthiness	wéinst sengem deplacéierte Behuelen huet hie bei mir all Kredit verluer 	KREDIT1UNI2	the quality of being believable or trustworthy	0.7506554126739502	d'Qualitéit vu Gleeweger oder Vertrauenswierdegkeet
Krees	SUBST	circle	social group	dee Moler verkéiert nëmmen an elitäre Kreesser 	KREES1UNI3	an unofficial association of people or groups	0.6368287801742554	eng inoffiziell Associatioun vu Leit oder Gruppen
Kreeslaf	SUBST	cycle	pattern, sequence	d'Wieder ännert am Kreeslaf vun de Joreszäiten 	KREESLAF1UNI2	recur in repeating sequences	0.681646466255188	an erneierbar Sequenzen optrieden
kréien	VRB	to get	to receive	ech hunn haut näischt mat der Post kritt 	KREIEN2UNI11	receive as a retribution or punishment	0.6244720816612244	als Vergeltung oder bestrofen ze kréien
kréien	VRB	to get	to succeed in getting	hoffentlech kréie mer d'Wallissen all an den Auto (verstaut)! 	KREIEN2UNI6	achieve a point or goal	0.659096360206604	e Punkt oder Zil erreechen
kréinen	VRB	to crown	a monarch	de Kinnek gëtt d'nächst Woch gekréint 	KREINEN1UNI1	the Crown (or the reigning monarch) as the symbol of the power and authority of a monarchy	0.6369830369949341	d'Kroun (oder de regéierende Monarch) als Symbol vun der Muecht an der Autoritéit vun enger Monarchie
Krëppeng	SUBST	stuff	belongings	ech hunn deen ale Krëppeng op den Tipp gefouert 	KREPPENG1UNI1	informal terms for personal possessions	0.6676928997039795	informell Begrëffer fir perséinlech Besëtz
Kristall	SUBST	crystal	glassware	ech hunn de Kristall zeréck an d'Vitrinn gestallt 	KRISTALL2UNI2	glassware made of quartz	0.7137163877487183	Glasware aus Quarz
Kritik	SUBST	criticism	disapproval	ech weess, datt ech soss näischt ewéi Kriticke vun dir ze erwaarden hunn 	KRITIK1UNI1	disapproval expressed by pointing out faults or shortcomings	0.6072080135345459	D'Ofschloss vun der Versioun vun der Versioun
Kritik	SUBST	review	critical appraisal	deen neie Film huet ganz gutt Kriticke kritt 	KRITIK1UNI2	appraise critically	0.8524632453918457	kritesch bewäerten
kritiséieren	VRB	to criticize	to find fault with	hien ass stänneg amgaang, déi aner Leit ze kritiséieren 	KRITISEIEREN1UNI1	find fault with; express criticism of; point out real or perceived flaws	0.7811633348464966	Fannt Feeler mat; ausdréckt Kritik un; weist op tatsächlech oder ugeholl Feeler
Krop	SUBST	poker	fire iron	hien huet mam Krop am Feier gestëppelt 	KROP1UNI3	fire iron consisting of a metal rod with a handle; used to stir a fire	0.6888973712921143	D'Feier-Eischten besteet aus engem Metallstaang mat engem Händel; benotzt fir e Feier ze stéieren
Kroun	SUBST	crown	of a monarch	dem Kinnek seng Kroun ass aus puerem Gold 	KROUN1UNI1	the Crown (or the reigning monarch) as the symbol of the power and authority of a monarchy	0.6869089603424072	d'Kroun (oder de regéierende Monarch) als Symbol vun der Muecht an der Autoritéit vun enger Monarchie
Kroun	SUBST	crown	of a monarch	dir fält scho keng Zack aus der Kroun , wann s de eis hëllefs! 	KROUN1UNI1_EGS	the Crown (or the reigning monarch) as the symbol of the power and authority of a monarchy	0.6869089603424072	d'Kroun (oder de regéierende Monarch) als Symbol vun der Muecht an der Autoritéit vun enger Monarchie
Kroun	SUBST	crown	of a tree	d'Kueben hunn hir Näschter an der Kroun vum ale Käschtebam gebaut 	KROUN1UNI2	the upper branches and leaves of a tree or other plant	0.6626755595207214	déi iewescht Räicher an d'Blieder vun engem Bam oder enger anerer Planz
Kroun	SUBST	krone	unit of money	ënner anerem gëtt a Schweden, an Norwegen an an Dänemark mat Kroune bezuelt 	KROUN1UNI4	the basic unit of money in Denmark	0.6552553772926331	d'Basis-Geld-Eenheet an Dänemark
krozelen	VRB	to doodle	to sketch	de Schüler huet net nogelauschtert an déi ganzen Zäit Männercher gekrozelt 	KROZELEN1UNI2	an aimless drawing	0.6096294522285461	eng ziellose Zeechnung
Krupp	SUBST	croup	rump, hindquarters	d'Päerd huet e wäisse Fleck op der Krupp 	KRUPP1UNI1	the part of an animal that corresponds to the human buttocks	0.6099359393119812	de Deel vun engem Déier, deen dem mënschleche Gesäß entsprécht
Kuck	SUBST	look	expression	wat hues du fir eng däischter Kuck op där Foto! 	KUCK1UNI1	convey by one's expression	0.6307560205459595	duerch d'Ausdrock vermëttelen
Kuel	SUBST	coal	red-hot piece of coal	e Kuel aus dem Kamäin huet mer e Lach an den Teppech gebrannt 	KUEL2UNI1	a hot fragment of wood or coal that is left from a fire and is glowing or smoldering	0.6955035924911499	e waarme Fragment vu Holz oder Kohle, dat vun engem Feier bleift a glühend oder schmëlzend ass
Kuel	SUBST	coal	red-hot piece of coal	hie sëtzt ewéi op Kuelen 	KUEL2UNI1_EGS	a hot fragment of wood or coal that is left from a fire and is glowing or smoldering	0.6955035924911499	e waarme Fragment vu Holz oder Kohle, dat vun engem Feier bleift a glühend oder schmëlzend ass
Kutsch	SUBST	carriage	horse-drawn	fir eis Hochzäit gi mir an enger Kutsch mat véier wäisse Päerd an d'Kierch gefouert 	KUTSCH1UNI2	a vehicle with wheels drawn by one or more horses	0.6858298778533936	e Gefier mat Räder, déi vun engem oder méi Päerd gezunn ginn
Laach	SUBST	laugh	way of laughing	et kennt een hien direkt u senger Laach erëm 	LAACH1UNI1	a facial expression characteristic of a person laughing	0.6843017935752869	e Gesiichtswiederung, charakteristesch fir eng Persoun, déi laacht
laatschen	VRB	to shuffle	to drag one's feet	eisen Noper laatscht owes ëmmer an de Schlappen duerch d'Strooss 	LAATSCHEN1UNI1	walk by dragging one's feet	0.7609500288963318	duerch d'Féiss ze zéien
lafen	VRB	to run	to move by running	du kanns méi séier lafen ewéi ech 	LAFEN1UNI1	the act of running; traveling on foot at a fast pace	0.7272074222564697	d'Aktioun vum Lafen; Rees zu Fouss mat engem schnelle Tempo
lafen	VRB	to run	to move by running	hie leeft fir all Bobbo bei den Dokter 	LAFEN1UNI1_EGS	the act of running; traveling on foot at a fast pace	0.7272074222564697	d'Aktioun vum Lafen; Rees zu Fouss mat engem schnelle Tempo
lafen	VRB	to run	a race	bass du schonn eng Kéier e Marathon gelaf ? 	LAFEN1UNI7	compete in a race	0.8006486892700195	an engem Rennen deelhuelen
Läffel	SUBST	spoon	item of cutlery	de Puppelche kritt d'Iesse mam Läffel 	LAFFEL1UNI1	a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serve or take up food	0.6080646514892578	e Stéck Geschir mat engem flaache Schosselform Behälter an engem Handgriff; benotzt fir Iessen ze réieren oder ze servéieren oder ze huelen
Lager	SUBST	camp	temporary accommodation	d'Arméi huet hiert Lager no un der Grenz opgeschloen 	LAGER1UNI4	temporary lodgings in the country for travelers or vacationers	0.7037010192871094	temporär Ënnerkonft am Land fir Reesender oder Vakanzéier
Land	SUBST	country	territory	eist Land huet Grenze mat dräi anere Länner 	LAND1UNI1	the territory occupied by a nation	0.6528609395027161	d'Territorium, dat vun enger Natioun besat ass
Landepist	SUBST	runway	airstrip	d'Landepist um Flughafe soll verlängert ginn 	LANDEPIST1UNI1	a strip of level paved surface where planes can take off and land	0.6212889552116394	e Stéck vu flaachem Paviment, wou Fligeren opfalen a landen
Längt	SUBST	length	extent, measure	den Tunnel huet eng Längt vun 900 Meter 	LANGT1UNI1	the property of being the extent of something from beginning to end	0.6075479388237	d'Eegeschafte vun der Ausdehnung vun eppes vum Ufank bis zum Enn
Längt	SUBST	length	extent, measure	dee Bouf huet eng schéi Längt 	LANGT1UNI1_EGS	the property of being the extent of something from beginning to end	0.6075479388237	d'Eegeschafte vun der Ausdehnung vun eppes vum Ufank bis zum Enn
langweilen	VRB	to bore	to cause boredom	ech wëll dech net mat Detailer langweilen 	LANGWEILEN1UNI1	cause to be bored	0.8444908261299133	Ursaach fir sech ze langweilen
Lännerei	SUBST	estates	landed property	d'Famill huet e groussen Deel vun hire Lännereie verkaaft 	LANNEREI1UNI1	extensive landed property (especially in the country) retained by the owner for his own use	0.7664455771446228	extensiv Grondbesëtz (besonnesch am Land) vum Besëtzer fir säin eegene Gebrauch
Lanz	SUBST	lance	weapon	am Rittersall si mëttelalterlech Lanzen ausgestallt 	LANZ1UNI1	a long pointed rod used as a tool or weapon	0.6114850044250488	eng laang spëtzlech Stange, déi als Instrument oder Waff benotzt gëtt
Lanz	SUBST	lance	weapon	eise Chef brécht eng Lanz fir dee Projet 	LANZ1UNI1_EGS	a long pointed rod used as a tool or weapon	0.6114850044250488	eng laang spëtzlech Stange, déi als Instrument oder Waff benotzt gëtt
läschen	VRB	to quench	thirst	Waasser ass nach ëmmer dat Bescht, fir den Duuscht ze läschen 	LASCHEN1UNI3	satisfy (thirst)	0.6519098281860352	(Durscht) befriedegen
lauden	VRB	to ring	a bell	d'Koschtesch huet d'Klacke gelaut 	LAUDEN1UNI1	make (bells) ring, often for the purposes of musical edification	0.6228758692741394	(Klocken) Klang maachen, dacks fir Zwecker vun der musikalescher Erhiewung
Läufer	SUBST	runner	rug	meng Mamm huet de Läufer aus dem Gank an d'Botz ginn 	LAUFER1UNI1	a long narrow carpet	0.6524780988693237	e laange schmuele Teppech
leaken	VRB	to leak	confidential information	Deeler vum geheime Rapport goufe geleakt 	LEAKEN1UNI1	unauthorized (especially deliberate) disclosure of confidential information	0.6137387752532959	onerlaabt (besonnesch bewosst) Offenlegung vu vertrauleche Informatiounen
leeden	VRB	to lead	to be in charge of	hie leet zënter Kuerzem eng nei Entreprise 	LEEDEN1UNI2	be in charge of	0.8579955697059631	ass verantwortlech fir
leeden	VRB	to conduct	a choir, a musical ensemble	mir sichen en neien Dirigent, fir eise Chouer ze leeden 	LEEDEN1UNI3	lead musicians in the performance of	0.6234747171401978	féierend Museker bei der Leeschtung vun
Leeder	SUBST	ladder	unravelled fabric	ech war de ganzen Owend genéiert, well ech eng Leeder am Collant hat 	LEEDER1UNI2	a row of unravelled stitches	0.6725704073905945	eng Rei vun onentwéckelte Stier
leeën	VRB	to lay	in a certain place, in a certain position	hien huet mir den Aarm ëm d'Schëllere geluecht , fir mech ze tréischten 	LEEEN1UNI2	have a place in relation to something else	0.683914303779602	eng Plaz am Zesummenhang mat eppes anescht ze hunn
leeën	VRB	to lay	eggs	eis Pëlle fänken un, (Eeër) ze leeën 	LEEEN1UNI4	lay eggs	0.7274523377418518	Iessen vun Eier
Leefer	SUBST	bishop	chess piece	dee schwaarze Leefer beweegt sech nëmmen op deene schwaarze Felder 	LEEFER1UNI2	(chess) a piece that can be moved diagonally over unoccupied squares of the same color	0.6071315407752991	(Schach) e Stéck dat diagonal iwwer onbesat Quadraten vun der selwechter Faarf beweegt ka ginn
legal	ADJ	legal	permitted by law	d'Firma huet net mat legale Mëttele geschafft, fir dee Kontrakt ze kréien 	LEGAL1UNI1	allowed by official rules	0.6433120369911194	erlaabt duerch offiziell Regelen
leiden	VRB	to suffer	to be in pain	de Patient huet vill gelidden 	LEIDEN1UNI1	feel pain or be in pain	0.7299119234085083	Schmerz oder Schmerz
léien	VRB	to lie	to tell lies	well de Bouf gelunn hat , krut en eng Woch keen Täschegeld 	LEIEN1UNI1	tell an untruth; pretend with intent to deceive	0.6246072053909302	eng falsch Saach soen; sech virstellen, mat der Absicht ze täuschen
léien	VRB	to lie	to tell lies	hie litt ewéi gedréckt ! 	LEIEN1UNI1_EGS	tell an untruth; pretend with intent to deceive	0.6246072053909302	eng falsch Saach soen; sech virstellen, mat der Absicht ze täuschen
leien	VRB	to lie	to be situated	d'Schlëssele leien am ënneschten Tirang 	LEIEN2UNI3	be located or situated somewhere; occupy a certain position	0.7926369905471802	Plaz oder Plaz ze hunn; eng bestëmmte Positioun ze besetzen
leien	VRB	to lie	to be situated	an der Vakanz leien d'Kanner de ganzen Dag op der Strooss 	LEIEN2UNI3_EGS	be located or situated somewhere; occupy a certain position	0.7926369905471802	Plaz oder Plaz ze hunn; eng bestëmmte Positioun ze besetzen
leieren	VRB	to drone	to speak in a monotone	ech verdroen net, wann d'Kanner beim Liese leieren 	LEIEREN1UNI1	talk in a monotonous voice	0.761003315448761	schwätzt mat enger monotoner Stëmm
léieren	VRB	to learn	to gain knowledge	eisen Eelste léiert liicht 	LEIEREN2UNI3	gain knowledge or skills	0.6329638361930847	Wëssen oder Fäegkeeten ze kréien
Léierin	SUBST	teacher	female primary teacher	virun der Stonn huet d'Léierin d'Hefter verdeelt 	LEIERIN1UNI1	a person whose occupation is teaching	0.615108072757721	eng Persoun, déi als Léierpersonal schafft
Leitung	SUBST	line	telephone connection	ech verstinn dech net gutt, well et stänneg an der Leitung kréckelt 	LEITUNG1UNI1	a telephone connection	0.8728706240653992	eng Telefonsverbindung
Léiw	SUBST	Leo	sign of the zodiac	de Léiw ass eent vun den zwielef Stärenzeechen 	LEIW1UNI2	a zodiacal constellation in northern hemisphere between Cancer and Virgo	0.6193366050720215	eng Zodiac-Konstellatioun an der nërdlecher Hemisphär tëscht de Krebs a Virgo
Lektioun	SUBST	lesson	warning, deterrent	deng Blamage soll der eng Lektioun sinn! 	LEKTIOUN1UNI2	punishment intended as a warning to others	0.6458642482757568	bestrooft, fir anerer ze warnen
Lektür	SUBST	reading	act of reading	bei der Lektür vun engem spannende Krimi kann ech mech am beschten entspanen 	LEKTUR1UNI1	written material intended to be read	0.6379199028015137	schrëftlech Material dat fir Liesen geduecht ass
liesen	VRB	to read	a text	ech liese grad e spannend Buch 	LIESEN1UNI1	something that is read	0.6050920486450195	eppes wat gelies gëtt
liesen	VRB	to read	to decipher, to interpret	am éischte Joer Solfège léiert een Noute liesen 	LIESEN1UNI2	interpret something that is written or printed	0.6686905026435852	interpretéieren eppes wat geschriwwe oder gedréckt ass
liesen	VRB	to read	to decipher, to interpret	hatt ka Gedanke liesen 	LIESEN1UNI2_EGS	interpret something that is written or printed	0.6686905026435852	interpretéieren eppes wat geschriwwe oder gedréckt ass
liesen	VRB	to read	to be able to read	mäi klenge Brudder léiert liesen 	LIESEN1UNI4	to hear and understand	0.6480453610420227	héieren a verstoen
Liewen	SUBST	life	living things, existence	um Mound ass nach kee Liewe fonnt ginn 	LIEWEN1UNI1	living things collectively	0.6820831298828125	lieweg Saachen kollektiv
Liewen	SUBST	life	living things, existence	et ass ee senges Liewens net méi sécher! 	LIEWEN1UNI1_EGS	living things collectively	0.6820831298828125	lieweg Saachen kollektiv
liewen	VRB	to live	to be alive	ären Hond gesäit schlecht aus, ech mengen, dee lieft net méi laang 	LIEWEN2UNI1	possessing life	0.623942494392395	Besëtzer vum Liewen
liewen	VRB	to live	to be alive	et lieft een nëmmen eng Kéier! 	LIEWEN2UNI1_EGS	possessing life	0.623942494392395	Besëtzer vum Liewen
liewen	VRB	to live	to reside	seng Famill lieft an engem klengen Duerf an de Bierger 	LIEWEN2UNI3	inhabit or live in; be an inhabitant of	0.6798710227012634	wunnen oder liewen; en Awunner vun
Liewenslaf	SUBST	CV	curriculum vitae	am Virstellungsgespréich wollt de Personalchef méi iwwer mäi Liewenslaf wëssen 	LIEWENSLAF1UNI1	a summary of your academic and work history	0.6696885228157043	eng Zesummesetzung vun Ärer akademescher a Aarbechtsgeschicht
liewensnoutwendeg	ADJ	vital	essential to life	Waasser ass fir de Mënsch liewensnoutwendeg 	LIEWENSNOUTWENDEG1UNI1	performing an essential function in the living body	0.6262422204017639	eng essentiell Funktioun am liewege Kierper
liichten	VRB	to shine	to illuminate, to light	liicht emol mat der Täscheluucht heihin! 	LIICHTEN1UNI2	emit light; be bright, as of the sun or a light	0.6779400110244751	Emissioun vu Liicht; hell, wéi d'Sonn oder e Liicht
Limitatioun	SUBST	limitation	restriction	d'Awunner fuerdere méi eng streng Limitatioun vun der Vitess an hirer Cité 	LIMITATIOUN1UNI1	the quality of being limited or restricted	0.7103269100189209	d'Qualitéit vu limitéiert oder limitéiert ze sinn
Linn	SUBST	line	telephone connection	gedëllegt Iech wannechgelift, all eis Linne sinn am Moment besat! 	LINN1UNI3	a telephone connection	0.8728706240653992	eng Telefonsverbindung
Literatur	SUBST	literature	writing, artistic work	de Roman ass dee Genre Literatur , deen ech am léifsten hunn 	LITERATUR1UNI1	creative writing of recognized artistic value	0.7016716599464417	kreativ Schreiwen mat unerkannten artistesche Wäert
Literaturwëssenschaft	SUBST	literature	literary study	eise Fils huet Literaturwëssenschaft studéiert 	LITERATURWESSENSCHAFT1UNI1	the humanistic study of a body of literature	0.6972725987434387	d'humanistesch Studie vun enger Literatur
Lizenz	SUBST	licence	permit, official permission	hien huet eng Lizenz ugefrot, fir däerfen Alkohol ze verkafen 	LIZENZ1UNI1	a legal document giving official permission to do something	0.6720360517501831	e legale Dokument, dat offiziell Erlaabnes gëtt, eppes ze maachen
Lobby	SUBST	lobby	entrance hall	mir hu Rendez-vous mat eisem Guide an der Lobby 	LOBBY1UNI2	a large entrance or reception room or area	0.703307032585144	e grousse Entrée oder Empfangsraum oder Beräich
Loft	SUBST	air	sky, off the ground	hie ballert an d'Loft , fir d'Kréien ze verjoen 	LOFT1UNI2	the region above the ground	0.6006556153297424	d'Regioun iwwer dem Buedem
Loft	SUBST	air	sky, off the ground	dee Plang hänkt nach an der Loft 	LOFT1UNI2_EGS	the region above the ground	0.6006556153297424	d'Regioun iwwer dem Buedem
Loge	SUBST	box	in a theatre	mäi Papp hat am Theater eng Loge reservéiert 	LOGE1UNI1	private area in a theater or grandstand where a small group can watch the performance	0.6983312368392944	privat Beräich an engem Theater oder an enger Tribun, wou eng kleng Grupp d'Performance kucke kann
lueden	VRB	to load	to fill	si waren zu zwee, fir den Unhänger ze lueden 	LUEDEN1UNI1	fill or place a load on	0.6117107272148132	Fëllt oder setzt eng Belaaschtung op
Luucht	SUBST	light	illumination	bei den Noperen ass nach Luucht 	LUUCHT1UNI2	an illuminated area	0.672324001789093	eng beleuchtend Fläch
maachen	VRB	to make	to cause to become	déi Nouvelle huet mech trauereg gemaach 	MAACHEN1UNI6	make or cause to be or to become	0.8406488299369812	maachen oder verursaachen ze sinn oder ze ginn
maachen	VRB	to put	to place	maach d'Saachen an d'Mall! 	MAACHEN1UNI7	put into a certain place or abstract location	0.6268428564071655	op eng bestëmmte Plaz oder abstrakt Plaz gesat
Maansmënsch	SUBST	man	male person	an deem Bistro sinn nëmme Maansleit 	MAANSMENSCH1UNI1	a male subordinate	0.6941369771957397	e männleche Subordinat
Maasselter	SUBST	maple	wood	eisen neie Schaf ass aus Maasselter 	MAASSELTER1UNI2	wood of any of various maple trees; especially the hard close-grained wood of the sugar maple; used especially for furniture and flooring	0.6080300807952881	Holz vun all verschiddene Ahornbäumen; besonnesch dat haart, enkkornegt Holz vum Zucker Ahorn; besonnesch fir Miwwelen a Buedem benotzt
Makeup	SUBST	make-up	use of make-up	meng Schwëster geet ni ouni dezente Makeup aus dem Haus 	MAKEUP2UNI1	cosmetics applied to the face to improve or change your appearance	0.6232057213783264	Kosmetik, déi op d'Gesiicht applizéiert gëtt, fir Äert Ausgesinn ze verbesseren oder ze änneren
Makeup	SUBST	make-up	cosmetics	ech kafe mäi Makeup an der Parfümerie 	MAKEUP2UNI3	cosmetics applied to the face to improve or change your appearance	0.6950075626373291	Kosmetik, déi op d'Gesiicht applizéiert gëtt, fir Äert Ausgesinn ze verbesseren oder ze änneren
Mandat	SUBST	mandate	authority	du hues kee Mandat , fir dat doten ze maachen 	MANDAT1UNI1	assign authority to	0.6022314429283142	iwwerzeegen Autoritéit
Mandat	SUBST	mandate	authority	du hues kee Mandat , fir dat doten ze maachen 	MANDAT2UNI1	assign authority to	0.6022314429283142	iwwerzeegen Autoritéit
manipuléieren	VRB	to manipulate	to influence	mat sengem Gerieds huet hie vill Leit kënne manipuléieren 	MANIPULEIEREN1UNI2	control (others or oneself) or influence skillfully, usually to one's advantage	0.6098093390464783	Kontrolléieren (anerer oder sech selwer) oder beherrschen, normalerweis zu engem Virdeel
Mann	SUBST	man	male person	d'Toilettë fir Männer a Frae si getrennt 	MANN1UNI1	a male subordinate	0.6941369771957397	e männleche Subordinat
Mann	SUBST	man	male person	hie stellt säi Mann ! 	MANN1UNI1_EGS	a male subordinate	0.6941369771957397	e männleche Subordinat
mann	ADV	little	barely enough, not much	d'Iesse war gutt, mee et war e bësse mann 	MANN3UNI1	not much	0.6418495774269104	net vill
männlech	ADJ	masculine	grammatical gender	am Lëtzebuergesche gëtt et Substantiven, déi esouwuel männlech ewéi och weiblech sinn 	MANNLECH1UNI2	of grammatical gender	0.9097581505775452	vum grammatesche Geschlecht
Manöver	SUBST	manoeuvres	military exercise	am Laf vum Manöver waren d'Zaldoten extreeme Situatiounen ausgesat 	MANOVER1UNI1	a military training exercise	0.9079247713088988	eng militäresch Trainingsübung
Manuskript	SUBST	manuscript	written by hand	an der Bibliothéik leie Manuskripter aus dem 12. Joerhonnert 	MANUSKRIPT1UNI1	handwritten book or document	0.7417823076248169	Handgeschriwwe Buch oder Dokument
Maquette	SUBST	model	small-scale representation	an der Ausstellung ginn d'Maquettë vu verschiddene Buergen a Schlässer gewisen 	MAQUETTE1UNI1	representation of something (sometimes on a smaller scale)	0.7732459902763367	Repräsentatioun vun eppes (heiansdo op engem méi klenge Skala)
Maquillage	SUBST	make-up	cosmetics	wéinst menger empfindlecher Haut huelen ech kee bëllege Maquillage 	MAQUILLAGE1UNI1	cosmetics applied to the face to improve or change your appearance	0.6950075626373291	Kosmetik, déi op d'Gesiicht applizéiert gëtt, fir Äert Ausgesinn ze verbesseren oder ze änneren
