lemma	pos	de_word	de_definition	sentence	wn_definition
Leidenschaft	SUBST	Leidenschaft	Steckenpferd	d'Molerei ass hir grouss Leidenschaft 	psychischer Antrieb
leidenschaftlech	ADJ	leidenschaftlich	begeistert	hien ass e leidenschaftleche Kach 	durch intensive Emotionen gekennzeichnet
leidenschaftlech	ADJ	leidenschaftlich	äußerst emotional, heftig	seng leidenschaftlech Léift bréngt e bal ëm de Verstand 	durch intensive Emotionen gekennzeichnet
leiebleiwen	VRB	umkommen	sterben	mäi Papp ass bei engem Autosaccident leiebliwwen 	eine Verderbnis zu verursachen
leien	VRB	liegen	in waagerechter Lage	d'Kanner leie schonn am Bett 	eine mehr oder weniger horizontal ausgerichtete Lage einnehmen
leien	VRB	liegen	betragen	d'Asätz leien alleguer ëm honnert Euro 	eine mehr oder weniger horizontal ausgerichtete Lage einnehmen
leien	VRB	liegen an	zurückzuführen sein auf	wouru läit et, datt s du ëmmer ze spéit kënns? 	einen früheren Zustand nach einem finanziellen Verlust wiederherstellen
leien	VRB	liegen	der Vorliebe, der Begabung entsprechen	d'Mole louch mir nach ni 	eine mehr oder weniger horizontal ausgerichtete Lage einnehmen
leien	VRB	liegen	in waagerechter Lage	an der Klinick leien déi meescht Patienten zu zwee an engem Zëmmer 	eine mehr oder weniger horizontal ausgerichtete Lage einnehmen
leien	VRB	liegen	sich befinden	d'Schlëssele leien am ënneschten Tirang 	eine mehr oder weniger horizontal ausgerichtete Lage einnehmen
leien	VRB	liegen	sich befinden	an der Vakanz leien d'Kanner de ganzen Dag op der Strooss 	eine mehr oder weniger horizontal ausgerichtete Lage einnehmen
leien	VRB	liegen	sich erstrecken	op den Diech läit eng dënn Kusch Schnéi 	eine mehr oder weniger horizontal ausgerichtete Lage einnehmen
leien	VRB	liegen	in einem bestimmten Zustand	eis Saache leien all prett 	eine mehr oder weniger horizontal ausgerichtete Lage einnehmen
leien	VRB	liegen	zeitlich angesiedelt sein	mäi Gebuertsdag läit matzen an der Grousser Vakanz 	eine mehr oder weniger horizontal ausgerichtete Lage einnehmen
Leier	SUBST	Leier	Musikinstrument	d'Leier ass en aalt Museksinstrument 	eine Harfe, die von den alten Griechen als Begleitinstrument verwendet wurde
Leier	SUBST	Leier	wiederholte Äußerung	si kënnt ëmmer mat där selwechter Leier 	eine Harfe, die von den alten Griechen als Begleitinstrument verwendet wurde
Léier	SUBST	Lehre	Ausbildung	hien huet eng Léier als Drécker ugefaangen 	System, bei dem der oder die Auszubildende teils im Betrieb und teils in der Berufsschule ausgebildet wird
Léier	SUBST	Lehre	Lektion	ech hoffen, du hues eng Léier aus där Geschicht gezunn! 	eine Doktrin, die gelehrt wird
Léierbouf	SUBST	Lehrling	Auszubildender	de Patron huet dem Léierbouf eng Stonn éischter fräiginn 	arbeitet für einen Experten, um einen Beruf zu erlernen
léieren	VRB	lernen	sich aneignen, erlernen	ech sinn an engem Cours, fir Lëtzebuergesch ze léieren 	Student eines bestimmten Faches sein
léieren	VRB	lernen	sich Wissen aneignen	eisen Eelste léiert liicht 	Student eines bestimmten Faches sein
léieren	VRB	lernen	ein Handwerk	ech hunn an der Handwierkerschoul fir Elektriker geléiert 	Student eines bestimmten Faches sein
léieren	VRB	lehren	beibringen	de Schoulmeeschter léiert d'Kanner schreiwen 	hören und verstehen
léieren	VRB	lehren	beibringen	dat do léiert dech! 	hören und verstehen
Léierin	SUBST	Lehrerin	Grundschullehrerin	virun der Stonn huet d'Léierin d'Hefter verdeelt 	ein Lehrer an einer Schule unterhalb des Hochschulniveaus
Léierjong	SUBST	Lehrling	Auszubildender	de Meeschter bréngt mat vill Gedold de Léierjongen d'Handwierk bäi 	arbeitet für einen Experten, um einen Beruf zu erlernen
Léiermeedchen	SUBST	Lehrling	Auszubildende	mäi Coiffer huet zwee Léiermeedercher agestallt 	arbeitet für einen Experten, um einen Beruf zu erlernen
Léiermeeschter	SUBST	Lehrmeister	Meister im Handwerk	ech hat a mengem Beruff e gudde Léiermeeschter 	ein Künstler mit vollendetem Können
Leif	SUBST	Leib	Körper	vun Angscht hunn ech um ganze Leif geziddert 	der Körper ohne Kopf, Hals und Gliedmaßen
Leif	SUBST	Leib	Körper	hien huet keng Rou am Leif 	der Körper ohne Kopf, Hals und Gliedmaßen
léif	ADJ	lieb	Person	seng nei Frëndin ass emol eng léif Fra! 	von mäßiger Steilheit gekennzeichnet
léif	ADJ	lieb	Verhalten	dat ass léif vun Iech! 	von mäßiger Steilheit gekennzeichnet
léif	ADJ	lieb	Verhalten	si hunn hir léif Méi mat hirem neien Hond 	von mäßiger Steilheit gekennzeichnet
léif	ADJ	lieb	sehr geehrt	léif Invitéen, ech begréissen Iech ganz häerzlech bei dëser Ausstellung! 	zutiefst geehrt
Léift	SUBST	Liebe	Gefühl	d'Eltere bekëmmere sech mat vill Léift ëm hir Kanner 	Gefühle der glühenden Liebe
Léift	SUBST	Liebe	Gefühl	d'Léift mécht blann! 	Gefühle der glühenden Liebe
Léift	SUBST	Liebe	Passion	dem Kënschtler seng Léift zur Natur gesäit een a sengen Tabloen 	Gefühle der glühenden Liebe
Léift	SUBST	Liebe	geliebter Mensch	weess de, datt deng eelst Schwëster meng éischt grouss Léift war? 	jedes Objekt der warmen Zuneigung oder Hingabe
léinen	VRB	leihen	zur Verfügung stellen	ech hunn näischt fir ze schreiwen, kanns de mer däi Bic léinen ? 	weitergeben
léinen	VRB	leihen	entleihen	ech hu mer an der Bibliothéik e Buch geléint 	weitergeben
Leinwand	SUBST	Leinwand	Projektionswand	fir d'Weltmeeschterschaft am Fussball ze kucken, ass an der Wiss eng grouss Leinwand opgeriicht ginn 	weiße oder versilberte Oberfläche, auf die Bilder zur Ansicht projiziert werden können.
léisen	VRB	lösen	durch Rechnen	d'Schüler hunn iwwer eng Stonn gebraucht, fir déi Rechenaufgab ze léisen 	die Fesseln zu lösen
léisen	VRB	lösen	klären	probéier, deng Problemer mat dengen Elteren ze léisen ! 	die Fesseln zu lösen
Léisung	SUBST	Lösung	Antwort, Ausweg	kommt, mir sichen zesummen no enger Léisung ! 	eine Methode zur Behebung eines Problems
Léisung	SUBST	Lösung	Flüssigkeit	déi Léisung wiesselt d'Faarf, wann een se waarm mécht 	eine Methode zur Behebung eines Problems
Leit	SUBST	Leute	Arbeitskräfte, Angestellte	den Entreprener huet zwee nei Leit agestallt 	Mitglieder einer Familienlinie
Leit	SUBST	Leute	Familienangehörige	wat soen deng Leit , wann s du dech esou opféiers? 	Mitglieder einer Familienlinie
Leitmotiv	SUBST	Leitmotiv	künstlerisches Mittel	dës dramatesch Melodie ass d'Leitmotiv am Komponist senger fënnefter Sinfonie 	eine melodische Phrase, die das Wiederauftauchen einer Person oder Situation begleitet (wie in Wagners Opern)
Leitmotiv	SUBST	Leitmotiv	Leitgedanke	déi sozial Gerechtegkeet ass d'Leitmotiv vun der neier Partei 	eine melodische Phrase, die das Wiederauftauchen einer Person oder Situation begleitet (wie in Wagners Opern)
Leitung	SUBST	Leitung	Kabel	ech verstinn dech net gutt, well et stänneg an der Leitung kréckelt 	eine Telefonverbindung
Leitung	SUBST	Leitung	Rohr	eis Leitunge waren de Wanter gefruer 	eine Telefonverbindung
Leitung	SUBST	Leitung	Rohr	deen do huet eng laang Leitung ! 	eine Telefonverbindung
Léiw	SUBST	Löwe	Tier	op eiser Safari hu mir vill Léiwe gesinn 	große, gesellige Raubkatze Afrikas und Indiens mit gelbbraunem Fell und zotteliger Mähne bei den Männchen
Léiw	SUBST	Löwe	Tier	hien huet sech gewiert ewéi e Léiw ! 	große, gesellige Raubkatze Afrikas und Indiens mit gelbbraunem Fell und zotteliger Mähne bei den Männchen
Léiw	SUBST	Löwe	Sternzeichen	de Léiw ass eent vun den zwielef Stärenzeechen 	(Astrologie) eine Person, die geboren ist, während die Sonne im Löwen steht
léiwer	ADV	lieber	eher	ech kafe meng Autoe léiwer an enger klenger Garage ewéi an enger grousser 	"(Komparativ von ""gut"") besser als ein anderer (der gleichen Klasse oder Reihe oder Art) in Exzellenz oder Qualität oder Erwünschtheit oder Eignung; höher qualifiziert als ein anderer"
léiwer	ADV	lieber	besser, nach Möglichkeit	gëff him léiwer keen Alkohol méi ze drénken, hien ass scho voll genuch! 	"(Komparativ von ""gut"") besser als ein anderer (der gleichen Klasse oder Reihe oder Art) in Exzellenz oder Qualität oder Erwünschtheit oder Eignung; höher qualifiziert als ein anderer"
Lektioun	SUBST	Lektion	Lerneinheit	hie wousst seng Lektioun auswenneg 	planmäßiges, regelmäßiges Vermitteln von Kenntnissen, Fertigkeiten durch einen Lehrenden
Lektioun	SUBST	Lektion	Lehre	deng Blamage soll der eng Lektioun sinn! 	planmäßiges, regelmäßiges Vermitteln von Kenntnissen, Fertigkeiten durch einen Lehrenden
Lektür	SUBST	Lektüre	das Lesen	bei der Lektür vun engem spannende Krimi kann ech mech am beschten entspanen 	etwas, das gelesen wird
Lektür	SUBST	Lektüre	Lesestoff	dat heite Buch kann ech der als Lektür nëmme recommandéieren 	etwas, das gelesen wird
Léngent	SUBST	Leinen	Leinengewebe	de Wiewer verschafft de Fluess zu Léngent 	ein aus den Fasern der Flachspflanze gewebter Stoff
Léngt	SUBST	Leine	Hundeleine	am Park muss de däin Hond un der Léngt halen 	eine leichte Schnur
Léngt	SUBST	Leine	Hundeleine	mir mussen hien un d'Léngt huelen 	eine leichte Schnur
Léngt	SUBST	Leine	Wäscheleine	deng Box ass gewäsch, mee se hänkt nach un der Léngt 	eine leichte Schnur
Lëns	SUBST	Linse	Hülsenfrucht	wéi laang muss een d'Lënse kachen, bis datt se mëll sinn? 	die Linse oder das Linsensystem in einem Teleskop oder Mikroskop, das dem betrachteten Objekt am nächsten ist
Lëns	SUBST	Linse	Kontaktlinse	mat sengen neie Lënse gesäit hien elo vill besser 	die Linse oder das Linsensystem in einem Teleskop oder Mikroskop, das dem betrachteten Objekt am nächsten ist
Lëns	SUBST	Linse	zum Brechen des Lichts	d'Lëns vu mengem Vergréisserungsglas ass total verdreckst 	die Linse oder das Linsensystem in einem Teleskop oder Mikroskop, das dem betrachteten Objekt am nächsten ist
Lëns	SUBST	Linse	Augenlinse	d'Lëns gëtt mam Alter ëmmer manner duerchsiichteg 	die Linse oder das Linsensystem in einem Teleskop oder Mikroskop, das dem betrachteten Objekt am nächsten ist
Lëscht	SUBST	Liste	schriftliche Aufstellung	maach emol eng Lëscht mat deene Saachen, déi mer fir d'Vakanz brauchen! 	der Akt des Zählens; das Aufzählen von Zahlen in aufsteigender Reihenfolge
Lëscht	SUBST	Liste	Wahlliste	mir hu genee esou vill Fraen ewéi Männer op eiser Lëscht fir d'Parlamentswalen 	der Akt des Zählens; das Aufzählen von Zahlen in aufsteigender Reihenfolge
lescht	ADJ	letzte	zeitlich	well mir de leschte Bus verpasst haten, ass meng Mamm eis siche komm 	eine endgültige oder abschließende Regelung liefern oder sein
lescht	ADJ	letzte	zeitlich	dee behëlt sech ewéi de leschte Mënsch! 	eine endgültige oder abschließende Regelung liefern oder sein
lescht	ADJ	letzte	vorige	hie war d'lescht Woch bei senger Tatta op Besuch 	eine endgültige oder abschließende Regelung liefern oder sein
lescht	ADJ	letzte	räumlich	hie wunnt am leschten Haus vun eiser Strooss 	eine endgültige oder abschließende Regelung liefern oder sein
lescht	ADJ	letzte	in einer Rangfolge	ech si beim Molconcours dat Lescht ginn 	eine endgültige oder abschließende Regelung liefern oder sein
Lëtzebuerg	NP	Luxemburg	Luxemburg-Stadt	d'Haaptstad vum Groussherzogtum Lëtzebuerg heescht och Lëtzebuerg 	die Hauptstadt und größte Stadt Luxemburgs
Levée	SUBST	Aufhebung	Außerkraftsetzung	d'Chamber huet der Levée vum Deputéierte senger Immunitéit zougestëmmt 	der Vorgang, etwas zu unterbrechen
Lexikon	SUBST	Lexikon	Nachschlagewerk	ech hu mer en neie Lexikon kaaft 	ein Nachschlagewerk, das eine alphabetische Liste von Wörtern mit Informationen über sie enthält
Lexikon	SUBST	Lexikon	Nachschlagewerk	hien ass e liewege Lexikon 	ein Nachschlagewerk, das eine alphabetische Liste von Wörtern mit Informationen über sie enthält
Libell	SUBST	Libelle	Insekt	beim Weier gesäit ee vill Libellen 	Libellen und Junglibellen
liberal	ADJ	liberal	freigeistig, freiheitlich	verschidde Leit hunn eng liberal Astellung zum Konsum vun Drogen 	mit politischen oder sozialen Ansichten, die Reformen und Fortschritt befürworten
liberal	ADJ	liberal	den Liberalismus vertretend	d'Gewerkschafte kritiséieren déi liberal Wirtschaftspolitik 	mit politischen oder sozialen Ansichten, die Reformen und Fortschritt befürworten
liberal	ADJ	selbstständig	Beruf	dat neit Gesetz gëllt nëmme fir déi liberal Beruffer 	durch Automatisierung betrieben
Liberatioun	SUBST	Befreiung	von der Naziherrschaft	vill Fotoe vum September 1944 dokumentéieren d'Freed vun de Leit bei der Liberatioun vun der Stad 	eine Handlung, die jemanden befreit
Libhaber	SUBST	Liebhaber	Geliebter	am Roman vergëft d'Fra hiren ontreie Libhaber 	ein leidenschaftlicher Anhänger und Verehrer
Libhaber	SUBST	Liebhaber	einer Sache	ech sinn e grousse Libhaber vu klassescher Musek 	eine Person, die eine starke Vorliebe für etwas hat
Libhaber	SUBST	Liebhaber	Sexualpartner	et heescht, de Casanova wier e gudde Libhaber gewiescht 	Mann, der in einer Liebesbeziehung mit einer Frau steht
lichen	VRB	sich aufmachen	als Gast	lues a lues hunn d'Gäscht sech gelicht 	plötzlich weggehen
Lidd	SUBST	Lied	Gesangstück	d'Scouten hu beim Lagerfeier flott Lidder gesongen 	Musikalische Komposition mit Wörtern.
liddereg	ADJ	faul	arbeitsscheu	dee lidderege Kärel foutéiert de ganzen Dag näischt! 	ekelhaft schmutzig; mit anstößigen Stoffen gefüllt oder beschmiert
liddereg	ADJ	faul	arbeitsscheu	du bass esou liddereg ewéi Mëscht! 	ekelhaft schmutzig; mit anstößigen Stoffen gefüllt oder beschmiert
liesen	VRB	lesen	einen Text	ech liese grad e spannend Buch 	etwas Geschriebenes oder Gedrucktes ansehen, interpretieren und laut aussprechen
liesen	VRB	lesen	entziffern, deuten	am éischte Joer Solfège léiert een Noute liesen 	etwas Geschriebenes oder Gedrucktes ansehen, interpretieren und laut aussprechen
liesen	VRB	lesen	entziffern, deuten	hatt ka Gedanke liesen 	etwas Geschriebenes oder Gedrucktes ansehen, interpretieren und laut aussprechen
liesen	VRB	lesen	vorlesen	op der Präisiwwerreechung huet d'Schrëftstellerin (en Extrait) aus hirem Roman gelies 	etwas Geschriebenes oder Gedrucktes ansehen, interpretieren und laut aussprechen
liesen	VRB	lesen	das Lesen beherrschen	mäi klenge Brudder léiert liesen 	etwas Geschriebenes oder Gedrucktes ansehen, interpretieren und laut aussprechen
liesen	VRB	lesen	Trauben	haut hu mer de ganzen Dag Rivaner gelies 	etwas Geschriebenes oder Gedrucktes ansehen, interpretieren und laut aussprechen
lieweg	ADJ	lebendig	lebend	all Déierefrënd wiert sech géint Experimenter u liewegen Déieren 	Leben besitzend
lieweg	ADJ	lebendig	lebend	hien hëlt et vun de Liewegen ! 	Leben besitzend
lieweg	ADJ	lebendig	lebhaft	hiren Eelste war schonn ëmmer e ganz liewegt Kand 	naturgetreu; lebensecht
Liewen	SUBST	Leben	das Lebendigsein	um Mound ass nach kee Liewe fonnt ginn 	ein Motiv für das Leben
Liewen	SUBST	Leben	das Lebendigsein	et ass ee senges Liewens net méi sécher! 	ein Motiv für das Leben
Liewen	SUBST	Leben	Lebenszeit	déi eeler Koppel kuckt op en erfëllt Liewen zeréck 	ein Motiv für das Leben
Liewen	SUBST	Leben	Lebenszeit	esou ass d'Liewen ! 	ein Motiv für das Leben
Liewen	SUBST	Leben	Lebensweise	meng Grousseltere féieren op hirem klenge Bauerenhaff en einfacht Liewen 	ein Motiv für das Leben
Liewen	SUBST	Leben	Lebensweise	hie féiert e Liewen ewéi Gott am Frankräich 	ein Motiv für das Leben
Liewen	SUBST	Leben	Geschehen, lebhaftes Treiben	ech interesséiere mech staark fir dat gesellschaftlecht Liewen an eisem Land 	ein Motiv für das Leben
liewen	VRB	leben	lebendig sein	ären Hond gesäit schlecht aus, ech mengen, dee lieft net méi laang 	Leben haben, lebendig sein
liewen	VRB	leben	lebendig sein	et lieft een nëmmen eng Kéier! 	Leben haben, lebendig sein
liewen	VRB	leben	sein Leben führen	zënter hien decidéiert huet, méi gesond ze liewen , ësst e keng Séissegkeete méi 	Leben haben, lebendig sein
liewen	VRB	leben	wohnen	seng Famill lieft an engem klengen Duerf an de Bierger 	wohnen und essen in oder an einem Ort
Liewenslaf	SUBST	Lebenslauf	Curriculum Vitae	am Virstellungsgespréich wollt de Personalchef méi iwwer mäi Liewenslaf wëssen 	eine Zusammenfassung Ihres akademischen und beruflichen Werdegangs
Liewenslaf	SUBST	Lebenslauf	Dokument	maach e puer Kopië vun dengem Liewenslaf , déi kann een ëmmer gebrauchen! 	eine Zusammenfassung Ihres akademischen und beruflichen Werdegangs
Liewensraum	SUBST	Lebensraum	Biotop	duerch d'Ëmweltverschmotzung gëtt eise Liewensraum zerstéiert 	der ursprüngliche Lebensraum oder die Heimat eines Tieres oder einer Pflanze
Liga	SUBST	Liga	Bund	d'Liga vun den Ëmweltschützer sammelt Ënnerschrëfte géint de Staudamm 	der Akt der Bildung eines Bündnisses oder einer Konföderation
liicht	ADJ	leicht	Gewicht	dro du déi liicht Këschten, ech droen déi schwéier! 	mit relativ wenig Kalorien
liicht	ADJ	leicht	Gewicht	hien huet eng liicht Hand! 	mit relativ wenig Kalorien
liicht	ADJ	leicht	schwach, geringfügig	ech hu liichte Kappwéi 	(für Boden) locker und großkörnig in der Konsistenz
liicht	ADJ	leicht	einfach	dat do war awer eng liicht Aufgab! 	nicht schwierig
liicht	ADJ	leicht	einfach	huel deng Examen net op déi liicht Schëller! 	nicht schwierig
liicht	ADJ	leicht	bekömmlich, verdaulich	wann et waarm ass, dann iessen ech léiwer eppes Liichtes 	leicht im Verdauungskanal assimilierbar; nicht reichhaltig oder stark gewürzt
liicht	ADJ	leicht	Kleidungsstück	bei där Hëtzt doen ech nëmmen e liichte Paltong un 	(für Boden) locker und großkörnig in der Konsistenz
Liicht	SUBST	Luke	Dachluke, Kellerluke	um Späicher reent et zu enger Liicht eran 	ein mit einer Luke versehener Eingang, insbesondere ein Durchgang zwischen den Decks eines Schiffes
Liichtegkeet	SUBST	Leichtigkeit	Mühelosigkeit	de Cyclist huet de Bierg mat Liichtegkeet geholl 	Leichtigkeit in Bewegung oder Verhalten
liichten	VRB	leuchten	strahlen	meng Auer liicht an der Däischtert 	schimmern oder leuchten mit Unterbrechungen
liichten	VRB	leuchten	mit einer Lichtquelle	liicht emol mat der Täscheluucht heihin! 	schimmern oder leuchten mit Unterbrechungen
liichtsënneg	ADJ	leichtsinnig	leichtfertig	eise Leeëndecker ass esou liichtsënneg , et ass e Wonner, datt en nach net vum Daach getrollt ass! 	unangemessener Leichtsinn
Limitt	SUBST	Grenze	Begrenzung	d'Limitte vum Terrain kann een um Kadasterplang nokucken 	die Begrenzungslinie oder der Bereich unmittelbar innerhalb der Begrenzung
Limitt	SUBST	Limit	des Zulässigen, Äußerstes	beim Marathon ass de Leefer un seng Limitte gestouss 	die größte Menge von etwas, die möglich oder erlaubt ist
Limitt	SUBST	Limit	des Zulässigen, Äußerstes	beim Marathon ass de Leefer u seng Limitte gestouss 	die größte Menge von etwas, die möglich oder erlaubt ist
Limonad	SUBST	Limonade	Getränk	fir d'Kanner gouf et um Fest Gebuertsdagskuch a Limonad 	gesüßtes Getränk aus Limettensaft und Wasser
Limousine	SUBST	Limousine	Pkw der oberen Preisklasse	d'Noperen hu gestaunt, wéi ech aus där décker Limousine geklomme sinn 	ein geschlossenes Auto mit Vorder- und Rücksitzen und zwei oder vier Türen
Linn	SUBST	Linie	eines öffentlichen Verkehrsmittels	déi nei Linn ass d'lescht Woch a Betrib geholl ginn 	Die Richtung oder der Weg, an dem sich etwas bewegt oder entlang dem etwas liegt
Linn	SUBST	Leitung	Telefonleitung	gedëllegt Iech wannechgelift, all eis Linne sinn am Moment besat! 	eine Telefonverbindung
Linn	SUBST	Linie	Figur, Form	ech muss op meng Linn oppassen 	 formuliertes Gedankengerüst zur Realisierung von etwas
Linn	SUBST	Linie	Konzept, Richtung	eis Firma huet eng streng Linn 	Die Richtung oder der Weg, an dem sich etwas bewegt oder entlang dem etwas liegt
Linn	SUBST	Linie	Strich	de Gol zielt net, well de Ball net hanner der Linn war 	Die Richtung oder der Weg, an dem sich etwas bewegt oder entlang dem etwas liegt
Liquidatioun	SUBST	Liquidation	eines Unternehmens	d'Liquidatioun vun der bankrotter Entreprise léisst sech net méi ëmgoen 	Beendigung eines Geschäftsbetriebs durch Verwendung des Vermögens zur Tilgung der Verbindlichkeiten
liquidéieren	VRB	liquidieren	ein Unternehmen	déi bankrott Entreprise ass amgaang, liquidéiert ze ginn 	verschenken, verkaufen oder an einen anderen übertragen
liquidéieren	VRB	liquidieren	beseitigen	beim Plënneren hu mer déi al Miwwele liquidéiert 	eliminieren
Litanei	SUBST	Litanei	langatmige Aufzählung	wéi de Riedner endlech mat senger Litanei fäerdeg war, konnten d'Leit Froe stellen 	ein Gebet zu Gott im Namen einer anderen Person
Literatur	SUBST	Literatur	Belletristik	de Roman ass dee Genre Literatur , deen ech am léifsten hunn 	Hauptteil eines schriftlichen Werkes
Literatur	SUBST	Literatur	Fachliteratur	an der Literatur zu deem Theema ass dëse Begrëff net definéiert 	Hauptteil eines schriftlichen Werkes
Lithium	SUBST	Lithium	chemisches Element	d'Element Lithium gehéiert zum Grupp vun den Alkalimetaller 	ein weiches, silberweißes, einwertiges Element aus der Gruppe der Alkalimetalle; das leichteste bekannte Metall; kommt in verschiedenen Mineralien vor
liwweren	VRB	liefern	eine Ware	Är Commande gëtt muer geliwwert 	mit Proviant versorgen
liwweren	VRB	liefern	eine Ware	du hues mech un d'Messer geliwwert ! 	mit Proviant versorgen
liwweren	VRB	liefern	erzeugen	deen Atomreakter liwwert Stroum fir d'ganz Regioun 	mit Proviant versorgen
Liwwerung	SUBST	Lieferung	Ware	mir kënnen dës Liwwerung net unhuelen, well se beim Transport beschiedegt gouf 	Anbieten von Waren und Dienstleistungen zum Verkauf
Liwwerung	SUBST	Lieferung	Zustellung	et gëtt eréischt bei der Liwwerung bezuelt 	die Übergabe eines Schriftstücks oder einer Vorladung an jemanden
Lo	SUBST	Lage	Schicht	a mengem Gratin kënnt no all Lo Gromperen eng Lo Kéis 	eine allgemeine Umgebung
Lobby	SUBST	Lobby	Interessengemeinschaft	d'Jeeër hunn an deem Land eng staark Lobby 	Gruppe von Personen, die versuchen, aktiv Einfluss auf die Gesetzgebung zu nehmen
Lobby	SUBST	Lobby	Empfangshalle	mir hu Rendez-vous mat eisem Guide an der Lobby 	ein großer Eingangs- oder Empfangsraum oder -bereich
Lockerung	SUBST	Lockerung	von Zwangsmaßnahmen	d'Regierung huet eng Lockerung vun de Sécherheetsmoossnamen ugekënnegt 	ein Gefühl von erfrischender Ruhe und Abwesenheit von Anspannung oder Sorgen
Loft	SUBST	Luft	gasförmiger Stoff	um Land ass méi eng gesond Loft ewéi an der Stad 	die Luft, die beim Atmen ein- und ausgeatmet wird
Loft	SUBST	Luft	gasförmiger Stoff	hien huet mech op der Party ewéi Loft behandelt 	die Luft, die beim Atmen ein- und ausgeatmet wird
Loft	SUBST	Luft	Himmel, freier Raum	hie ballert an d'Loft , fir d'Kréien ze verjoen 	die Luft, die beim Atmen ein- und ausgeatmet wird
Loft	SUBST	Luft	Himmel, freier Raum	dee Plang hänkt nach an der Loft 	die Luft, die beim Atmen ein- und ausgeatmet wird
Loft	SUBST	Luft	Wind	haut war zimmlech vill Loft dobaussen 	die Luft, die beim Atmen ein- und ausgeatmet wird
Loftdrock	SUBST	Luftdruck	atmosphärischer Druck	de Loftdrock soll an den nächsten Deeg klammen 	der Druck, der von der Atmosphäre ausgeübt wird
Loftdrock	SUBST	Luftdruck	Druckwelle	duerch de Loftdrock vun der Explosioun hu bei eis d'Fënstere geziddert 	der Druck, der von der Atmosphäre ausgeübt wird
logéieren	VRB	unterbringen	beherbergen	mir haten eise Besuch bei Frënn logéiert 	mit etwas Gewünschtem oder Benötigtem versorgen
logesch	ADJ	logisch	folgerichtig	seng logesch Iwwerleeunge ware fir jidderee verständlech 	fähig, klar und konsequent zu denken und sich auszudrücken
logesch	ADJ	logisch	einleuchtend	ech fannen et logesch , datt e Kand Täschegeld kritt 	fähig, klar und konsequent zu denken und sich auszudrücken
Logiciel	SUBST	Programm	Software	déi nei Versioun vun deem Logiciel kann net op mäin ale Computer installéiert ginn 	Folge von Anweisungen für einen Computer
Logik	SUBST	Logik	Wissenschaft	ech war ëmmer schlecht an der Logik 	Die Vernunft betreffend.
Logik	SUBST	Logik	Folgerichtigkeit, Gedankenfolge	d'Logik vun där Saach liicht mir net an 	Die Vernunft betreffend.
Logistik	SUBST	Logistik	Organisation	hien ass fir d'Logistik vum Betrib zoustänneg 	Abwicklung eines Vorgangs, der die Bereitstellung von Arbeitskräften und Materialien beinhaltet, die bei Bedarf bereitgestellt werden.
Lokal	SUBST	Lokal	Versammlungsraum	vill Veräiner sichen e passend Lokal fir hir Aktivitéiten 	ein Gebäude in das man zum Essen geht
Lomp	SUBST	Lumpen	Kleidung	en huet nëmme Lompe fir unzedoen 	ein kleines Stück Stoff
loossen	VRB	lassen	(vorübergehend) überlassen	kanns de mer d'Buch bis muer loossen ? 	Etwas nicht tun.
loossen	VRB	lassen	an einem bestimmten Ort	ech hunn den Auto doheem an der Garage gelooss , well ech den Owend gär e Patt drénken 	Etwas nicht tun.
loossen	VRB	lassen	gestatten	looss hien dach emol ausschwätzen! 	Dafür sorgen, dass etwas mit dem geltenden Recht vereinbar ist; etwas legal machen.
loossen	VRB	lassen	gestatten	wien huet ee gelooss ? 	Dafür sorgen, dass etwas mit dem geltenden Recht vereinbar ist; etwas legal machen.
loossen	VRB	lassen	zugestehen	looss mer nach e bëssen Zäit fir ze iwwerleeën! 	Etwas nicht tun.
loossen	VRB	lassen	in einem bestimmten Zustand	mir loossen dat Zëmmer, wéi et ass 	Dafür sorgen, dass etwas mit dem geltenden Recht vereinbar ist; etwas legal machen.
loossen	VRB	lassen	veranlassen, bewirken, dass	mir loossen d'Iesse fir d'Kommioun vum Traiteur kommen 	Dafür sorgen, dass etwas mit dem geltenden Recht vereinbar ist; etwas legal machen.
Lorber	SUBST	Lorbeer	Baum	a Südfrankräich hu mer e Lorber niewent eis Terrass geplanzt 	getrocknetes Blatt des Lorbeers
Lorber	SUBST	Lorbeer	Gewürz	ech hunn de Goût vum Lorber gär an denger Zooss 	getrocknetes Blatt des Lorbeers
Lorberblat	SUBST	Lorbeerblatt	Gewürz	ech maachen ëmmer zwee Lorberblieder a meng Tomatenzooss 	getrocknetes Blatt des Lorbeers
Loscht	SUBST	Lust	Verlangen	ech hätt nawell Loscht op e Stéck Taart! 	ein bestimmtes Gefühl des Verlangens
Lou	SUBST	Lohe	Eichenrinde	d'Lou gouf gebraucht, fir d'Déierenhait ze gierwen 	der Verbrennungsprozess von brennbaren Materialien, bei dem Hitze und Licht und (oft) Rauch entstehen
Louder	SUBST	Luder	Miststück	a wéi konnt deen esou eng Louder bestueden? 	eine Taubenattrappe, die als Lockvogel verwendet wird
louder	ADJ	verdammt	verflixt	ech kréien déi louder Tirett net op! 	wird als Schimpfwort verwendet
Loun	SUBST	Lohn	Bezahlung	d'Aarbechter kruten haut hire Loun iwwerwisen 	Vergütung für eine geleistete Arbeit.
Loun	SUBST	Lohn	Belohnung	als Loun fir seng vill Aarbecht am Kommitee krut hien eng Auer geschenkt 	Vergütung für eine geleistete Arbeit.
