lemma_x	pos_x	en_word_x	en_definition_x	sentence_x	code	wn_definition_x	confidence_x	lemma_y	pos_y	en_word_y	en_definition_y	sentence_y	wn_definition_y	confidence_y	lux_definition
Ravitaillement	SUBST	provisions	supplies of food	eis Cheftaine ass responsabel fir de Ravitaillement 	RAVITAILLEMENT1UNI1	a stock or supply of foods	0.6464765667915344	Ravitaillement	SUBST	provisions	supplies of food	eis Cheftaine ass responsabel fir de Ravitaillement 	supply with provisions	0.6801781058311462	Mat Liewensmëttel versuergen
Rechnung	SUBST	bill	money owed	ech fäerte ganz, de Schräiner mécht eis eng déck Rechnung ! 	RECHNUNG1UNI2	an itemized statement of money owed for goods shipped or services rendered	0.5534155368804932	Rechnung	SUBST	bill	money owed	ech fäerte ganz, de Schräiner mécht eis eng déck Rechnung ! 	demand payment	0.7039546370506287	Opfuerderung fir ze bezuelen
redresséieren	VRB	to redress	to remedy, to improve	d'Regierung versicht, déi katastrophal finanziell Situatioun ze redresséieren 	REDRESSEIEREN1UNI2	make reparations or amends for	0.4585976600646972	redresséieren	VRB	to redress	to remedy, to improve	d'Regierung versicht, déi katastrophal finanziell Situatioun ze redresséieren 	act of correcting an error or a fault or an evil	0.6446934342384338	Handlung fir e Feeler, e Mangel oder eppes Schlechtes erëm an d'Rei ze bréngen.
Requête	SUBST	petition	request to a court	d'Affekotin huet beim Geriicht eng Requête gemaach, fir Asiicht an en Dossier ze kréien 	REQUETE1UNI1	a formal message requesting something that is submitted to an authority	0.563791811466217	Requête	SUBST	petition	request to a court	d'Affekotin huet beim Geriicht eng Requête gemaach, fir Asiicht an en Dossier ze kréien 	write a petition for something to somebody; request formally and in writing	0.6123863458633423	Eng schrëftlech Demande un eng Persoun riichten, fir eppes op eng formell Manéier ze froen.
Revendicatioun	SUBST	demand	claim	de Minister ass a senger Ried net op d'Revendicatioune vun de Gewerkschaften agaangen 	REVENDICATIOUN1UNI1	the act of demanding	0.3117947578430176	Revendicatioun	SUBST	demand	claim	de Minister ass a senger Ried net op d'Revendicatioune vun de Gewerkschaften agaangen 	lay legal claim to	0.6389720439910889	Eng gesetzlech Fuerderung op eppes erhiewen
richen	VRB	to smell	to perceive odours	d'Schlaange riche mat der Zong 	RICHEN1UNI4	inhale the odor of; perceive by the olfactory sense	0.7821034789085388	richen	VRB	to smell	to perceive odours	d'Schlaange riche mat der Zong 	the act of perceiving the odor of something	0.8141946196556091	d'Handlung, den Doft vun eppes mat der Nues ze spieren
riicht	ADJ	straight	in a straight line	kee weess, firwat de Chauffer op där riichter Strooss an de Gruef gerëtscht ass 	RIICHT1UNI1	successive (without a break)	0.3531259596347809	riicht	ADJ	straight	in a straight line	kee weess, firwat de Chauffer op där riichter Strooss an de Gruef gerëtscht ass 	in a straight line; in a direct course	0.7651188969612122	an enger gerouder Linn; op engem direkten, ouni Ëmwee verlafende Wee
riskéieren	VRB	to risk	to be in danger of	bei der Iwwerschwemmung huet d'Bréck riskéiert zesummenzefalen 	RISKEIEREN1UNI2	expose to a chance of loss or damage	0.5303194522857666	riskéieren	VRB	to risk	to be in danger of	bei der Iwwerschwemmung huet d'Bréck riskéiert zesummenzefalen 	a source of danger; a possibility of incurring loss or misfortune	0.6791468262672424	eng Gefor oder d'Méiglechkeet, e Verloscht oder Ongléck ze erliewen
roueg	ADJ	quiet	calm, relaxed	ech freeë mech op e rouegen Owend 	ROUEG1UNI4	characterized by an absence or near absence of agitation or activity	0.4411341547966003	roueg	ADJ	quiet	calm, relaxed	ech freeë mech op e rouegen Owend 	make calm or still	0.7462055087089539	berouegen oder stëll maachen
Ruin	SUBST	ruin	destruction	dat villt Drénke féiert zum Ruin vun denger Gesondheet! 	RUIN1UNI2	destruction achieved by causing something to be wrecked or ruined	0.6803627014160156	Ruin	SUBST	ruin	destruction	dat villt Drénke féiert zum Ruin vun denger Gesondheet! 	destroy completely; damage irreparably	0.6971909999847412	komplett zerstéieren; esou beschiedegen, datt et net méi ze reparéieren ass
Rumm	SUBST	frame	picture frame	déi modern Rumm passt nawell gutt bei dat aalt Bild! 	RUMM1UNI2	a framework that supports and protects a picture or a mirror	0.4610120058059692	Rumm	SUBST	frame	picture frame	déi modern Rumm passt nawell gutt bei dat aalt Bild! 	enclose in a frame, as of a picture	0.6582432389259338	An engem Kader afaasen, wéi bei engem Bild.
sabbelen	VRB	to spill	a liquid	sabbel kee Roude Wäin op den Teppech, déi Flecke ginn net méi eraus! 	SABBELEN1UNI1	cause or allow (a liquid substance) to run or flow from a container	0.538986086845398	sabbelen	VRB	to spill	a liquid	sabbel kee Roude Wäin op den Teppech, déi Flecke ginn net méi eraus! 	liquid that is spilled	0.7411927580833435	Flëssegkeet, déi verschott gouf
sabotéieren	VRB	to sabotage	to damage, to destroy	am Krich gouf d'Eisebunnsstreck vu Resistenzler sabotéiert 	SABOTEIEREN1UNI1	destroy property or hinder normal operations	0.4254283308982849	sabotéieren	VRB	to sabotage	to damage, to destroy	am Krich gouf d'Eisebunnsstreck vu Resistenzler sabotéiert 	a deliberate act of destruction or disruption in which equipment is damaged	0.6356488466262817	eng bewosst Handlung fir eppes futti ze maachen oder ze stéieren, bei där Material beschiedegt gëtt
schaffen	VRB	to work	to do work	d'Aarbechter hu séier an effikass geschafft 	SCHAFFEN3UNI1	exert oneself by doing mental or physical work for a purpose or out of necessity	0.601800799369812	schaffen	VRB	to work	to do work	d'Aarbechter hu séier an effikass geschafft 	a place where work is done	0.6284862160682678	eng Plaz, wou ee seng Aarbecht mécht
Schank	SUBST	bone	part of the skeleton	wann hie sech béckt, da kraache seng Schanken 	SCHANK1UNI1	rigid connective tissue that makes up the skeleton of vertebrates	0.56093430519104	Schank	SUBST	bone	part of the skeleton	wann hie sech béckt, da kraache seng Schanken 	consisting of or made up of bone	0.684158980846405	aus Knache bestoend oder gemaach
Scheif	SUBST	slice	cut piece	wëllt Dir de Kéis am Stéck oder a Scheiwen ? 	SCHEIF1UNI3	a thin flat piece cut off of some object	0.6690794825553894	Scheif	SUBST	slice	cut piece	wëllt Dir de Kéis am Stéck oder a Scheiwen ? 	cut into slices	0.7233743071556091	a Scheiwe geschnidden
Schinn	SUBST	rail	for a train, for a tram	no an no sollen d'Schinnen op dëser Streck ersat ginn 	SCHINN1UNI1	short for railway	0.5725075006484985	Schinn	SUBST	rail	for a train, for a tram	no an no sollen d'Schinnen op dëser Streck ersat ginn 	travel by rail or train	0.65285724401474	mam Zuch fueren
Schläiss	SUBST	slice	cut by hand	schneit mer wannechgelift nach eng Schläiss Ham erof! 	SCHLAISS1UNI1	a wound made by cutting	0.5920979380607605	Schläiss	SUBST	slice	cut by hand	schneit mer wannechgelift nach eng Schläiss Ham erof! 	cut into slices	0.709104597568512	A Scheiwe schneiden
Schlass	SUBST	lock	fastening	wann e Schlëssel bannen um Schlass ass, kritt een d'Dier vu baussen net opgespaart 	SCHLASS1UNI1	a fastener fitted to a door or drawer to keep it firmly closed	0.5007544755935669	Schlass	SUBST	lock	fastening	wann e Schlëssel bannen um Schlass ass, kritt een d'Dier vu baussen net opgespaart 	fasten with a lock	0.6652491688728333	Mat engem Schlëssel zoumaachen.
schloen	VRB	to beat	heart, pulse	d'Häerz huet mer bis an den Hals geschloen 	SCHLOEN1UNI11	strike (a part of one's own body) repeatedly, as in great emotion or in accompaniment to music	0.3548820614814758	schloen	VRB	to beat	heart, pulse	d'Häerz huet mer bis an den Hals geschloen 	the rhythmic contraction and expansion of the arteries with each beat of the heart	0.6396744251251221	dat rhythmescht Zesummenzéien an Ausdeene vun den Aderen bei all Häerzschlag
Schluss	SUBST	ending	conclusion, last part	dee gudde Film hat leider e kitschege Schluss 	SCHLUSS1UNI3	the last section of a communication	0.4839909672737121	Schluss	SUBST	ending	conclusion, last part	dee gudde Film hat leider e kitschege Schluss 	be the end of; be the last or concluding part of	0.6132572293281555	den Enn vun eppes sinn; dee leschten oder ofschléissenden Deel vun eppes sinn
schneiden	VRB	to cut	meat	du muss d'Fleesch géint de Fuedem schneiden 	SCHNEIDEN1UNI1	reap or harvest	0.3085020184516907	schneiden	VRB	to cut	meat	du muss d'Fleesch géint de Fuedem schneiden 	a piece of meat that has been cut from an animal carcass	0.6589562296867371	E Stéck Fleesch, dat vun engem Déierekierper ofgetrennt gouf.
Schoss	SUBST	shot	gunshot	virun enger Disko sinn hënt e puer Schëss gefall 	SCHOSS1UNI1	a solid missile discharged from a firearm	0.4870519340038299	Schoss	SUBST	shot	gunshot	virun enger Disko sinn hënt e puer Schëss gefall 	fire a shot	0.6090564131736755	mat enger Waff schéissen
Schoss	SUBST	shot	injection	den Drogéierten huet sech am Parking e Schoss gesat 	SCHOSS1UNI5	the act of putting a liquid into the body by means of a syringe	0.4901497364044189	Schoss	SUBST	shot	injection	den Drogéierten huet sech am Parking e Schoss gesat 	give an injection to	0.7870790958404541	Mat enger Nol e Medikament an de Kierper sprëtzen
schruppen	VRB	to scrub	to clean with a brush	mir hu laang misse schruppen , fir d'Trap nees propper ze kréien 	SCHRUPPEN1UNI4	clean with hard rubbing	0.6576426029205322	schruppen	VRB	to scrub	to clean with a brush	mir hu laang misse schruppen , fir d'Trap nees propper ze kréien 	the act of cleaning a surface by rubbing it with a brush and soap and water	0.6844353675842285	d'Botze vun enger Uewerfläch, andeems een se mat enger Biischt, Seef a Waasser reift
schwammen	VRB	to swim	to be able to swim, to go swimming	meng Mamm huet eréischt spéit schwamme geléiert 	SCHWAMMEN1UNI1	move as if gliding through water	0.3868856132030487	schwammen	VRB	to swim	to be able to swim, to go swimming	meng Mamm huet eréischt spéit schwamme geléiert 	the act of swimming; :	0.6942485570907593	d'Handlung sech am Waasser ze beweegen
schwammen	VRB	to swim	to move by swimming	schwamm emol e puer Ronnen, da gëss de däin Iwwerschoss un Energie lass! 	SCHWAMMEN1UNI4	move as if gliding through water	0.6677020192146301	schwammen	VRB	to swim	to move by swimming	schwamm emol e puer Ronnen, da gëss de däin Iwwerschoss un Energie lass! 	the act of swimming; :	0.7463797926902771	d'Handlung sech am Waasser ze beweegen
Seegen	SUBST	blessing	benediction	de Poopst huet de Pilger no der Mass de Seege ginn 	SEEGEN1UNI1	a ceremonial prayer invoking divine protection	0.4867934286594391	Seegen	SUBST	blessing	benediction	de Poopst huet de Pilger no der Mass de Seege ginn 	give a benediction to	0.8091305494308472	eng helleg Wonsch ausschwätzen
séier	ADJ	quick	without delay	an deem Dossier brauche mer eng séier Decisioun 	SEIER1UNI3	accomplished rapidly and without delay	0.6306957006454468	séier	ADJ	quick	without delay	an deem Dossier brauche mer eng séier Decisioun 	with little or no delay	0.6893572211265564	mat wéineg oder guer kengem Retard
séiss	ADJ	sweet	taste, smell	dëst Joer sinn d'Drauwe séiss 	SEISS1UNI1	pleasing to the senses	0.5715805292129517	séiss	ADJ	sweet	taste, smell	dëst Joer sinn d'Drauwe séiss 	the property of tasting as if it contains sugar	0.6210923790931702	d'Eegenschaft, wéi wann eppes no Zocker schmaache géif
Sëtzplaz	SUBST	seat	sitting place	an der zweeter Klass ware keng Sëtzplaze méi fräi 	SETZPLAZ1UNI1	a space reserved for sitting (as in a theater or on a train or airplane)	0.6602093577384949	Sëtzplaz	SUBST	seat	sitting place	an der zweeter Klass ware keng Sëtzplaze méi fräi 	place in or on a seat	0.6957027316093445	Plaz op engem Stull oder enger Bänk
Skizz	SUBST	sketch	drawing	den Architekt huet eng Skizz vum Haus gemaach 	SKIZZ1UNI1	preliminary drawing for later elaboration	0.6201931238174438	Skizz	SUBST	sketch	drawing	den Architekt huet eng Skizz vum Haus gemaach 	make a sketch of	0.7336860299110413	eng séier Zeechnung maachen
Slalom	SUBST	slalom	ski race	de Weltmeeschter huet och dëst Joer wëlles, de Slalom ze gewannen 	SLALOM1UNI1	a downhill race over a winding course defined by upright poles	0.5552188158035278	Slalom	SUBST	slalom	ski race	de Weltmeeschter huet och dëst Joer wëlles, de Slalom ze gewannen 	race on skis around obstacles	0.7505489587783813	Course op Schier ronderëm Hindernisser.
Soff	SUBST	drinking	alcoholism	hien ass no senger Scheedung dem Soff verfall 	SOFF1UNI1	the act of drinking alcoholic beverages to excess	0.5448379516601562	Soff	SUBST	drinking	alcoholism	hien ass no senger Scheedung dem Soff verfall 	consume alcohol	0.6008685231208801	Alkohol drénken
Spadséiergang	SUBST	walk	stroll	nom Iesse maachen ech gär e klenge Spadséiergang 	SPADSEIERGANG1UNI1	the act of walking somewhere	0.6721423268318176	Spadséiergang	SUBST	walk	stroll	nom Iesse maachen ech gär e klenge Spadséiergang 	make walk	0.7045584917068481	Zu Fouss goen.
Speck	SUBST	fat	fatty tissue	du gëss däi Speck ni lass, wann s de kee Sport méchs! 	SPECK1UNI2	a kind of body tissue containing stored fat that serves as a source of energy; it also cushions and insulates vital organs	0.5805351138114929	Speck	SUBST	fat	fatty tissue	du gëss däi Speck ni lass, wann s de kee Sport méchs! 	containing or composed of fat	0.6086218357086182	enthält oder besteet aus Fett
Spëtzt	SUBST	head	front, top position	d'Pompjeeë sinn un der Spëtzt vum Cortège gaangen 	SPETZT1UNI2	the top of something	0.591262936592102	Spëtzt	SUBST	head	front, top position	d'Pompjeeë sinn un der Spëtzt vum Cortège gaangen 	be in the front of or on top of	0.6630933880805969	ganz vir oder uewen op eppes sinn
spieren	VRB	to feel	to be aware of a sensation	ech spiere mech haut net grad an der Rei 	SPIEREN1UNI3	perceive by a physical sensation, e.g., coming from the skin or muscles	0.685939371585846	spieren	VRB	to feel	to be aware of a sensation	ech spiere mech haut net grad an der Rei 	an intuitive awareness;  or	0.7127082943916321	eng intuitivt Bewosstsinn; oder
sprangen	VRB	to jump	to leap	ech ka méi héich sprangen ewéi mäi Brudder 	SPRANGEN1UNI1	cause to jump or leap	0.5970809459686279	sprangen	VRB	to jump	to leap	ech ka méi héich sprangen ewéi mäi Brudder 	the act of jumping; propelling yourself off the ground	0.6434479355812073	d'Handlung vum Héichkommen; sech vum Buedem ofstoussen an an d'Luucht goen
Stach	SUBST	stitch	in sewing, in a suture	um Sam vun der Box sinn e puer Stéch lassgaangen 	STACH1UNI1	a link or loop or knot made by an implement in knitting, crocheting, embroidery, or sewing	0.5981242656707764	Stach	SUBST	stitch	in sewing, in a suture	um Sam vun der Box sinn e puer Stéch lassgaangen 	fasten by sewing; do needlework	0.6128537058830261	Mat Nol a Fuedem befestegen; Bitzaarbecht maachen
stapelen	VRB	to stack	to pile up	stapel d'Bicher net ze héich, soss fält de Koup ëm! 	STAPELEN1UNI1	arrange in stacks	0.4333864450454712	stapelen	VRB	to stack	to pile up	stapel d'Bicher net ze héich, soss fält de Koup ëm! 	an orderly pile	0.627807080745697	Eng uerdentlech Kopp.
stiechen	VRB	to sting	to wound with a sting	d'Kand ass vun enger Harespel gestach ginn 	STIECHEN1UNI3	deliver a sting to	0.6678600907325745	stiechen	VRB	to sting	to wound with a sting	d'Kand ass vun enger Harespel gestach ginn 	a painful wound caused by the thrust of an insect's stinger into skin	0.6822100281715393	eng schmäerzhaft Verletzung, déi entsteet, wann en Insekt säi Stachel an d'Haut stéisst
strecken	VRB	to stretch	to have a stretch	streck dech eng Kéier, da gëss de wakereg! 	STRECKEN1UNI3	extend or stretch out to a greater or the full length	0.6228488087654114	strecken	VRB	to stretch	to have a stretch	streck dech eng Kéier, da gëss de wakereg! 	the capacity for being stretched	0.6628395318984985	d'Fäegkeet fir gedeent ze ginn
streiken	VRB	to strike	to refuse to work	d'Aarbechter streiken , well se dëse Mount nach keng Pai kruten 	STREIKEN1UNI1	stop work in order to press demands	0.5971176028251648	streiken	VRB	to strike	to refuse to work	d'Aarbechter streiken , well se dëse Mount nach keng Pai kruten 	a group's refusal to work in protest against low pay or bad work conditions	0.6891776323318481	d'Weigere vun enger Grupp vu Leit, fir ze schaffen, als Protest géint niddreg Léin oder schlecht Aarbechtsbedéngungen
stréilen	VRB	to stroke	to caress	eis Kaz léisst sech net vu jidderengem stréilen 	STREILEN1UNI2	touch lightly and repeatedly, as with brushing motions	0.5922623872756958	stréilen	VRB	to stroke	to caress	eis Kaz léisst sech net vu jidderengem stréilen 	a light touch with the hands	0.6505907773971558	eng liicht Beréierung mat den Hänn
Studie	SUBST	studies	university education	als Ofschloss vu senge Studie muss de Student e Memoire schreiwen 	STUDIE1UNI2	a branch of knowledge	0.3738158941268921	Studie	SUBST	studies	university education	als Ofschloss vu senge Studie muss de Student e Memoire schreiwen 	be a student; follow a course of study; be enrolled at an institute of learning	0.6224825978279114	E Student sinn; e Cours oder eng Formatioun maachen; op enger Héichschoul oder enger anerer Bildungseinrichtung ageschriwwe sinn.
Studium	SUBST	studies	academic education	als Ofschloss vu sengem Studium muss de Student e Memoire schreiwen 	STUDIUM1UNI1	applying the mind to learning and understanding a subject (especially by reading)	0.4437118172645569	Studium	SUBST	studies	academic education	als Ofschloss vu sengem Studium muss de Student e Memoire schreiwen 	be a student; follow a course of study; be enrolled at an institute of learning	0.6434528231620789	E Student sinn; e Cours oder eng Formatioun op enger Héichschoul oder enger anerer Bildungseinrichtung maachen; ageschriwwe sinn an enger Léieranstalt.
tässelen	VRB	to stack	to pile up	ech hëllefen dem Papp hannerem Haus d'Holz tässelen 	TASSELEN1UNI2	arrange in stacks	0.4333864450454712	tässelen	VRB	to stack	to pile up	ech hëllefen dem Papp hannerem Haus d'Holz tässelen 	an orderly pile	0.627807080745697	Eng propper openee geluechte Koup.
tätowéieren	VRB	to tattoo	to mark with a tattoo	ech hu schonn zwee Piercingen, ech géif mech och gär tätowéiere loossen 	TATOWEIEREN1UNI2	stain (skin) with indelible color	0.4883621335029602	tätowéieren	VRB	to tattoo	to mark with a tattoo	ech hu schonn zwee Piercingen, ech géif mech och gär tätowéiere loossen 	a design on the skin made by tattooing	0.7227673530578613	e Muster, dat mat Faarf an d'Haut gestach gëtt
testen	VRB	to test	to check, to examine	no mengem Accident huet den Dokter meng Reflexer getest 	TESTEN2UNI1	test or examine for the presence of disease or infection	0.5792272090911865	testen	VRB	to test	to check, to examine	no mengem Accident huet den Dokter meng Reflexer getest 	the act of testing something	0.6093862056732178	d'Handlung fir eppes ze iwwerpréiwen
Ticket	SUBST	ticket	entrance, travel	mir hunn eis Tickete fir an de Kino doheem leie gelooss! 	TICKET1UNI1	a commercial document showing that the holder is entitled to something (as to ride on public transportation or to enter a public entertainment)	0.2313998341560363	Ticket	SUBST	ticket	entrance, travel	mir hunn eis Tickete fir an de Kino doheem leie gelooss! 	provide with a ticket for passage or admission	0.6233118772506714	Eng Entréeskaart ginn, fir Zougang oder Entrée ze kréien.
tippen	VRB	to tap	to touch	tipp däin Noper emol op d'Schëller! 	TIPPEN1UNI4	make light, repeated taps on a surface	0.417445421218872	tippen	VRB	to tap	to touch	tipp däin Noper emol op d'Schëller! 	a light touch or stroke	0.6295718550682068	eng liicht Beréierung oder e liichte Schlag
Tortur	SUBST	torture	suffering	fir mech ass et eng Tortur , de ganze Mëtteg duerch d'Butteker ze lafen 	TORTUR1UNI2	intense feelings of suffering; acute mental or physical pain	0.5759578943252563	Tortur	SUBST	torture	suffering	fir mech ass et eng Tortur , de ganze Mëtteg duerch d'Butteker ze lafen 	torment emotionally or mentally	0.6128959655761719	Emotional oder mental Qualen zoufügen.
Total	SUBST	total	sum, number	den Total chiffréiert sech op 500 Milliounen Euro 	TOTAL2UNI1	a quantity obtained by the addition of a group of numbers	0.680128276348114	Total	SUBST	total	sum, number	den Total chiffréiert sech op 500 Milliounen Euro 	add up in number or quantity	0.7520883083343506	zesummenzielen an Zuel oder Quantitéit
Tour	SUBST	turn	of rotation	dréi d'Schrauwen nach en hallwen Tour bäi! 	TOUR1UNI7	turning or twisting around (in place)	0.6214473247528076	Tour	SUBST	turn	of rotation	dréi d'Schrauwen nach en hallwen Tour bäi! 	accomplish by rotating	0.7132916450500488	Eppes fäerdegbréngen, andeems een et dréint.
transferéieren	VRB	to transfer	to relocate, to redeploy, to reallocate, to transport	aus Käschtegrënn transferéiert eis Firma en Deel vun der Produktioun an d'Ausland 	TRANSFEREIEREN1UNI2	shift the position or location of, as for business, legal, educational, or military purposes	0.6170626878738403	transferéieren	VRB	to transfer	to relocate, to redeploy, to reallocate, to transport	aus Käschtegrënn transferéiert eis Firma en Deel vun der Produktioun an d'Ausland 	the act of moving something from one location to another	0.6867737174034119	D'Handlung, eppes vun enger Plaz op eng aner ze beweegen.
Transfert	SUBST	transfer	relocation, redeployment, reallocation	ech hunn en Transfert an en anere Service ugefrot 	TRANSFERT1UNI1	the act of moving something from one location to another	0.6316177845001221	Transfert	SUBST	transfer	relocation, redeployment, reallocation	ech hunn en Transfert an en anere Service ugefrot 	shift the position or location of, as for business, legal, educational, or military purposes	0.6932421922683716	Eng Positioun oder eng Plaz wiesselen, zum Beispill aus geschäftlechen, juristeschen, schouleschen oder militäresche Grënn.
ufänken	VRB	to light	to ignite	géi e puer dier Äscht sichen, fir d'Feier unzefänken ! 	UFANKEN1UNI2	cause to start burning; subject to fire or great heat	0.558799684047699	ufänken	VRB	to light	to ignite	géi e puer dier Äscht sichen, fir d'Feier unzefänken ! 	a device for lighting or igniting fuel or charges or fires	0.612991452217102	En Apparat fir Brennstoff, Sprengluedungen oder Feier unzemaachen oder unzestiechen.
ugräifen	VRB	to attack	to assault, to assail	dat Land huet säin Noper ouni Krichserklärung ugegraff 	UGRAIFEN1UNI1	attack someone physically or emotionally	0.5630038380622864	ugräifen	VRB	to attack	to assault, to assail	dat Land huet säin Noper ouni Krichserklärung ugegraff 	the act of attacking	0.7003904581069946	d'Handlung vum Ugrëff maachen
umaachen	VRB	to light	to ignite	nom Iesse maachen ech ëmmer eng Zigarett un 	UMAACHEN1UNI3	cause to start burning; subject to fire or great heat	0.558799684047699	umaachen	VRB	to light	to ignite	nom Iesse maachen ech ëmmer eng Zigarett un 	a device for lighting or igniting fuel or charges or fires	0.612991452217102	En Apparat fir Brennstoff, Sprengluedungen oder Feier unzefänken oder unzestiechen.
unhunn	VRB	to wear	clothing, an accessory	fréier haten d'Schoulkanner all Schiertecher un 	UNHUNN1UNI1	put clothing on one's body	0.5778341889381409	unhunn	VRB	to wear	clothing, an accessory	fréier haten d'Schoulkanner all Schiertecher un 	the act of having on your person as a covering or adornment	0.6511086225509644	D'Aktioun eppes als Schutz oder Dekoratioun um Kierper ze droen
Unzuel	SUBST	number	quantity	d'Federatioun vergëtt all Joer nëmmen eng begrenzten Unzuel Lizenzen 	UNZUEL1UNI1	a concept of quantity involving zero and units	0.468132346868515	Unzuel	SUBST	number	quantity	d'Federatioun vergëtt all Joer nëmmen eng begrenzten Unzuel Lizenzen 	add up in number or quantity	0.6148874759674072	zesummerechnen an Zuel oder Quantitéit
Ursaach	SUBST	excuse	justification	mäin Aarbechtskolleeg kënnt all Dag mat enger anerer Ursaach ze spéit op de Büro 	URSAACH1UNI2	a defense of some offensive behavior or some failure to keep a promise etc.	0.4170759916305542	Ursaach	SUBST	excuse	justification	mäin Aarbechtskolleeg kënnt all Dag mat enger anerer Ursaach ze spéit op de Büro 	serve as a reason or cause or justification of	0.6320908069610596	Als Grond oder Erklärung fir eppes déngen.
veränneren	VRB	to change	to modify	gesellschaftlech Changementer kënnen d'Mentalitéit vun de Leit lues a lues veränneren 	VERANNEREN1UNI1	cause to change; make different; cause a transformation	0.5487151741981506	veränneren	VRB	to change	to modify	gesellschaftlech Changementer kënnen d'Mentalitéit vun de Leit lues a lues veränneren 	the result of alteration or modification	0.6593734622001648	D'Resultat vun enger Ännerung oder Upassung.
verlaangen	VRB	to demand	to insist on having	d'Cheffin verlaangt absolut Loyalitéit vun hire Mataarbechter 	VERLAANGEN1UNI1	require as useful, just, or proper	0.3410484194755554	verlaangen	VRB	to demand	to insist on having	d'Cheffin verlaangt absolut Loyalitéit vun hire Mataarbechter 	the act of demanding	0.6193472743034363	d'Aktioun fir eppes mat Nodrock ze froen
Vermëttlung	SUBST	imparting	knowledge, skills	den Educatiounsministère huet didaktescht Material fir d'Vermëttlung vun eiser Sprooch zur Verfügung gestallt 	VERMETTLUNG1UNI3	the transmission of information	0.3409261107444763	Vermëttlung	SUBST	imparting	knowledge, skills	den Educatiounsministère huet didaktescht Material fir d'Vermëttlung vun eiser Sprooch zur Verfügung gestallt 	transmit (knowledge or skills)	0.635210394859314	Wëssen oder Fäegkeeten un anerer weiderginn.
vernoléissegen	VRB	to neglect	to fail to care for	wéinst sengem Beruff huet hie seng Famill a leschter Zäit vernoléissegt 	VERNOLEISSEGEN1UNI1	fail to attend to	0.5407330393791199	vernoléissegen	VRB	to neglect	to fail to care for	wéinst sengem Beruff huet hie seng Famill a leschter Zäit vernoléissegt 	willful lack of care and attention	0.6998751163482666	bewosst feelend Suerg an Opmierksamkeet
verpassen	VRB	to miss	to fail to meet	mir sollten eis op der Gare treffen, mee mir hunn eis verpasst 	VERPASSEN1UNI2	fail to attend an event or activity	0.4869944155216217	verpassen	VRB	to miss	to fail to meet	mir sollten eis op der Gare treffen, mee mir hunn eis verpasst 	a failure to hit (or meet or find etc)	0.7228959202766418	net fäerdegbréngen ze treffen (oder ze begéinen oder ze fannen asw.)
verproviantéieren	VRB	to supply	to provide with	d'Arméi huet d'Leit aus dem Krisegebitt mat Waasser a Liewensmëttel verproviantéiert 	VERPROVIANTEIEREN1UNI1	give something useful or necessary to	0.5721272230148315	verproviantéieren	VRB	to supply	to provide with	d'Arméi huet d'Leit aus dem Krisegebitt mat Waasser a Liewensmëttel verproviantéiert 	the activity of supplying or providing something	0.6196448802947998	D'Aktivitéit fir eppes ze liwweren oder zur Verfügung ze stellen.
verschaffen	VRB	to use	to utilize	eise Schräiner verschafft nëmmen Holz aus der Géigend 	VERSCHAFFEN1UNI1	use up, consume fully	0.5879111886024475	verschaffen	VRB	to use	to utilize	eise Schräiner verschafft nëmmen Holz aus der Géigend 	the act of using	0.6322040557861328	d'Handlung vum Benotzen
Verständnis	SUBST	understanding	perception	no mengem Verständnis läis de falsch mat denger Behaaptung 	VERSTANDNIS1UNI2	the cognitive condition of someone who understands	0.4194038808345794	Verständnis	SUBST	understanding	perception	no mengem Verständnis läis de falsch mat denger Behaaptung 	perceive (an idea or situation) mentally	0.6678105592727661	Eng Iddi oder Situatioun geeschteg erfaassen.
Vertrag	SUBST	contract	legal agreement	mir hunn de Vertrag mat der Botzfirma gekënnegt 	VERTRAG1UNI1	a binding agreement between two or more persons that is enforceable by law	0.65642911195755	Vertrag	SUBST	contract	legal agreement	mir hunn de Vertrag mat der Botzfirma gekënnegt 	engage by written agreement	0.6658014059066772	Sech schrëftlech op eppes eenegen.
verwenden	VRB	to use	to make use of	wier et net gutt, méi Sue fir d'Recherche ze verwenden ? 	VERWENDEN1UNI1	use up, consume fully	0.5897121429443359	verwenden	VRB	to use	to make use of	wier et net gutt, méi Sue fir d'Recherche ze verwenden ? 	the act of using	0.6653586030006409	d'Handlung eppes ze benotzen
violéieren	VRB	to rape	to assault sexually	hie sëtzt am Prisong, well en eng Fra violéiert huet 	VIOLEIEREN1UNI2	force (someone) to have sex against their will	0.5881779193878174	violéieren	VRB	to rape	to assault sexually	hie sëtzt am Prisong, well en eng Fra violéiert huet 	the crime of forcing a woman to submit to sexual intercourse against her will	0.6631085872650146	D'Strofdot, bei där eng Fra géint hire Wëlle gezwonge gëtt, Geschlechtsverkéier ze hunn.
Wäin	SUBST	wine	drink	ech drénke beim Iesse gären e Pättche Roude Wäin 	WAIN1UNI1	a red as dark as red wine	0.2301196604967117	Wäin	SUBST	wine	drink	ech drénke beim Iesse gären e Pättche Roude Wäin 	drink wine	0.6793031692504883	Wäin drénken
